paie_id,date_id,employe_id,salaire_base,primes,heures_supplementaires,charges_sociales,cout_total
926,20251101,29,3010.2,707.96,0.0,533.56,4251.72
927,20251101,8,4671.0,1085.81,0.0,826.1,6582.91
928,20251101,39,4498.0,974.6,0.0,785.32,6257.92
929,20251101,18,5622.5,1427.18,0.0,1011.63,8061.31
930,20251101,41,7871.5,0.0,0.0,1129.56,9001.06
931,20251101,11,4065.5,0.0,66.27,592.91,4724.68
932,20251101,2,4065.5,0.0,44.99,589.85,4700.34
933,20251101,25,3979.0,0.0,700.42,671.5,5350.91
934,20251101,14,3806.0,0.0,658.88,640.71,5105.58
935,20251101,40,4238.5,0.0,243.69,643.19,5125.39
936,20251101,35,3892.5,0.0,279.15,598.63,4770.28
937,20251101,47,3806.0,0.0,53.55,553.85,4413.4
938,20251101,22,4152.0,0.0,148.65,617.14,4917.8
939,20251101,37,3892.5,0.0,58.74,567.0,4518.24
940,20251101,27,3633.0,0.0,628.23,611.49,4872.72
941,20251101,44,5276.5,0.0,214.02,787.89,6278.41
942,20251101,7,5190.0,0.0,182.9,771.01,6143.92
943,20251101,42,5190.0,0.0,0.0,744.76,5934.76
944,20251101,30,5968.5,0.0,0.0,856.48,6824.98
945,20251101,17,5536.0,0.0,0.0,794.42,6330.42
946,20251101,31,5017.0,0.0,0.0,719.94,5736.94
947,20251101,34,2646.9,0.0,0.0,379.83,3026.73
948,20251101,38,3062.1,0.0,0.0,439.41,3501.51
949,20251101,36,2750.7,0.0,0.0,394.73,3145.43
950,20251101,23,3010.2,0.0,0.0,431.96,3442.16
951,20251101,33,4065.5,0.0,0.0,583.4,4648.9
952,20251101,32,4498.0,0.0,0.0,645.46,5143.46
953,20251101,28,3892.5,0.0,0.0,558.57,4451.07
954,20251101,43,5536.0,0.0,0.0,794.42,6330.42
955,20251101,20,10812.5,0.0,0.0,1551.59,12364.09
956,20251101,21,8563.5,0.0,0.0,1228.86,9792.36
957,20251101,3,4238.5,0.0,385.09,663.49,5287.08
958,20251101,5,3979.0,0.0,1.2,571.16,4551.36
959,20251101,6,2906.4,0.0,42.16,423.12,3371.67
960,20251101,12,4584.5,0.0,0.0,657.88,5242.38
961,20251101,4,4325.0,0.0,760.52,729.77,5815.29
962,20251201,13,5795.5,187.77,0.0,858.6,6841.87
963,20251201,15,5363.0,748.03,0.0,876.93,6987.96
964,20251201,19,5276.5,599.78,0.0,843.25,6719.52
965,20251201,24,4671.0,414.41,0.0,729.76,5815.17
966,20251201,10,3114.0,228.41,0.0,479.64,3822.05
967,20251201,29,3010.2,265.15,0.0,470.01,3745.36
968,20251201,8,4671.0,222.77,0.0,702.26,5596.02
969,20251201,39,4498.0,341.89,0.0,694.52,5534.41
970,20251201,18,5622.5,648.55,0.0,899.9,7170.95
971,20251201,41,7871.5,0.0,0.0,1129.56,9001.06
972,20251201,11,4065.5,0.0,386.3,638.83,5090.64
973,20251201,2,4065.5,0.0,257.05,620.29,4942.83
974,20251201,25,3979.0,0.0,224.25,603.17,4806.41
975,20251201,14,3806.0,0.0,426.38,607.35,4839.73
976,20251201,40,4238.5,0.0,357.8,659.57,5255.87
977,20251201,35,3892.5,0.0,219.36,590.05,4701.91
978,20251201,47,3806.0,0.0,477.48,614.68,4898.16
979,20251201,22,4152.0,0.0,300.81,638.98,5091.79
980,20251201,37,3892.5,0.0,266.31,596.79,4755.59
981,20251201,27,3633.0,0.0,100.44,535.75,4269.19
982,20251201,44,5276.5,0.0,87.21,769.69,6133.4
983,20251201,7,5190.0,0.0,407.91,803.3,6401.21
984,20251201,42,5190.0,0.0,0.0,744.76,5934.76
985,20251201,30,5968.5,0.0,0.0,856.48,6824.98
986,20251201,17,5536.0,0.0,0.0,794.42,6330.42
987,20251201,31,5017.0,0.0,0.0,719.94,5736.94
988,20251201,34,2646.9,0.0,0.0,379.83,3026.73
989,20251201,38,3062.1,0.0,0.0,439.41,3501.51
990,20251201,36,2750.7,0.0,0.0,394.73,3145.43
991,20251201,23,3010.2,0.0,0.0,431.96,3442.16
992,20251201,33,4065.5,0.0,0.0,583.4,4648.9
993,20251201,32,4498.0,0.0,0.0,645.46,5143.46
994,20251201,28,3892.5,0.0,0.0,558.57,4451.07
995,20251201,43,5536.0,0.0,0.0,794.42,6330.42
996,20251201,20,10812.5,0.0,0.0,1551.59,12364.09
997,20251201,21,8563.5,0.0,0.0,1228.86,9792.36
998,20251201,3,4238.5,0.0,125.19,626.19,4989.88
999,20251201,5,3979.0,0.0,85.4,583.24,4647.64
1000,20251201,6,2906.4,0.0,335.74,465.25,3707.38
1001,20251201,12,4584.5,0.0,0.0,657.88,5242.38
1002,20251201,4,4325.0,0.0,151.63,642.4,5119.02
