rejet_id,source,cle,champ,valeur,motif,action
641,erp_ventes_2024.csv,CMD-101233,CODE CLIENT,cli-0120,casse_ou_espaces,corrigee
642,erp_ventes_2024.csv,CMD-100376,CODE CLIENT,  CLI-0217,casse_ou_espaces,corrigee
643,erp_ventes_2024.csv,CMD-100969,-,ligne identique,doublon_exact,rejetee
644,erp_ventes_2024.csv,CMD-101901,QTE,0,quantite_invalide,rejetee
645,erp_ventes_2024.csv,CMD-102150,-,ligne identique,doublon_exact,rejetee
646,erp_ventes_2024.csv,CMD-101303,DATE COMMANDE,00/00/0000,date_illisible,rejetee
647,erp_ventes_2024.csv,CMD-101055,-,ligne identique,doublon_exact,rejetee
648,erp_ventes_2024.csv,CMD-101847,CANAL DE VENTE,N/A,valeur_manquante,corrigee
649,erp_ventes_2024.csv,CMD-101094,CODE CLIENT,CLI-0111 ,casse_ou_espaces,corrigee
650,erp_ventes_2024.csv,CMD-101311,DATE COMMANDE,00/00/0000,date_illisible,rejetee
651,erp_ventes_2024.csv,CMD-102110,-,ligne identique,doublon_exact,rejetee
652,erp_ventes_2024.csv,CMD-100827,-,ligne identique,doublon_exact,rejetee
653,erp_ventes_2024.csv,CMD-100623,CODE CLIENT,cli-0195,casse_ou_espaces,corrigee
654,erp_ventes_2024.csv,CMD-101061,-,ligne identique,doublon_exact,rejetee
655,erp_ventes_2024.csv,CMD-100616,-,ligne identique,doublon_exact,rejetee
656,erp_ventes_2024.csv,CMD-100403,CANAL DE VENTE,,valeur_manquante,corrigee
657,erp_ventes_2024.csv,CMD-101339,-,ligne identique,doublon_exact,rejetee
658,erp_ventes_2024.csv,CMD-100947,PRIX UNITAIRE,"375710,00",prix_aberrant,rejetee
659,erp_ventes_2024.csv,CMD-101366,CODE CLIENT,  CLI-0139,casse_ou_espaces,corrigee
660,erp_ventes_2024.csv,CMD-101683,DATE COMMANDE,31/02/2024,date_illisible,rejetee
661,erp_ventes_2024.csv,CMD-100629,-,ligne identique,doublon_exact,rejetee
662,erp_ventes_2024.csv,CMD-101516,CANAL DE VENTE,N/A,valeur_manquante,corrigee
663,erp_ventes_2024.csv,CMD-100397,CANAL DE VENTE,N/A,valeur_manquante,corrigee
664,erp_ventes_2024.csv,CMD-102031,QTE,-2,quantite_invalide,rejetee
665,erp_ventes_2024.csv,CMD-100860,-,ligne identique,doublon_exact,rejetee
666,erp_ventes_2024.csv,CMD-101329,-,ligne identique,doublon_exact,rejetee
667,erp_ventes_2024.csv,CMD-100478,QTE,-6,quantite_invalide,rejetee
668,erp_ventes_2024.csv,CMD-100927,CODE CLIENT,CLI-0086 ,casse_ou_espaces,corrigee
669,erp_ventes_2024.csv,CMD-100194,QTE,-2,quantite_invalide,rejetee
670,erp_ventes_2024.csv,CMD-100310,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
671,erp_ventes_2024.csv,CMD-100007,-,ligne identique,doublon_exact,rejetee
672,erp_ventes_2024.csv,CMD-101690,CANAL DE VENTE,N/A,valeur_manquante,corrigee
673,erp_ventes_2024.csv,CMD-101194,CANAL DE VENTE,,valeur_manquante,corrigee
674,erp_ventes_2024.csv,CMD-101583,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
675,erp_ventes_2024.csv,CMD-101457,CODE CLIENT,  CLI-0154,casse_ou_espaces,corrigee
676,erp_ventes_2024.csv,CMD-101573,CANAL DE VENTE,N/A,valeur_manquante,corrigee
677,erp_ventes_2024.csv,CMD-101732,-,ligne identique,doublon_exact,rejetee
678,erp_ventes_2024.csv,CMD-100006,-,ligne identique,doublon_exact,rejetee
679,erp_ventes_2024.csv,CMD-101121,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
680,erp_ventes_2024.csv,CMD-101028,CANAL DE VENTE,,valeur_manquante,corrigee
681,erp_ventes_2024.csv,CMD-100172,DATE COMMANDE,,date_illisible,rejetee
682,erp_ventes_2024.csv,CMD-101478,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
683,erp_ventes_2024.csv,CMD-100352,CODE CLIENT,cli-0056,casse_ou_espaces,corrigee
684,erp_ventes_2024.csv,CMD-101435,-,ligne identique,doublon_exact,rejetee
685,erp_ventes_2024.csv,CMD-100207,DATE COMMANDE,,date_illisible,rejetee
686,erp_ventes_2024.csv,CMD-101255,-,ligne identique,doublon_exact,rejetee
687,erp_ventes_2024.csv,CMD-100123,PRIX UNITAIRE,"123260,00",prix_aberrant,rejetee
688,erp_ventes_2024.csv,CMD-101803,-,ligne identique,doublon_exact,rejetee
689,erp_ventes_2024.csv,CMD-101226,-,ligne identique,doublon_exact,rejetee
690,erp_ventes_2024.csv,CMD-101972,-,ligne identique,doublon_exact,rejetee
691,erp_ventes_2024.csv,CMD-100662,-,ligne identique,doublon_exact,rejetee
692,erp_ventes_2024.csv,CMD-101849,CODE ARTICLE,BD-9356,article_inconnu,rejetee
693,erp_ventes_2024.csv,CMD-100655,CODE CLIENT,  CLI-0017,casse_ou_espaces,corrigee
694,erp_ventes_2024.csv,CMD-101140,CODE CLIENT,cli-0025,casse_ou_espaces,corrigee
695,erp_ventes_2024.csv,CMD-101848,CODE ARTICLE,BD-9933,article_inconnu,rejetee
696,erp_ventes_2024.csv,CMD-100897,CODE CLIENT,  CLI-0066,casse_ou_espaces,corrigee
697,erp_ventes_2024.csv,CMD-100967,QTE,-2,quantite_invalide,rejetee
698,erp_ventes_2024.csv,CMD-101307,CODE CLIENT,CLI-0194 ,casse_ou_espaces,corrigee
699,erp_ventes_2024.csv,CMD-101373,CANAL DE VENTE,,valeur_manquante,corrigee
700,erp_ventes_2024.csv,CMD-102000,CANAL DE VENTE,,valeur_manquante,corrigee
701,erp_ventes_2024.csv,CMD-102204,-,ligne identique,doublon_exact,rejetee
702,erp_ventes_2024.csv,CMD-101829,-,ligne identique,doublon_exact,rejetee
703,erp_ventes_2024.csv,CMD-101441,CODE CLIENT,CLI-0056 ,casse_ou_espaces,corrigee
704,erp_ventes_2024.csv,CMD-101492,CODE CLIENT,cli-0206,casse_ou_espaces,corrigee
705,erp_ventes_2024.csv,CMD-101260,CODE CLIENT,cli-0025,casse_ou_espaces,corrigee
706,erp_ventes_2024.csv,CMD-100506,-,ligne identique,doublon_exact,rejetee
707,erp_ventes_2024.csv,CMD-100788,-,ligne identique,doublon_exact,rejetee
708,erp_ventes_2024.csv,CMD-100378,CODE ARTICLE,BD-9229,article_inconnu,rejetee
709,erp_ventes_2024.csv,CMD-101380,-,ligne identique,doublon_exact,rejetee
710,erp_ventes_2024.csv,CMD-100083,DATE COMMANDE,n/d,date_illisible,rejetee
711,erp_ventes_2024.csv,CMD-102212,-,ligne identique,doublon_exact,rejetee
712,erp_ventes_2024.csv,CMD-101302,-,ligne identique,doublon_exact,rejetee
713,erp_ventes_2024.csv,CMD-101562,PRIX UNITAIRE,"85990,00",prix_aberrant,rejetee
714,erp_ventes_2024.csv,CMD-100050,-,ligne identique,doublon_exact,rejetee
715,erp_ventes_2024.csv,CMD-100792,-,ligne identique,doublon_exact,rejetee
716,erp_ventes_2024.csv,CMD-100167,CODE CLIENT,  CLI-0042,casse_ou_espaces,corrigee
717,erp_ventes_2024.csv,CMD-101967,CODE CLIENT,  CLI-0059,casse_ou_espaces,corrigee
718,erp_ventes_2024.csv,CMD-100606,CODE ARTICLE,BD-9256,article_inconnu,rejetee
719,erp_ventes_2024.csv,CMD-101688,-,ligne identique,doublon_exact,rejetee
720,erp_ventes_2024.csv,CMD-100012,-,ligne identique,doublon_exact,rejetee
721,erp_ventes_2024.csv,CMD-102061,DATE COMMANDE,00/00/0000,date_illisible,rejetee
722,erp_ventes_2024.csv,CMD-100386,PRIX UNITAIRE,"245320,00",prix_aberrant,rejetee
723,erp_ventes_2024.csv,CMD-101048,CANAL DE VENTE,,valeur_manquante,corrigee
724,erp_ventes_2024.csv,CMD-101193,-,ligne identique,doublon_exact,rejetee
725,erp_ventes_2024.csv,CMD-101027,-,ligne identique,doublon_exact,rejetee
726,erp_ventes_2024.csv,CMD-100365,PRIX UNITAIRE,"309700,00",prix_aberrant,rejetee
727,erp_ventes_2024.csv,CMD-100722,CODE CLIENT,CLI-0185 ,casse_ou_espaces,corrigee
728,erp_ventes_2024.csv,CMD-100668,DATE COMMANDE,31/02/2024,date_illisible,rejetee
729,erp_ventes_2024.csv,CMD-101502,QTE,0,quantite_invalide,rejetee
730,erp_ventes_2024.csv,CMD-100710,-,ligne identique,doublon_exact,rejetee
731,erp_ventes_2024.csv,CMD-100615,-,ligne identique,doublon_exact,rejetee
732,erp_ventes_2024.csv,CMD-101427,CANAL DE VENTE,N/A,valeur_manquante,corrigee
733,erp_ventes_2024.csv,CMD-102269,-,ligne identique,doublon_exact,rejetee
734,erp_ventes_2024.csv,CMD-100261,CODE ARTICLE,BD-9805,article_inconnu,rejetee
735,erp_ventes_2024.csv,CMD-100325,DATE COMMANDE,,date_illisible,rejetee
736,erp_ventes_2024.csv,CMD-101757,CODE ARTICLE,BD-9811,article_inconnu,rejetee
737,erp_ventes_2024.csv,CMD-100138,CODE CLIENT,  CLI-0056,casse_ou_espaces,corrigee
738,erp_ventes_2024.csv,CMD-101424,DATE COMMANDE,00/00/0000,date_illisible,rejetee
739,erp_ventes_2024.csv,CMD-100926,CODE CLIENT,CLI-0009 ,casse_ou_espaces,corrigee
740,erp_ventes_2024.csv,CMD-101782,DATE COMMANDE,n/d,date_illisible,rejetee
741,erp_ventes_2024.csv,CMD-100543,CODE ARTICLE,BD-9808,article_inconnu,rejetee
742,erp_ventes_2024.csv,CMD-100566,-,ligne identique,doublon_exact,rejetee
743,erp_ventes_2024.csv,CMD-101904,CANAL DE VENTE,N/A,valeur_manquante,corrigee
744,erp_ventes_2024.csv,CMD-101243,CANAL DE VENTE, ,valeur_manquante,corrigee
745,erp_ventes_2024.csv,CMD-100162,DATE COMMANDE,00/00/0000,date_illisible,rejetee
746,erp_ventes_2024.csv,CMD-101161,CODE CLIENT,  CLI-0173,casse_ou_espaces,corrigee
747,erp_ventes_2024.csv,CMD-101449,CODE CLIENT,CLI-0076 ,casse_ou_espaces,corrigee
748,erp_ventes_2024.csv,CMD-101380,CODE CLIENT,  CLI-0068,casse_ou_espaces,corrigee
749,erp_ventes_2024.csv,CMD-100024,DATE COMMANDE,,date_illisible,rejetee
750,erp_ventes_2024.csv,CMD-100039,-,ligne identique,doublon_exact,rejetee
751,erp_ventes_2024.csv,CMD-101167,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
752,erp_ventes_2024.csv,CMD-100086,DATE COMMANDE,,date_illisible,rejetee
753,erp_ventes_2024.csv,CMD-100778,CODE CLIENT,  CLI-0102,casse_ou_espaces,corrigee
754,erp_ventes_2024.csv,CMD-101625,CODE CLIENT,cli-0096,casse_ou_espaces,corrigee
755,erp_ventes_2024.csv,CMD-100349,CODE CLIENT,CLI-0173 ,casse_ou_espaces,corrigee
756,erp_ventes_2024.csv,CMD-101987,-,ligne identique,doublon_exact,rejetee
757,erp_ventes_2024.csv,CMD-100356,CODE CLIENT,CLI-0174 ,casse_ou_espaces,corrigee
758,erp_ventes_2024.csv,CMD-100463,CANAL DE VENTE,,valeur_manquante,corrigee
759,erp_ventes_2024.csv,CMD-102164,CODE ARTICLE,BD-9248,article_inconnu,rejetee
760,erp_ventes_2024.csv,CMD-100700,PRIX UNITAIRE,"299190,00",prix_aberrant,rejetee
761,erp_ventes_2024.csv,CMD-101710,-,ligne identique,doublon_exact,rejetee
762,erp_ventes_2024.csv,CMD-100495,-,ligne identique,doublon_exact,rejetee
763,erp_ventes_2024.csv,CMD-100672,DATE COMMANDE,31/02/2024,date_illisible,rejetee
764,erp_ventes_2024.csv,CMD-101954,CODE CLIENT,CLI-0017 ,casse_ou_espaces,corrigee
765,erp_ventes_2024.csv,CMD-101583,-,ligne identique,doublon_exact,rejetee
766,erp_ventes_2024.csv,CMD-100699,CANAL DE VENTE, ,valeur_manquante,corrigee
767,erp_ventes_2024.csv,CMD-101454,CANAL DE VENTE, ,valeur_manquante,corrigee
768,erp_ventes_2024.csv,CMD-100097,CODE CLIENT,cli-0033,casse_ou_espaces,corrigee
769,erp_ventes_2024.csv,CMD-100770,-,ligne identique,doublon_exact,rejetee
770,erp_ventes_2024.csv,CMD-101525,-,ligne identique,doublon_exact,rejetee
771,erp_ventes_2024.csv,CMD-101827,CODE CLIENT,  CLI-0010,casse_ou_espaces,corrigee
772,erp_ventes_2024.csv,CMD-101093,-,ligne identique,doublon_exact,rejetee
773,erp_ventes_2024.csv,CMD-102119,CANAL DE VENTE,,valeur_manquante,corrigee
774,erp_ventes_2024.csv,CMD-100210,-,ligne identique,doublon_exact,rejetee
775,erp_ventes_2024.csv,CMD-101147,CANAL DE VENTE,N/A,valeur_manquante,corrigee
776,erp_ventes_2024.csv,CMD-101656,CANAL DE VENTE, ,valeur_manquante,corrigee
777,erp_ventes_2024.csv,CMD-102101,-,ligne identique,doublon_exact,rejetee
778,erp_ventes_2024.csv,TOTAL GENERAL,-,pied de page d'export,ligne_technique,rejetee
779,erp_ventes_2024.csv,Export du 31/12/2025 - Boréal Distribution inc.,-,pied de page d'export,ligne_technique,rejetee
780,erp_ventes_2025.csv,CMD-103140,CODE CLIENT,CLI-0009 ,casse_ou_espaces,corrigee
781,erp_ventes_2025.csv,CMD-103084,CANAL DE VENTE,,valeur_manquante,corrigee
782,erp_ventes_2025.csv,CMD-102327,CANAL DE VENTE,N/A,valeur_manquante,corrigee
783,erp_ventes_2025.csv,CMD-102463,CANAL DE VENTE,N/A,valeur_manquante,corrigee
784,erp_ventes_2025.csv,CMD-105097,CODE CLIENT,  CLI-0167,casse_ou_espaces,corrigee
785,erp_ventes_2025.csv,CMD-104218,CODE CLIENT,  CLI-0158,casse_ou_espaces,corrigee
786,erp_ventes_2025.csv,CMD-102713,CODE CLIENT,cli-0061,casse_ou_espaces,corrigee
787,erp_ventes_2025.csv,CMD-104777,CODE ARTICLE,BD-9627,article_inconnu,rejetee
788,erp_ventes_2025.csv,CMD-103236,CANAL DE VENTE,N/A,valeur_manquante,corrigee
789,erp_ventes_2025.csv,CMD-103132,CODE CLIENT,CLI-0116 ,casse_ou_espaces,corrigee
790,erp_ventes_2025.csv,CMD-105011,DATE COMMANDE,n/d,date_illisible,rejetee
791,erp_ventes_2025.csv,CMD-104222,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
792,erp_ventes_2025.csv,CMD-102485,CODE CLIENT,  CLI-0148,casse_ou_espaces,corrigee
793,erp_ventes_2025.csv,CMD-102723,QTE,-1,quantite_invalide,rejetee
794,erp_ventes_2025.csv,CMD-104222,CODE CLIENT,  CLI-0180,casse_ou_espaces,corrigee
795,erp_ventes_2025.csv,CMD-103992,CODE CLIENT,  CLI-0130,casse_ou_espaces,corrigee
796,erp_ventes_2025.csv,CMD-104423,CODE CLIENT,CLI-0132 ,casse_ou_espaces,corrigee
797,erp_ventes_2025.csv,CMD-104380,DATE COMMANDE,00/00/0000,date_illisible,rejetee
798,erp_ventes_2025.csv,CMD-102683,DATE COMMANDE,,date_illisible,rejetee
799,erp_ventes_2025.csv,CMD-103483,CODE CLIENT,cli-0033,casse_ou_espaces,corrigee
800,erp_ventes_2025.csv,CMD-103059,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
801,erp_ventes_2025.csv,CMD-105112,CODE ARTICLE,BD-9352,article_inconnu,rejetee
802,erp_ventes_2025.csv,CMD-102673,CANAL DE VENTE, ,valeur_manquante,corrigee
803,erp_ventes_2025.csv,CMD-104211,CODE CLIENT,CLI-0138 ,casse_ou_espaces,corrigee
804,erp_ventes_2025.csv,CMD-102894,CODE CLIENT,cli-0209,casse_ou_espaces,corrigee
805,erp_ventes_2025.csv,CMD-104572,DATE COMMANDE,n/d,date_illisible,rejetee
806,erp_ventes_2025.csv,CMD-103664,CODE ARTICLE,BD-9076,article_inconnu,rejetee
807,erp_ventes_2025.csv,CMD-103990,CODE CLIENT,  CLI-0100,casse_ou_espaces,corrigee
808,erp_ventes_2025.csv,CMD-104964,CANAL DE VENTE,,valeur_manquante,corrigee
809,erp_ventes_2025.csv,CMD-104596,CODE ARTICLE,BD-9013,article_inconnu,rejetee
810,erp_ventes_2025.csv,CMD-104862,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
811,erp_ventes_2025.csv,CMD-104209,CANAL DE VENTE, ,valeur_manquante,corrigee
812,erp_ventes_2025.csv,CMD-103755,DATE COMMANDE,,date_illisible,rejetee
813,erp_ventes_2025.csv,CMD-102866,CODE ARTICLE,BD-9030,article_inconnu,rejetee
814,erp_ventes_2025.csv,CMD-104774,CODE CLIENT,  CLI-0037,casse_ou_espaces,corrigee
815,erp_ventes_2025.csv,CMD-102712,CODE CLIENT,cli-0082,casse_ou_espaces,corrigee
816,erp_ventes_2025.csv,CMD-104852,DATE COMMANDE,00/00/0000,date_illisible,rejetee
817,erp_ventes_2025.csv,CMD-104405,PRIX UNITAIRE,"482060,00",prix_aberrant,rejetee
818,erp_ventes_2025.csv,CMD-104123,-,ligne identique,doublon_exact,rejetee
819,erp_ventes_2025.csv,CMD-103294,CANAL DE VENTE, ,valeur_manquante,corrigee
820,erp_ventes_2025.csv,CMD-103294,DATE COMMANDE,,date_illisible,rejetee
821,erp_ventes_2025.csv,CMD-103250,CODE CLIENT,cli-0185,casse_ou_espaces,corrigee
822,erp_ventes_2025.csv,CMD-103547,CANAL DE VENTE,,valeur_manquante,corrigee
823,erp_ventes_2025.csv,CMD-103032,DATE COMMANDE,31/02/2024,date_illisible,rejetee
824,erp_ventes_2025.csv,CMD-104902,CODE CLIENT,cli-0215,casse_ou_espaces,corrigee
825,erp_ventes_2025.csv,CMD-104473,DATE COMMANDE,00/00/0000,date_illisible,rejetee
826,erp_ventes_2025.csv,CMD-103170,DATE COMMANDE,,date_illisible,rejetee
827,erp_ventes_2025.csv,CMD-105019,DATE COMMANDE,n/d,date_illisible,rejetee
828,erp_ventes_2025.csv,CMD-104124,CODE CLIENT,cli-0025,casse_ou_espaces,corrigee
829,erp_ventes_2025.csv,CMD-103113,-,ligne identique,doublon_exact,rejetee
830,erp_ventes_2025.csv,CMD-103520,CANAL DE VENTE,,valeur_manquante,corrigee
831,erp_ventes_2025.csv,CMD-104488,CANAL DE VENTE,,valeur_manquante,corrigee
832,erp_ventes_2025.csv,CMD-104701,CODE CLIENT,CLI-0025 ,casse_ou_espaces,corrigee
833,erp_ventes_2025.csv,CMD-102739,CANAL DE VENTE,,valeur_manquante,corrigee
834,erp_ventes_2025.csv,CMD-103501,CODE CLIENT,  CLI-0097,casse_ou_espaces,corrigee
835,erp_ventes_2025.csv,CMD-103758,CODE CLIENT,  CLI-0137,casse_ou_espaces,corrigee
836,erp_ventes_2025.csv,CMD-104159,QTE,-2,quantite_invalide,rejetee
837,erp_ventes_2025.csv,CMD-104511,CODE CLIENT,  CLI-0073,casse_ou_espaces,corrigee
838,erp_ventes_2025.csv,CMD-104994,CANAL DE VENTE,,valeur_manquante,corrigee
839,erp_ventes_2025.csv,CMD-102409,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
840,erp_ventes_2025.csv,CMD-103502,-,ligne identique,doublon_exact,rejetee
841,erp_ventes_2025.csv,CMD-103560,-,ligne identique,doublon_exact,rejetee
842,erp_ventes_2025.csv,CMD-104575,-,ligne identique,doublon_exact,rejetee
843,erp_ventes_2025.csv,CMD-102761,QTE,-6,quantite_invalide,rejetee
844,erp_ventes_2025.csv,CMD-103019,CANAL DE VENTE, ,valeur_manquante,corrigee
845,erp_ventes_2025.csv,CMD-102925,CANAL DE VENTE,,valeur_manquante,corrigee
846,erp_ventes_2025.csv,CMD-104675,QTE,-2,quantite_invalide,rejetee
847,erp_ventes_2025.csv,CMD-105000,CODE CLIENT,cli-0103,casse_ou_espaces,corrigee
848,erp_ventes_2025.csv,CMD-104523,QTE,0,quantite_invalide,rejetee
849,erp_ventes_2025.csv,CMD-103665,CODE CLIENT,CLI-0210 ,casse_ou_espaces,corrigee
850,erp_ventes_2025.csv,CMD-104203,CODE CLIENT,  CLI-0097,casse_ou_espaces,corrigee
851,erp_ventes_2025.csv,CMD-104088,CODE CLIENT,  CLI-0126,casse_ou_espaces,corrigee
852,erp_ventes_2025.csv,CMD-103715,-,ligne identique,doublon_exact,rejetee
853,erp_ventes_2025.csv,CMD-104568,CANAL DE VENTE,N/A,valeur_manquante,corrigee
854,erp_ventes_2025.csv,CMD-103516,CANAL DE VENTE, ,valeur_manquante,corrigee
855,erp_ventes_2025.csv,CMD-103949,CANAL DE VENTE,,valeur_manquante,corrigee
856,erp_ventes_2025.csv,CMD-104266,CODE ARTICLE,BD-9910,article_inconnu,rejetee
857,erp_ventes_2025.csv,CMD-102652,CODE ARTICLE,BD-9041,article_inconnu,rejetee
858,erp_ventes_2025.csv,CMD-103004,CANAL DE VENTE,N/A,valeur_manquante,corrigee
859,erp_ventes_2025.csv,CMD-102833,CODE CLIENT,  CLI-0037,casse_ou_espaces,corrigee
860,erp_ventes_2025.csv,CMD-104212,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
861,erp_ventes_2025.csv,CMD-104260,CODE CLIENT,  CLI-0012,casse_ou_espaces,corrigee
862,erp_ventes_2025.csv,CMD-104449,DATE COMMANDE,,date_illisible,rejetee
863,erp_ventes_2025.csv,CMD-104327,CODE CLIENT,cli-0012,casse_ou_espaces,corrigee
864,erp_ventes_2025.csv,CMD-104822,-,ligne identique,doublon_exact,rejetee
865,erp_ventes_2025.csv,CMD-103974,CODE CLIENT,  CLI-0089,casse_ou_espaces,corrigee
866,erp_ventes_2025.csv,CMD-104687,-,ligne identique,doublon_exact,rejetee
867,erp_ventes_2025.csv,CMD-102516,CODE ARTICLE,BD-9889,article_inconnu,rejetee
868,erp_ventes_2025.csv,CMD-104002,DATE COMMANDE,n/d,date_illisible,rejetee
869,erp_ventes_2025.csv,CMD-103944,DATE COMMANDE,n/d,date_illisible,rejetee
870,erp_ventes_2025.csv,CMD-102621,-,ligne identique,doublon_exact,rejetee
871,erp_ventes_2025.csv,CMD-103308,PRIX UNITAIRE,"86480,00",prix_aberrant,rejetee
872,erp_ventes_2025.csv,CMD-103170,CODE CLIENT,CLI-0067 ,casse_ou_espaces,corrigee
873,erp_ventes_2025.csv,CMD-103846,CODE CLIENT,CLI-0009 ,casse_ou_espaces,corrigee
874,erp_ventes_2025.csv,CMD-103625,CANAL DE VENTE, ,valeur_manquante,corrigee
875,erp_ventes_2025.csv,CMD-104141,CANAL DE VENTE, ,valeur_manquante,corrigee
876,erp_ventes_2025.csv,CMD-103794,CODE ARTICLE,BD-9719,article_inconnu,rejetee
877,erp_ventes_2025.csv,CMD-104884,QTE,-1,quantite_invalide,rejetee
878,erp_ventes_2025.csv,CMD-104928,DATE COMMANDE,,date_illisible,rejetee
879,erp_ventes_2025.csv,CMD-104194,CODE CLIENT,CLI-0148 ,casse_ou_espaces,corrigee
880,erp_ventes_2025.csv,CMD-104740,-,ligne identique,doublon_exact,rejetee
881,erp_ventes_2025.csv,CMD-103876,QTE,-2,quantite_invalide,rejetee
882,erp_ventes_2025.csv,CMD-103991,CANAL DE VENTE,,valeur_manquante,corrigee
883,erp_ventes_2025.csv,CMD-103836,DATE COMMANDE,00/00/0000,date_illisible,rejetee
884,erp_ventes_2025.csv,CMD-104899,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
885,erp_ventes_2025.csv,CMD-104319,CODE CLIENT,CLI-0042 ,casse_ou_espaces,corrigee
886,erp_ventes_2025.csv,CMD-102698,QTE,0,quantite_invalide,rejetee
887,erp_ventes_2025.csv,CMD-103246,CODE CLIENT,cli-0204,casse_ou_espaces,corrigee
888,erp_ventes_2025.csv,CMD-103746,CODE ARTICLE,BD-9227,article_inconnu,rejetee
889,erp_ventes_2025.csv,CMD-104422,CANAL DE VENTE,N/A,valeur_manquante,corrigee
890,erp_ventes_2025.csv,CMD-103611,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
891,erp_ventes_2025.csv,CMD-102775,DATE COMMANDE,,date_illisible,rejetee
892,erp_ventes_2025.csv,CMD-102759,CODE CLIENT,  CLI-0104,casse_ou_espaces,corrigee
893,erp_ventes_2025.csv,CMD-104713,CODE CLIENT,  CLI-0076,casse_ou_espaces,corrigee
894,erp_ventes_2025.csv,CMD-103194,CANAL DE VENTE,N/A,valeur_manquante,corrigee
895,erp_ventes_2025.csv,CMD-104230,CODE CLIENT,CLI-0066 ,casse_ou_espaces,corrigee
896,erp_ventes_2025.csv,CMD-102525,-,ligne identique,doublon_exact,rejetee
897,erp_ventes_2025.csv,CMD-102718,QTE,-1,quantite_invalide,rejetee
898,erp_ventes_2025.csv,CMD-105072,CODE CLIENT,cli-0147,casse_ou_espaces,corrigee
899,erp_ventes_2025.csv,CMD-104154,CODE CLIENT,  CLI-0081,casse_ou_espaces,corrigee
900,erp_ventes_2025.csv,CMD-105099,CODE ARTICLE,BD-9738,article_inconnu,rejetee
901,erp_ventes_2025.csv,CMD-103852,CANAL DE VENTE,,valeur_manquante,corrigee
902,erp_ventes_2025.csv,CMD-103705,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
903,erp_ventes_2025.csv,CMD-102391,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
904,erp_ventes_2025.csv,CMD-102510,-,ligne identique,doublon_exact,rejetee
905,erp_ventes_2025.csv,CMD-102890,-,ligne identique,doublon_exact,rejetee
906,erp_ventes_2025.csv,CMD-103553,-,ligne identique,doublon_exact,rejetee
907,erp_ventes_2025.csv,CMD-103542,CODE CLIENT,CLI-0084 ,casse_ou_espaces,corrigee
908,erp_ventes_2025.csv,CMD-104632,CODE ARTICLE,BD-9414,article_inconnu,rejetee
909,erp_ventes_2025.csv,CMD-104842,CODE CLIENT,cli-0012,casse_ou_espaces,corrigee
910,erp_ventes_2025.csv,CMD-104949,-,ligne identique,doublon_exact,rejetee
911,erp_ventes_2025.csv,CMD-104048,DATE COMMANDE,n/d,date_illisible,rejetee
912,erp_ventes_2025.csv,CMD-104718,DATE COMMANDE,00/00/0000,date_illisible,rejetee
913,erp_ventes_2025.csv,CMD-102875,PRIX UNITAIRE,"362790,00",prix_aberrant,rejetee
914,erp_ventes_2025.csv,CMD-104524,CANAL DE VENTE,N/A,valeur_manquante,corrigee
915,erp_ventes_2025.csv,CMD-102480,CODE CLIENT,CLI-0040 ,casse_ou_espaces,corrigee
916,erp_ventes_2025.csv,CMD-102731,CANAL DE VENTE, ,valeur_manquante,corrigee
917,erp_ventes_2025.csv,CMD-104941,PRIX UNITAIRE,"301280,00",prix_aberrant,rejetee
918,erp_ventes_2025.csv,CMD-102847,-,ligne identique,doublon_exact,rejetee
919,erp_ventes_2025.csv,CMD-104072,DATE COMMANDE,31/02/2024,date_illisible,rejetee
920,erp_ventes_2025.csv,CMD-104933,CODE CLIENT,  CLI-0009,casse_ou_espaces,corrigee
921,erp_ventes_2025.csv,CMD-103083,CODE CLIENT,cli-0130,casse_ou_espaces,corrigee
922,erp_ventes_2025.csv,CMD-104916,DATE COMMANDE,00/00/0000,date_illisible,rejetee
923,erp_ventes_2025.csv,CMD-102497,CODE ARTICLE,BD-9524,article_inconnu,rejetee
924,erp_ventes_2025.csv,CMD-103557,-,ligne identique,doublon_exact,rejetee
925,erp_ventes_2025.csv,CMD-102759,-,ligne identique,doublon_exact,rejetee
926,erp_ventes_2025.csv,CMD-104579,PRIX UNITAIRE,"91380,00",prix_aberrant,rejetee
927,erp_ventes_2025.csv,CMD-104301,CODE CLIENT,cli-0063,casse_ou_espaces,corrigee
928,erp_ventes_2025.csv,CMD-103179,DATE COMMANDE,n/d,date_illisible,rejetee
929,erp_ventes_2025.csv,CMD-102383,CODE CLIENT,  CLI-0091,casse_ou_espaces,corrigee
