stock_id,date_id,entrepot_id,produit_id,quantite,cout_unitaire,valeur_stock,seuil_minimum,sous_seuil
5050,20241031,3,89,77,157.64,12138.28,5,0
5051,20250630,1,114,77,152.73,11760.21,12,0
5052,20250930,2,105,8,169.61,1356.88,11,1
5053,20250228,2,152,14,271.4,3799.6,9,0
5054,20250131,3,28,7,143.73,1006.11,6,0
5055,20241130,2,132,67,125.81,8429.27,13,0
5056,20240331,3,157,35,24.69,864.15,5,0
5057,20251031,2,153,46,116.0,5336.0,10,0
5058,20250731,3,136,16,112.45,1799.2,5,0
5059,20250430,1,60,92,246.98,22722.16,17,0
5060,20250831,3,117,5,100.34,501.7,4,0
5061,20250228,1,159,48,169.65,8143.2,20,0
5062,20250430,3,80,18,176.76,3181.68,5,0
5063,20241130,1,100,60,306.44,18386.4,11,0
5064,20251031,2,65,41,155.19,6362.79,12,0
5065,20251231,1,29,12,243.45,2921.4,10,0
5066,20240430,2,96,0,170.74,0.0,10,1
5067,20240930,2,164,18,98.38,1770.84,10,0
5068,20250430,2,66,11,203.44,2237.84,9,0
5069,20240930,1,174,31,165.53,5131.43,13,0
5070,20241231,3,48,20,32.82,656.4,7,0
5071,20240531,1,125,63,285.25,17970.75,12,0
5072,20250831,1,136,7,112.45,787.15,12,1
5073,20250131,1,27,0,254.96,0.0,14,1
5074,20241031,3,86,71,80.72,5731.12,5,0
5075,20250531,2,20,61,33.12,2020.32,15,0
5076,20240531,3,37,120,16.31,1957.2,9,0
5077,20250630,1,145,27,111.12,3000.24,16,0
5078,20241231,2,44,9,195.45,1759.05,16,1
5079,20250331,3,145,33,111.12,3666.96,7,0
5080,20240430,2,25,33,146.28,4827.24,9,0
5081,20240930,3,8,13,128.94,1676.22,4,0
5082,20250831,2,94,62,124.3,7706.6,11,0
5083,20250131,3,78,8,201.79,1614.32,4,0
5084,20240430,2,84,8,312.0,2496.0,12,1
5085,20250228,2,176,37,328.78,12164.86,16,0
5086,20251231,2,60,13,291.44,3788.72,16,1
5087,20240531,1,173,33,207.98,6863.34,16,0
5088,20250531,1,135,2,40.73,81.46,15,1
5089,20250630,2,158,18,184.61,3322.98,15,0
5090,20240331,3,126,21,130.29,2736.09,5,0
5091,20241031,2,169,18,276.47,4976.46,13,0
5092,20240229,1,159,34,166.16,5649.44,20,0
5093,20250430,2,124,49,153.77,7534.73,12,0
5094,20250630,3,97,16,253.06,4048.96,5,0
5095,20240430,1,83,11,157.14,1728.54,11,0
5096,20241231,2,69,17,198.5,3374.5,11,0
5097,20250331,1,145,5,111.12,555.6,16,1
5098,20250831,1,81,47,364.83,17147.01,13,0
5099,20250131,1,124,7,153.77,1076.39,12,1
5100,20240531,2,124,49,150.61,7379.89,12,0
5101,20250430,3,29,73,243.45,17771.85,4,0
5102,20240630,2,29,39,238.44,9299.16,10,0
5103,20240831,3,45,103,76.76,7906.28,6,0
5104,20250630,1,18,25,247.17,6179.25,6,0
5105,20241130,1,142,60,98.85,5931.0,11,0
5106,20250831,1,170,25,16.95,423.75,12,0
5107,20251130,2,152,43,271.4,11670.2,9,0
5108,20251130,3,109,11,310.2,3412.2,4,0
5109,20250331,3,112,9,67.02,603.18,5,0
5110,20240731,1,88,9,335.85,3022.65,9,0
5111,20240630,3,134,3,60.5,181.5,4,1
5112,20250630,3,156,15,164.64,2469.6,5,0
5113,20241130,1,14,5,26.62,133.1,15,1
5114,20240331,1,175,45,94.86,4268.7,17,0
5115,20250131,3,38,15,319.94,4799.1,9,0
5116,20250930,3,5,22,208.35,4583.7,5,0
5117,20250531,2,43,64,300.28,19217.92,14,0
5118,20251031,3,117,0,100.34,0.0,4,1
5119,20240331,1,8,3,128.94,386.82,10,1
5120,20250531,1,119,77,59.67,4594.59,11,0
5121,20250131,1,158,35,184.61,6461.35,16,0
5122,20240430,3,97,8,210.05,1680.4,5,0
5123,20240229,1,164,30,98.38,2951.4,11,0
5124,20250331,3,86,28,82.42,2307.76,5,0
5125,20250531,2,82,2,335.4,670.8,10,1
5126,20241130,1,174,22,165.53,3641.66,13,0
5127,20250930,1,114,15,152.73,2290.95,12,0
5128,20241031,1,60,15,241.9,3628.5,17,1
5129,20240630,1,48,96,32.82,3150.72,16,0
5130,20251031,1,159,51,169.65,8652.15,20,0
5131,20251130,2,105,9,169.61,1526.49,11,1
5132,20250831,3,48,109,33.51,3652.59,7,0
5133,20240731,3,145,18,108.83,1958.94,7,0
5134,20250331,1,38,105,319.94,33593.7,21,0
5135,20251031,1,131,60,37.08,2224.8,14,0
5136,20250731,1,177,23,215.66,4960.18,12,0
5137,20250430,2,74,20,110.54,2210.8,12,0
5138,20250831,3,63,128,247.24,31646.72,9,0
5139,20250131,1,177,26,215.66,5607.16,12,0
5140,20240131,2,83,0,157.14,0.0,10,1
5141,20241130,3,149,110,108.85,11973.5,7,0
5142,20250531,3,40,105,274.41,28813.05,7,0
5143,20251231,2,74,5,130.44,652.2,12,1
5144,20240229,3,82,20,278.39,5567.8,4,0
5145,20240131,2,139,21,198.93,4177.53,16,0
5146,20250930,3,75,97,71.97,6981.09,5,0
5147,20241231,3,89,0,157.64,0.0,5,1
5148,20240131,2,25,1,146.28,146.28,9,1
5149,20251031,2,10,7,88.91,622.37,11,1
5150,20240131,1,117,12,98.28,1179.36,10,0
5151,20251130,1,49,29,31.22,905.38,18,0
5152,20250930,2,21,11,242.82,2671.02,11,0
5153,20240430,1,148,15,296.06,4440.9,12,0
5154,20250831,1,30,18,119.13,2144.34,11,0
5155,20250331,3,104,13,76.7,997.1,5,0
5156,20240229,1,116,33,58.93,1944.69,16,0
5157,20251130,1,108,19,169.96,3229.24,14,0
5158,20240531,2,125,53,285.25,15118.25,11,0
5159,20240229,1,152,8,265.82,2126.56,10,1
5160,20240531,2,161,28,62.84,1759.52,13,0
5161,20240731,3,167,37,205.42,7600.54,5,0
5162,20250531,1,71,8,363.51,2908.08,16,1
5163,20241130,3,162,45,66.97,3013.65,6,0
5164,20251231,1,42,20,267.02,5340.4,23,1
5165,20250331,1,14,11,27.18,298.98,15,1
5166,20241031,1,151,55,90.35,4969.25,10,0
5167,20240630,1,149,10,108.85,1088.5,18,1
5168,20250131,1,118,13,343.17,4461.21,13,0
5169,20241231,2,134,45,60.5,2722.5,10,0
5170,20241231,1,7,13,55.96,727.48,10,0
5171,20250430,1,49,89,31.22,2778.58,18,0
5172,20250831,3,9,4,67.67,270.68,3,0
5173,20240831,3,60,131,241.9,31688.9,7,0
5174,20240430,1,126,59,130.29,7687.11,12,0
5175,20240531,2,46,74,308.91,22859.34,17,0
5176,20250531,3,92,31,168.72,5230.32,6,0
5177,20250228,1,156,0,164.64,0.0,12,1
5178,20240731,2,161,14,62.84,879.76,13,0
5179,20241031,1,7,12,55.96,671.52,10,0
5180,20250430,2,54,68,262.94,17879.92,16,0
5181,20250731,1,41,70,163.24,11426.8,16,0
5182,20240630,2,170,22,16.6,365.2,12,0
5183,20241031,2,97,42,210.05,8822.1,11,0
5184,20250430,1,148,9,302.28,2720.52,12,1
5185,20250630,1,132,5,128.45,642.25,14,1
5186,20250930,3,140,81,41.26,3342.06,5,0
5187,20240930,2,29,0,238.44,0.0,10,1
5188,20250331,1,139,18,203.11,3655.98,17,0
5189,20251231,2,105,2,169.61,339.22,11,1
5190,20240229,2,178,16,116.97,1871.52,16,0
5191,20241231,3,57,14,19.26,269.64,7,0
5192,20250331,2,160,21,41.56,872.76,14,0
5193,20250331,2,94,13,124.3,1615.9,11,0
5194,20240430,3,72,14,196.62,2752.68,5,0
5195,20240731,3,67,12,23.77,285.24,6,0
5196,20241231,1,12,14,68.19,954.66,11,0
5197,20250731,2,142,10,100.93,1009.3,10,0
5198,20240331,3,92,15,140.04,2100.6,6,0
5199,20241031,1,128,58,77.25,4480.5,10,0
5200,20250131,3,148,24,302.28,7254.72,5,0
5201,20251130,2,34,23,182.99,4208.77,12,0
5202,20251031,2,126,4,133.03,532.12,12,1
5203,20250331,2,73,10,260.35,2603.5,13,1
5204,20250331,1,48,91,33.51,3049.41,16,0
5205,20241031,3,67,107,23.77,2543.39,6,0
5206,20240430,3,52,110,179.27,19719.7,7,0
5207,20250228,2,84,14,318.55,4459.7,12,0
5208,20240430,3,108,83,166.46,13816.18,6,0
5209,20240831,2,165,17,105.7,1796.9,12,0
5210,20240331,1,83,11,157.14,1728.54,11,0
5211,20240131,1,7,14,55.96,783.44,10,0
5212,20240430,1,142,6,98.85,593.1,11,1
5213,20241231,1,67,16,23.77,380.32,14,0
5214,20250430,2,113,33,281.81,9299.73,9,0
5215,20240229,2,37,10,16.31,163.1,21,1
5216,20240630,2,138,2,86.38,172.76,13,1
5217,20251130,1,166,36,217.35,7824.6,13,0
5218,20241130,2,31,19,294.44,5594.36,13,0
5219,20251031,2,99,62,346.57,21487.34,11,0
5220,20240630,1,71,29,301.72,8749.88,16,0
5221,20250331,2,49,65,31.22,2029.3,17,0
5222,20240630,1,62,96,112.54,10803.84,17,0
5223,20240229,3,162,27,66.97,1808.19,6,0
5224,20250630,1,130,19,323.89,6153.91,14,0
5225,20240630,3,139,28,198.93,5570.04,7,0
5226,20240831,2,97,47,210.05,9872.35,11,0
5227,20250228,3,99,15,293.7,4405.5,5,0
5228,20250731,2,148,14,302.28,4231.92,11,0
5229,20240630,1,99,8,287.66,2301.28,12,1
5230,20240430,3,132,25,125.81,3145.25,6,0
5231,20250731,1,95,11,64.62,710.82,8,0
5232,20251130,2,165,17,107.92,1834.64,12,0
5233,20250331,3,61,126,76.81,9678.06,7,0
5234,20240331,2,39,102,119.66,12205.32,18,0
5235,20250930,2,153,49,116.0,5684.0,10,0
5236,20251130,2,173,23,212.35,4884.05,15,0
5237,20250831,3,45,99,78.37,7758.63,6,0
5238,20240430,1,152,10,265.82,2658.2,10,0
5239,20250228,2,51,19,79.76,1515.44,17,0
5240,20250630,1,119,61,59.67,3639.87,11,0
5241,20240229,1,122,24,208.3,4999.2,11,0
5242,20250630,2,24,40,189.35,7574.0,12,0
5243,20240131,1,53,13,176.84,2298.92,20,1
5244,20241130,1,31,10,294.44,2944.4,14,1
5245,20251231,2,4,0,158.83,0.0,10,1
5246,20251231,1,112,20,67.02,1340.4,13,0
5247,20240831,1,29,16,238.44,3815.04,10,0
5248,20250430,2,42,107,267.02,28571.14,22,0
5249,20241130,2,113,0,276.01,0.0,9,1
5250,20250630,1,116,81,60.17,4873.77,16,0
5251,20250930,2,97,51,253.06,12906.06,11,0
5252,20251130,1,153,67,116.0,7772.0,11,0
5253,20250731,1,47,86,71.53,6151.58,15,0
5254,20251031,3,67,68,28.64,1947.52,6,0
5255,20250630,2,53,113,180.55,20402.15,19,0
5256,20240331,3,48,91,32.82,2986.62,7,0
5257,20240930,1,180,23,93.34,2146.82,15,0
5258,20240229,3,47,10,70.06,700.6,6,0
5259,20240630,2,120,55,182.88,10058.4,11,0
5260,20250731,1,161,19,64.16,1219.04,14,0
5261,20240731,2,69,9,198.5,1786.5,11,1
5262,20241130,2,116,19,58.93,1119.67,16,0
5263,20241231,3,147,50,339.78,16989.0,4,0
5264,20250430,1,120,52,186.72,9709.44,12,0
5265,20241031,1,48,22,32.82,722.04,16,0
5266,20251130,2,154,61,329.92,20125.12,12,0
5267,20240630,1,147,11,339.78,3737.58,10,0
5268,20250228,1,166,23,217.35,4999.05,13,0
5269,20240331,3,45,129,76.76,9902.04,6,0
5270,20251031,2,43,25,300.28,7507.0,14,0
5271,20240531,1,26,49,241.74,11845.26,11,0
5272,20240630,3,120,69,182.88,12618.72,5,0
5273,20241031,3,150,92,339.92,31272.64,6,0
5274,20241130,2,118,12,336.11,4033.32,12,0
5275,20250831,2,116,8,60.17,481.36,16,1
5276,20240331,3,21,19,201.55,3829.45,5,0
5277,20240930,2,68,57,284.28,16203.96,12,0
5278,20241031,2,25,5,146.28,731.4,9,1
5279,20240831,1,131,4,36.32,145.28,14,1
5280,20240630,2,136,16,110.14,1762.24,12,0
5281,20251130,2,172,18,221.22,3981.96,12,0
5282,20240331,2,10,9,87.08,783.72,11,1
5283,20250131,2,6,2,182.47,364.94,10,1
5284,20240831,3,16,4,219.41,877.64,4,0
5285,20240930,1,86,59,80.72,4762.48,12,0
5286,20251231,3,33,16,113.22,1811.52,6,0
5287,20240229,1,140,3,40.41,121.23,12,1
5288,20251130,3,67,83,28.64,2377.12,6,0
5289,20251130,1,43,11,300.28,3303.08,15,1
5290,20251031,1,102,64,260.69,16684.16,10,0
5291,20241130,1,175,40,94.86,3794.4,17,0
5292,20250831,1,155,36,329.15,11849.4,17,0
5293,20240831,1,134,3,60.5,181.5,10,1
5294,20251031,2,128,47,78.87,3706.89,10,0
5295,20240831,3,157,11,24.69,271.59,5,0
5296,20250831,1,173,29,212.35,6158.15,16,0
5297,20241130,1,128,51,77.25,3939.75,10,0
5298,20240430,2,160,27,40.71,1099.17,14,0
5299,20240131,1,103,8,151.66,1213.28,13,1
5300,20241031,1,29,11,238.44,2622.84,10,0
5301,20250930,2,20,23,33.12,761.76,15,0
5302,20250531,2,54,82,262.94,21561.08,16,0
5303,20250228,3,167,31,209.73,6501.63,5,0
5304,20240930,1,28,16,140.77,2252.32,14,0
5305,20240331,2,83,6,157.14,942.84,10,1
5306,20250731,1,31,79,300.62,23748.98,14,0
5307,20240331,2,65,11,128.81,1416.91,12,1
5308,20241031,3,133,96,61.66,5919.36,7,0
5309,20240531,3,76,15,281.11,4216.65,5,0
5310,20240131,2,161,19,62.84,1193.96,13,0
5311,20251231,3,141,75,314.24,23568.0,4,0
5312,20251031,1,5,40,208.35,8334.0,13,0
5313,20240131,3,40,38,268.77,10213.26,7,0
5314,20240831,2,1,12,182.3,2187.6,8,0
5315,20240531,3,45,115,76.76,8827.4,6,0
5316,20241130,2,65,49,128.81,6311.69,12,0
5317,20240930,2,84,50,312.0,15600.0,12,0
5318,20250131,3,143,14,220.45,3086.3,5,0
5319,20250531,2,33,56,113.22,6340.32,13,0
5320,20250630,3,103,88,154.84,13625.92,5,0
5321,20241031,2,8,15,128.94,1934.1,9,0
5322,20250731,2,33,59,113.22,6679.98,13,0
5323,20241130,2,70,44,39.88,1754.72,10,0
5324,20250630,1,127,12,174.31,2091.72,15,1
5325,20241130,2,182,27,56.87,1535.49,13,0
5326,20250831,2,51,83,79.76,6620.08,17,0
5327,20241130,2,2,4,292.58,1170.32,7,1
5328,20250930,3,28,35,143.73,5030.55,6,0
5329,20250331,3,180,26,95.3,2477.8,6,0
5330,20250430,1,43,74,300.28,22220.72,15,0
5331,20250531,2,151,11,92.25,1014.75,10,0
5332,20240930,1,49,21,30.58,642.18,18,0
5333,20250731,1,66,0,240.06,0.0,10,1
5334,20240930,3,36,0,159.06,0.0,8,1
5335,20241231,2,34,9,151.89,1367.01,12,1
5336,20240731,2,14,59,26.62,1570.58,14,0
5337,20250831,1,17,20,313.71,6274.2,14,0
5338,20240331,1,114,5,149.59,747.95,12,1
5339,20240630,1,179,30,226.59,6797.7,12,0
5340,20250331,3,168,25,229.43,5735.75,5,0
5341,20240531,2,182,30,56.87,1706.1,13,0
5342,20250731,3,157,23,25.21,579.83,5,0
5343,20250531,2,170,22,16.95,372.9,12,0
5344,20250831,3,21,2,242.82,485.64,5,1
5345,20240229,3,131,10,36.32,363.2,6,0
5346,20250930,3,109,14,310.2,4342.8,4,0
5347,20240131,2,23,1,239.29,239.29,13,1
5348,20250630,2,110,39,182.67,7124.13,12,0
5349,20250731,1,72,3,236.88,710.64,13,1
5350,20250228,1,1,15,186.13,2791.95,9,0
5351,20250531,2,137,9,25.59,230.31,13,1
5352,20250930,1,177,24,215.66,5175.84,12,0
5353,20250228,3,136,35,112.45,3935.75,5,0
5354,20250430,2,132,15,128.45,1926.75,13,0
5355,20250630,2,42,96,267.02,25633.92,22,0
5356,20240831,2,108,7,166.46,1165.22,13,1
5357,20250430,1,4,58,158.83,9212.14,11,0
5358,20250331,2,158,37,184.61,6830.57,15,0
5359,20250131,1,162,39,68.38,2666.82,14,0
5360,20250131,2,133,13,62.95,818.35,15,1
5361,20240229,1,115,6,46.26,277.56,11,1
5362,20250331,3,46,111,315.4,35009.4,7,0
5363,20251031,3,28,20,143.73,2874.6,6,0
5364,20250531,1,139,7,203.11,1421.77,17,1
5365,20250228,1,61,34,76.81,2611.54,18,0
5366,20241130,1,98,74,257.11,19026.14,15,0
5367,20250531,1,27,75,254.96,19122.0,14,0
5368,20251031,1,84,65,375.89,24432.85,12,0
5369,20240131,2,149,17,108.85,1850.45,17,0
5370,20251231,3,38,29,319.94,9278.26,9,0
5371,20250930,1,113,9,281.81,2536.29,10,1
5372,20240229,2,132,9,125.81,1132.29,13,1
5373,20251031,2,20,11,33.12,364.32,15,1
5374,20240630,2,74,8,108.27,866.16,12,1
5375,20250228,2,164,9,100.45,904.05,10,1
5376,20240731,3,108,13,166.46,2163.98,6,0
5377,20250131,1,103,7,154.84,1083.88,13,1
5378,20240630,1,177,26,211.22,5491.72,12,0
5379,20250131,1,4,11,158.83,1747.13,11,0
5380,20250930,1,142,63,100.93,6358.59,11,0
5381,20250531,1,75,14,71.97,1007.58,13,0
5382,20241031,3,127,107,170.72,18267.04,6,0
5383,20250331,1,33,16,113.22,1811.52,14,0
5384,20240331,2,176,26,322.02,8372.52,16,0
5385,20240331,1,14,6,26.62,159.72,15,1
5386,20250331,2,70,13,40.72,529.36,10,0
5387,20240531,1,115,63,46.26,2914.38,11,0
5388,20250731,1,156,0,164.64,0.0,12,1
5389,20241130,1,144,82,96.31,7897.42,15,0
5390,20241031,1,77,89,167.57,14913.73,14,0
5391,20241130,1,165,29,105.7,3065.3,12,0
5392,20250731,1,80,6,208.57,1251.42,12,1
5393,20250430,3,65,16,131.52,2104.32,5,0
5394,20250630,2,131,1,37.08,37.08,13,1
5395,20250228,3,122,18,212.67,3828.06,4,0
5396,20251231,3,71,16,363.51,5816.16,7,0
5397,20240630,3,76,14,281.11,3935.54,5,0
5398,20240131,2,32,0,339.97,0.0,12,1
5399,20240331,1,100,20,306.44,6128.8,11,0
5400,20250831,1,7,11,57.14,628.54,10,0
5401,20250430,2,123,60,132.28,7936.8,13,0
5402,20240731,1,170,29,16.6,481.4,12,0
5403,20241130,1,54,40,257.53,10301.2,17,0
5404,20250930,3,86,80,97.25,7780.0,5,0
5405,20250331,3,27,23,254.96,5864.08,6,0
5406,20240731,1,120,9,182.88,1645.92,12,1
5407,20240630,1,32,64,339.97,21758.08,13,0
5408,20251231,2,44,16,199.55,3192.8,16,0
5409,20240131,3,41,35,159.88,5595.8,7,0
5410,20240229,1,117,8,98.28,786.24,10,1
5411,20250131,2,69,3,202.67,608.01,11,1
5412,20240430,2,24,53,185.46,9829.38,12,0
5413,20241130,3,16,23,219.41,5046.43,4,0
5414,20250228,3,140,19,41.26,783.94,5,0
5415,20251031,2,105,13,169.61,2204.93,11,0
5416,20250430,1,12,56,69.62,3898.72,11,0
5417,20240630,1,135,12,39.89,478.68,15,1
5418,20250131,1,68,0,290.25,0.0,13,1
5419,20240331,2,123,20,129.56,2591.2,13,0
5420,20250430,1,39,101,122.17,12339.17,19,0
5421,20250228,1,63,10,247.24,2472.4,21,1
5422,20240831,2,54,69,257.53,17769.57,16,0
5423,20240430,2,126,62,130.29,8077.98,12,0
5424,20240831,1,111,13,145.84,1895.92,12,0
5425,20240831,1,16,20,219.41,4388.2,9,0
5426,20250131,2,37,18,16.65,299.7,21,1
5427,20250831,2,39,84,122.17,10262.28,18,0
5428,20240930,2,94,57,121.74,6939.18,11,0
5429,20241031,1,146,69,220.88,15240.72,14,0
5430,20251130,3,89,68,189.92,12914.56,5,0
5431,20250131,2,47,15,71.53,1072.95,14,0
5432,20250430,1,42,157,267.02,41922.14,23,0
5433,20241231,1,104,10,75.12,751.2,11,1
5434,20250430,2,154,10,329.92,3299.2,12,1
5435,20250930,1,107,10,150.54,1505.4,14,1
5436,20251130,1,129,102,46.45,4737.9,20,0
5437,20250228,2,49,2,31.22,62.44,17,1
5438,20241130,2,170,25,16.6,415.0,12,0
5439,20240430,2,137,9,25.06,225.54,13,1
5440,20241130,3,116,21,58.93,1237.53,7,0
5441,20250430,1,96,12,174.33,2091.96,10,0
5442,20240831,3,88,63,335.85,21158.55,4,0
5443,20251031,1,4,9,158.83,1429.47,11,1
5444,20240331,1,128,9,77.25,695.25,10,1
5445,20250228,3,166,28,217.35,6085.8,5,0
5446,20250131,2,127,9,174.31,1568.79,14,1
5447,20250930,2,94,47,124.3,5842.1,11,0
5448,20250531,1,29,50,243.45,12172.5,10,0
5449,20250430,2,62,66,114.9,7583.4,16,0
5450,20250731,2,95,11,64.62,710.82,7,0
5451,20250630,1,20,90,33.12,2980.8,16,0
5452,20251130,2,27,16,254.96,4079.36,14,0
5453,20250630,2,168,19,229.43,4359.17,12,0
5454,20241031,3,51,28,78.12,2187.36,8,0
5455,20241031,2,182,35,56.87,1990.45,13,0
5456,20250131,1,13,16,315.34,5045.44,12,0
5457,20241231,2,2,6,292.58,1755.48,7,1
5458,20250831,3,57,115,23.2,2668.0,7,0
5459,20241031,1,117,5,98.28,491.4,10,1
5460,20250228,1,182,34,58.06,1974.04,14,0
5461,20240630,1,85,5,40.9,204.5,10,1
5462,20240131,1,127,5,170.72,853.6,15,1
5463,20251130,1,140,64,41.26,2640.64,12,0
5464,20250430,1,66,2,203.44,406.88,10,1
5465,20241130,1,91,69,279.07,19255.83,11,0
5466,20250131,1,121,23,44.65,1026.95,10,0
5467,20240430,2,36,89,159.06,14156.34,18,0
5468,20250630,2,17,61,313.71,19136.31,13,0
5469,20240430,3,109,63,303.82,19140.66,4,0
5470,20250531,1,142,7,100.93,706.51,11,1
5471,20241231,3,133,77,61.66,4747.82,7,0
5472,20241130,1,168,27,224.71,6067.17,13,0
5473,20251031,3,103,18,154.84,2787.12,5,0
5474,20250331,2,106,14,340.08,4761.12,13,0
5475,20240131,3,132,8,125.81,1006.48,6,0
5476,20250831,3,160,25,41.56,1039.0,6,0
5477,20241231,1,26,9,241.74,2175.66,11,1
5478,20251231,2,133,56,62.95,3525.2,15,0
5479,20240331,1,20,29,32.44,940.76,16,0
5480,20241031,2,38,10,313.36,3133.6,20,1
5481,20240731,2,106,13,333.09,4330.17,13,0
5482,20251231,3,156,94,164.64,15476.16,5,0
5483,20250331,1,180,18,95.3,1715.4,15,0
5484,20241231,3,2,11,292.58,3218.38,3,0
5485,20250630,3,116,101,60.17,6077.17,7,0
5486,20250430,3,154,12,329.92,3959.04,5,0
5487,20240331,1,142,20,98.85,1977.0,11,0
5488,20241231,2,37,9,16.31,146.79,21,1
5489,20250831,1,162,41,68.38,2803.58,14,0
5490,20250228,3,141,8,314.24,2513.92,4,0
5491,20250831,3,47,93,71.53,6652.29,6,0
5492,20251231,2,65,15,155.19,2327.85,12,0
5493,20240630,2,53,87,176.84,15385.08,19,0
5494,20251231,1,121,14,44.65,625.1,10,0
5495,20240531,1,64,74,69.43,5137.82,15,0
5496,20250131,2,154,9,329.92,2969.28,12,1
5497,20250630,1,38,100,319.94,31994.0,21,0
5498,20241031,1,17,22,307.26,6759.72,14,0
5499,20250630,2,163,16,300.77,4812.32,10,0
5500,20240731,1,151,13,90.35,1174.55,10,0
5501,20250831,3,27,21,254.96,5354.16,6,0
5502,20250831,2,104,9,76.7,690.3,11,1
5503,20241031,2,59,0,324.94,0.0,16,1
5504,20240831,2,60,90,241.9,21771.0,16,0
5505,20250930,1,88,50,404.63,20231.5,9,0
5506,20250228,2,96,7,174.33,1220.31,10,1
5507,20250131,1,179,26,231.35,6015.1,12,0
5508,20240131,1,115,9,46.26,416.34,11,1
5509,20240229,1,51,9,78.12,703.08,18,1
5510,20241231,2,104,2,75.12,150.24,11,1
5511,20250831,3,168,23,229.43,5276.89,5,0
5512,20240731,2,4,43,155.56,6689.08,10,0
5513,20240229,1,109,12,303.82,3645.84,11,0
5514,20251130,3,102,61,260.69,15902.09,4,0
5515,20241231,2,139,76,198.93,15118.68,16,0
5516,20250531,1,77,15,171.09,2566.35,14,0
5517,20250831,1,97,53,253.06,13412.18,12,0
5518,20241130,2,103,12,151.66,1819.92,12,0
5519,20250731,1,23,85,244.32,20767.2,14,0
5520,20241130,1,172,31,216.67,6716.77,13,0
5521,20240531,3,145,26,108.83,2829.58,7,0
5522,20240131,3,116,8,58.93,471.44,7,0
5523,20240831,1,148,5,296.06,1480.3,12,1
5524,20240131,3,74,21,108.27,2273.67,5,0
5525,20241130,2,144,55,96.31,5297.05,14,0
5526,20241231,1,10,13,87.08,1132.04,12,0
5527,20250131,1,77,14,171.09,2395.26,14,0
5528,20241231,1,16,0,219.41,0.0,9,1
5529,20240531,1,46,94,308.91,29037.54,17,0
5530,20250430,2,103,60,154.84,9290.4,12,0
5531,20250430,2,44,57,199.55,11374.35,16,0
5532,20241231,1,167,30,205.42,6162.6,13,0
5533,20241130,2,85,38,40.9,1554.2,9,0
5534,20250930,1,151,45,92.25,4151.25,10,0
5535,20241031,1,166,30,212.88,6386.4,13,0
5536,20250430,2,149,0,111.14,0.0,17,1
5537,20251231,1,16,10,224.02,2240.2,9,0
5538,20250630,1,82,9,335.4,3018.6,11,1
5539,20250831,2,69,54,239.15,12914.1,11,0
5540,20241231,1,80,21,173.12,3635.52,12,0
5541,20240831,1,136,14,110.14,1541.96,12,0
5542,20240430,3,165,23,105.7,2431.1,5,0
5543,20250831,1,107,18,150.54,2709.72,14,0
5544,20240331,2,174,28,165.53,4634.84,12,0
5545,20250430,2,142,0,100.93,0.0,10,1
5546,20240229,3,120,21,182.88,3840.48,5,0
5547,20250731,1,52,99,183.03,18119.97,17,0
5548,20241031,3,54,14,257.53,3605.42,7,0
5549,20240831,3,100,76,306.44,23289.44,4,0
5550,20240630,1,38,119,313.36,37289.84,21,0
5551,20240430,2,43,64,294.1,18822.4,14,0
5552,20250331,1,121,14,44.65,625.1,10,0
5553,20251031,1,154,59,329.92,19465.28,13,0
5554,20251130,3,92,107,168.72,18053.04,6,0
5555,20240531,3,54,115,257.53,29615.95,7,0
5556,20250731,1,65,10,155.19,1551.9,12,1
5557,20250331,1,54,76,262.94,19983.44,17,0
5558,20240831,2,91,38,279.07,10604.66,11,0
5559,20250731,2,157,26,25.21,655.46,12,0
5560,20240531,1,54,83,257.53,21374.99,17,0
5561,20250731,3,93,15,159.25,2388.75,4,0
5562,20250531,1,81,29,364.83,10580.07,13,0
5563,20241130,3,154,95,323.13,30697.35,5,0
5564,20240331,3,90,23,57.58,1324.34,5,0
5565,20251031,3,83,65,189.32,12305.8,4,0
5566,20251130,1,154,71,329.92,23424.32,13,0
5567,20240930,2,153,33,113.61,3749.13,10,0
5568,20251130,3,21,14,242.82,3399.48,5,0
5569,20250831,3,178,23,119.43,2746.89,7,0
5570,20240731,2,139,14,198.93,2785.02,16,1
5571,20251231,1,40,17,274.41,4664.97,18,1
5572,20250228,1,10,4,88.91,355.64,12,1
5573,20240930,1,34,17,151.89,2582.13,13,0
5574,20250331,2,146,4,225.52,902.08,14,1
5575,20251031,3,27,27,254.96,6883.92,6,0
5576,20240630,1,151,5,90.35,451.75,10,1
5577,20241231,1,91,7,279.07,1953.49,11,1
5578,20250131,1,76,17,287.01,4879.17,12,0
5579,20240229,2,174,26,165.53,4303.78,12,0
5580,20241231,3,102,13,255.33,3319.29,4,0
5581,20240531,3,78,23,197.64,4545.72,4,0
5582,20250131,2,86,12,82.42,989.04,11,0
5583,20241130,3,147,79,339.78,26842.62,4,0
5584,20241231,3,149,124,108.85,13497.4,7,0
5585,20240229,2,6,15,178.72,2680.8,10,0
5586,20241231,1,164,14,98.38,1377.32,11,0
5587,20250228,1,17,19,313.71,5960.49,14,0
5588,20241231,2,182,19,56.87,1080.53,13,0
5589,20251031,1,86,81,97.25,7877.25,12,0
