date_photo,code_entrepot,code_article,quantite_en_stock,cout_unitaire,seuil_minimum
2025-02-28,ENT-QC,BD-1059,20,331.76,16
2024-04-30,ENT-SAG,BD-1149,32,108.85,7
2025-01-31,ENT-MTL,BD-1039,14,122.17,18
2024-12-31,ENT-QC,BD-1162,44,66.97,14
2024-05-31,ENT-SAG,BD-1137,16,25.06,5
2024-10-31,ENT-QC,BD-1129,140,45.49,20
2024-12-31,ENT-MTL,BD-1041,2,159.88,15
2024-06-30,ENT-MTL,BD-1068,5,284.28,12
2024-09-30,ENT-QC,BD-1076,74,281.11,12
2025-07-31,ENT-QC,BD-1140,12,41.26,12
2024-03-31,ENT-MTL,BD-1097,18,210.05,11
2025-03-31,ENT-MTL,BD-1084,12,318.55,12
2025-08-31,ENT-QC,BD-1032,16,409.59,13
2025-04-30,ENT-SAG,BD-1122,70,212.67,4
2025-06-30,ENT-MTL,BD-1044,70,199.55,16
2024-06-30,ENT-QC,BD-1158,26,180.81,16
2025-05-31,ENT-QC,BD-1157,43,25.21,13
2024-12-31,ENT-SAG,BD-1130,88,317.23,6
2025-07-31,ENT-QC,BD-1132,5,128.45,14
2024-08-31,ENT-SAG,BD-1063,140,242.15,9
2025-03-31,ENT-MTL,BD-1054,70,262.94,16
2024-08-31,ENT-SAG,BD-1066,68,199.26,4
2024-05-31,ENT-MTL,BD-1034,66,151.89,12
2025-07-31,ENT-SAG,BD-1167,41,209.73,5
2024-01-31,ENT-SAG,BD-1145,18,108.83,7
2025-08-31,ENT-SAG,BD-1145,9,111.12,7
2025-03-31,ENT-SAG,BD-1176,29,328.78,7
2025-11-30,ENT-MTL,BD-1134,42,61.77,10
2024-05-31,ENT-QC,BD-1082,27,278.39,11
2025-10-31,ENT-QC,BD-1144,70,98.33,15
2024-08-31,ENT-QC,BD-1162,40,66.97,14
2024-02-29,ENT-SAG,BD-1008,8,128.94,4
2025-09-30,ENT-MTL,BD-1056,23,293.14,18
2024-04-30,ENT-QC,BD-1181,45,305.97,18
2025-07-31,ENT-QC,BD-1141,0,314.24,10
2025-01-31,ENT-SAG,BD-1046,55,315.40,7
2025-04-30,ENT-QC,BD-1152,15,271.40,10
2025-07-31,ENT-QC,BD-1087,0,215.66,15
2025-09-30,ENT-QC,BD-1141,65,314.24,10
2025-11-30,ENT-SAG,BD-1038,20,319.94,9
2024-02-29,ENT-MTL,BD-1153,7,113.61,10
2024-10-31,ENT-SAG,BD-1088,47,335.85,4
2024-11-30,ENT-QC,BD-1061,34,75.23,18
2025-02-28,ENT-QC,BD-1021,16,205.78,12
2024-08-31,ENT-MTL,BD-1027,10,249.72,14
2025-05-31,ENT-QC,BD-1116,85,60.17,16
2025-05-31,ENT-MTL,BD-1136,24,112.45,12
2024-12-31,ENT-SAG,BD-1103,26,151.66,5
2025-11-30,ENT-MTL,BD-1065,60,155.19,12
2025-10-31,ENT-SAG,BD-1134,81,61.77,4
2024-01-31,ENT-SAG,BD-1043,4,294.10,6
2025-02-28,ENT-SAG,BD-1117,9,100.34,4
2025-02-28,ENT-SAG,BD-1104,14,76.70,5
2024-03-31,ENT-MTL,BD-1072,8,196.62,12
2024-03-31,ENT-MTL,BD-9018,18,105.70,12
2025-02-28,ENT-MTL,BD-1042,18,267.02,22
2025-02-28,ENT-MTL,BD-1179,18,231.35,12
2024-12-31,ENT-MTL,BD-1053,7,176.84,19
2025-10-31,ENT-SAG,BD-1094,76,124.30,5
2025-05-31,ENT-MTL,BD-1057,65,23.20,16
2025-11-30,ENT-MTL,BD-1014,18,27.18,14
2024-05-31,ENT-QC,BD-1145,7,108.83,16
2025-08-31,ENT-QC,BD-1025,18,149.35,9
2025-06-30,ENT-QC,BD-1102,20,260.69,10
2024-03-31,ENT-SAG,BD-1167,41,205.42,5
2025-03-31,ENT-QC,BD-1094,15,124.30,12
2024-01-31,ENT-MTL,BD-1090,5,57.58,11
2025-01-31,ENT-SAG,BD-1048,31,33.51,7
2025-10-31,ENT-QC,BD-1170,15,16.95,12
2025-07-31,ENT-QC,BD-1106,4,340.08,14
2024-03-31,ENT-MTL,BD-1137,1,25.06,13
2025-06-30,ENT-SAG,BD-1088,12,404.63,4
2025-03-31,ENT-QC,BD-1046,84,315.40,17
2025-07-31,ENT-SAG,BD-1033,90,113.22,6
2024-12-31,ENT-QC,BD-1003,0,188.61,11
2024-06-30,ENT-MTL,BD-1097,8,210.05,11
2024-11-30,ENT-MTL,BD-1111,17,145.84,11
2025-09-30,ENT-SAG,BD-1107,0,150.54,6
2024-10-31,ENT-QC,BD-1113,7,276.01,10
2024-10-31,ENT-SAG,BD-1083,73,157.14,4
2025-07-31,ENT-MTL,BD-1076,15,338.68,11
2025-04-30,ENT-SAG,BD-1083,2,160.44,4
2025-10-31,ENT-SAG,BD-1029,5,243.45,4
2025-04-30,ENT-QC,BD-1055,91,213.75,16
2024-03-31,ENT-SAG,BD-1060,133,241.90,7
2025-06-30,ENT-SAG,BD-1067,29,28.64,6
2025-06-30,ENT-QC,BD-1146,28,225.52,14
2024-09-30,ENT-SAG,BD-1168,36,224.71,5
2025-03-31,ENT-MTL,BD-1065,20,131.52,12
2024-07-31,ENT-MTL,BD-9011,5,220.88,14
2024-06-30,ENT-MTL,BD-1160,12,40.71,14
2025-08-31,ENT-MTL,BD-1153,0,116.00,10
2024-11-30,ENT-MTL,BD-1051,10,78.12,17
2025-04-30,ENT-SAG,BD-1161,33,64.16,6
2025-09-30,ENT-MTL,BD-1053,7,180.55,19
2025-03-31,ENT-QC,BD-1100,10,312.88,11
2024-06-30,ENT-MTL,BD-1084,0,312.00,12
2024-07-31,ENT-MTL,BD-1056,84,287.11,18
2024-08-31,ENT-MTL,BD-1057,81,19.26,16
2024-02-29,ENT-MTL,BD-1029,11,238.44,10
2025-09-30,ENT-QC,BD-1175,23,96.85,17
2024-11-30,ENT-MTL,BD-1006,17,178.72,10
2024-06-30,ENT-MTL,BD-1021,56,201.55,11
2024-06-30,ENT-SAG,BD-1132,16,125.81,6
2025-10-31,ENT-QC,BD-1021,6,242.82,12
2024-06-30,ENT-QC,BD-1065,15,128.81,12
2025-09-30,ENT-QC,BD-1037,0,16.65,22
2025-05-31,ENT-QC,BD-1003,49,227.23,11
2025-01-31,ENT-MTL,BD-1153,15,116.00,10
2024-02-29,ENT-MTL,BD-1020,14,32.44,15
2025-04-30,ENT-MTL,BD-1164,16,100.45,10
2024-05-31,ENT-QC,BD-1151,0,90.35,10
2024-04-30,ENT-QC,BD-1154,0,323.13,13
2025-11-30,ENT-QC,BD-1081,55,364.83,13
2025-09-30,ENT-SAG,BD-1163,20,300.77,4
2025-02-28,ENT-QC,BD-1170,27,16.95,12
2024-01-31,ENT-QC,BD-1165,6,105.70,12
2024-10-31,ENT-MTL,BD-1092,72,140.04,14
2025-10-31,ENT-MTL,BD-1055,10,213.75,15
2025-06-30,ENT-MTL,BD-1008,42,155.34,9
2025-05-31,ENT-QC,BD-1028,64,143.73,14
2025-11-30,ENT-SAG,BD-1028,12,143.73,6
2024-01-31,ENT-QC,BD-1073,15,255.00,14
2025-03-31,ENT-QC,BD-1005,10,208.35,13
2025-10-31,ENT-MTL,BD-1113,19,281.81,9
2024-04-30,ENT-QC,BD-1052,87,179.27,17
2025-01-31,ENT-MTL,BD-1118,8,343.17,12
2024-08-31,ENT-SAG,BD-1057,99,19.26,7
2024-07-31,ENT-MTL,BD-1115,1,46.26,11
2024-09-30,ENT-SAG,BD-1080,80,173.12,5
2024-07-31,ENT-QC,BD-1117,10,98.28,10
2024-03-31,ENT-MTL,BD-1146,15,220.88,14
2025-03-31,ENT-MTL,BD-1173,17,212.35,15
2024-11-30,ENT-QC,BD-1163,23,294.58,11
2024-05-31,ENT-QC,BD-1071,28,301.72,16
2024-08-31,ENT-MTL,BD-1047,75,70.06,14
2025-05-31,ENT-MTL,BD-1006,50,182.47,10
2024-08-31,ENT-SAG,BD-1126,22,130.29,5
2025-06-30,ENT-MTL,BD-1084,17,375.89,12
2024-03-31,ENT-QC,BD-1158,33,180.81,16
2024-03-31,ENT-QC,BD-1178,29,116.97,17
2025-06-30,ENT-QC,BD-1156,2,164.64,12
2024-02-29,ENT-QC,BD-1119,6,58.44,11
2024-01-31,ENT-QC,BD-1147,13,339.78,10
2024-01-31,ENT-QC,BD-1021,16,201.55,12
2025-03-31,ENT-MTL,BD-1038,96,319.94,20
2025-04-30,ENT-QC,BD-1172,17,221.22,13
2025-05-31,ENT-QC,BD-1006,50,182.47,11
2025-01-31,ENT-SAG,BD-1133,16,62.95,7
2024-03-31,ENT-MTL,BD-1089,8,157.64,11
2024-04-30,ENT-QC,BD-1160,37,40.71,15
2025-07-31,ENT-QC,BD-1015,84,325.38,14
2024-10-31,ENT-MTL,BD-1137,69,25.06,13
2025-08-31,ENT-SAG,BD-1041,94,163.24,7
2025-05-31,ENT-SAG,BD-1145,34,111.12,7
2025-08-31,ENT-QC,BD-1046,112,372.17,17
2024-08-31,ENT-SAG,BD-1078,62,197.64,4
2025-12-31,ENT-MTL,BD-1108,7,169.96,13
2024-05-31,ENT-MTL,BD-1103,65,151.66,12
2025-03-31,ENT-SAG,BD-1134,1,61.77,4
2025-09-30,ENT-SAG,BD-1066,50,240.06,4
2025-04-30,ENT-QC,BD-1089,9,160.95,12
2025-06-30,ENT-MTL,BD-1126,49,133.03,12
2024-06-30,ENT-SAG,BD-1150,21,339.92,6
2025-12-31,ENT-QC,BD-1055,16,213.75,16
2025-05-31,ENT-MTL,BD-1167,26,209.73,12
2024-01-31,ENT-QC,BD-1054,17,257.53,17
2025-10-31,ENT-QC,BD-1115,11,47.23,11
2025-01-31,ENT-QC,BD-1037,18,16.65,22
2025-06-30,ENT-QC,BD-1143,5,220.45,13
2024-10-31,ENT-SAG,BD-1071,108,301.72,7
2025-07-31,ENT-QC,BD-1001,53,219.63,9
2024-04-30,ENT-QC,BD-1127,17,170.72,15
2024-06-30,ENT-QC,BD-1091,0,279.07,11
2024-10-31,ENT-QC,BD-1102,58,255.33,10
2025-05-31,ENT-QC,BD-1088,23,404.63,9
2025-05-31,ENT-QC,BD-1172,40,221.22,13
2024-05-31,ENT-SAG,BD-1176,44,322.02,7
2024-01-31,ENT-SAG,BD-1143,17,215.92,5
2025-03-31,ENT-SAG,BD-1121,16,44.65,4
2025-02-28,ENT-MTL,BD-1165,20,107.92,12
2025-07-31,ENT-QC,BD-1110,3,182.67,12
2024-09-30,ENT-QC,BD-1118,5,336.11,13
2024-12-31,ENT-QC,BD-1174,32,165.53,13
2024-07-31,ENT-MTL,BD-1003,42,188.61,10
2025-02-28,ENT-MTL,BD-1095,8,54.77,7
2025-02-28,ENT-MTL,BD-1137,12,25.59,13
2024-03-31,ENT-QC,BD-1108,11,166.46,14
2024-08-31,ENT-QC,BD-1073,67,255.00,14
2024-11-30,ENT-QC,BD-1020,8,32.44,16
2024-03-31,ENT-SAG,BD-1172,30,216.67,5
2024-07-31,ENT-SAG,BD-1097,12,210.05,5
2025-07-31,ENT-MTL,BD-1136,12,112.45,12
2024-01-31,ENT-MTL,BD-1047,15,70.06,14
2024-07-31,ENT-QC,BD-1063,-8,242.15,21
2025-10-31,ENT-QC,BD-1178,31,119.43,17
2025-04-30,ENT-QC,BD-1114,64,152.73,12
2024-09-30,ENT-SAG,BD-1156,82,161.25,5
2024-09-30,ENT-QC,BD-1179,27,226.59,12
2025-03-31,ENT-QC,BD-1067,21,24.27,14
2025-02-28,ENT-QC,BD-1070,15,40.72,10
2024-07-31,ENT-MTL,BD-1153,13,113.61,10
2025-02-28,ENT-QC,BD-1075,0,60.99,13
2025-09-30,ENT-MTL,BD-1175,25,96.85,16
2025-08-31,ENT-SAG,BD-1181,43,312.40,8
2025-03-31,ENT-QC,BD-1060,85,246.98,17
2025-07-31,ENT-MTL,BD-1123,7,132.28,13
2024-02-29,ENT-SAG,BD-1033,19,110.89,6
2025-12-31,ENT-MTL,BD-1073,9,307.22,13
2024-01-31,ENT-QC,BD-1029,0,238.44,10
2025-03-31,ENT-QC,BD-1002,1,298.72,7
2025-04-30,ENT-QC,BD-1090,3,58.79,12
2025-05-31,ENT-QC,BD-1136,9,112.45,12
2024-09-30,ENT-QC,BD-1015,12,318.69,14
2025-05-31,ENT-SAG,BD-1078,13,238.11,4
2024-07-31,ENT-MTL,BD-1021,48,201.55,11
2024-01-31,ENT-QC,BD-1041,9,159.88,16
2024-12-31,ENT-MTL,BD-1154,57,323.13,12
2025-01-31,ENT-SAG,BD-1067,26,24.27,6
2024-02-29,ENT-SAG,BD-1040,24,268.77,7
2025-06-30,ENT-QC,BD-1056,83,293.14,19
2024-07-31,ENT-MTL,BD-1116,9,58.93,16
2025-04-30,ENT-QC,BD-1122,55,212.67,11
2025-12-31,ENT-MTL,BD-1165,30,107.92,12
2024-05-31,ENT-MTL,BD-1144,17,96.31,14
2024-10-31,ENT-SAG,BD-1072,79,196.62,5
2025-02-28,ENT-QC,BD-1103,13,154.84,13
2025-06-30,ENT-QC,BD-1172,20,221.22,13
2025-04-30,ENT-QC,BD-1121,59,44.65,10
2025-07-31,ENT-SAG,BD-1126,21,133.03,5
2025-09-30,ENT-MTL,BD-1084,56,375.89,12
2025-07-31,ENT-QC,BD-1098,24,309.76,15
2024-05-31,ENT-QC,BD-1177,26,211.22,12
2025-09-30,ENT-QC,BD-1154,74,329.92,13
2025-06-30,ENT-MTL,BD-1070,6,48.05,10
2024-08-31,ENT-SAG,BD-1102,69,255.33,4
2024-04-30,ENT-QC,BD-1158,23,180.81,16
2024-03-31,ENT-QC,BD-1099,3,287.66,12
2025-04-30,ENT-MTL,BD-1129,1,46.45,19
2024-08-31,ENT-QC,BD-1033,0,110.89,14
2024-05-31,ENT-MTL,BD-1021,55,201.55,11
2024-02-29,ENT-QC,BD-1181,42,305.97,18
2024-07-31,ENT-QC,BD-1065,9,128.81,12
2024-09-30,ENT-QC,BD-1159,38,166.16,20
2025-04-30,ENT-MTL,BD-1146,15,225.52,14
2024-09-30,ENT-SAG,BD-1048,22,32.82,7
2024-10-31,ENT-MTL,BD-1043,3,294.10,14
2025-10-31,ENT-QC,BD-1149,99,111.14,18
2024-12-31,ENT-QC,BD-1111,8,145.84,12
2024-04-30,ENT-SAG,BD-1124,72,150.61,5
2025-10-31,ENT-QC,BD-1133,70,62.95,16
2025-01-31,ENT-QC,BD-1099,11,293.70,12
2025-05-31,ENT-MTL,BD-1010,53,88.91,11
2025-09-30,ENT-QC,BD-1005,17,208.35,13
2025-01-31,ENT-MTL,BD-1123,7,132.28,13
2025-04-30,ENT-QC,BD-1059,93,331.76,16
2025-12-31,ENT-MTL,BD-1162,25,68.38,14
2025-11-30,ENT-QC,BD-1040,6,274.41,18
2025-10-31,ENT-MTL,BD-1080,50,208.57,11
2024-05-31,ENT-QC,BD-1012,62,68.19,11
2024-02-29,ENT-QC,BD-1007,15,55.96,10
2025-01-31,ENT-QC,BD-1113,6,281.81,10
2025-03-31,ENT-QC,BD-1059,81,331.76,16
2025-09-30,ENT-MTL,BD-1176,22,328.78,16
2025-06-30,ENT-QC,BD-1160,26,41.56,15
2024-06-30,ENT-QC,BD-1166,38,212.88,13
2024-02-29,ENT-SAG,BD-1166,27,212.88,5
2024-11-30,ENT-MTL,BD-1017,2,307.26,13
2025-04-30,ENT-SAG,BD-1066,2,203.44,4
2025-12-31,ENT-MTL,BD-1103,15,154.84,12
2024-04-30,ENT-MTL,BD-1082,13,278.39,10
2025-12-31,ENT-MTL,BD-1038,20,319.94,20
2024-04-30,ENT-MTL,BD-1071,26,301.72,15
2025-06-30,ENT-QC,BD-1004,61,158.83,11
2025-05-31,ENT-QC,BD-1160,35,41.56,15
2025-09-30,ENT-MTL,BD-1162,17,68.38,14
2024-11-30,ENT-QC,BD-1109,14,303.82,11
2025-11-30,ENT-SAG,BD-1165,25,107.92,5
2025-09-30,ENT-QC,BD-1041,4,163.24,16
2024-01-31,ENT-QC,BD-1069,13,198.50,12
2025-11-30,ENT-QC,BD-1131,74,37.08,14
2025-04-30,ENT-QC,BD-1123,75,132.28,13
2025-08-31,ENT-MTL,BD-1040,79,274.41,17
2024-04-30,ENT-SAG,BD-9278,17,157.64,5
2024-10-31,ENT-QC,BD-1169,27,276.47,14
2024-09-30,ENT-SAG,BD-1047,5,70.06,6
2025-01-31,ENT-QC,BD-1148,1,302.28,12
2025-04-30,ENT-QC,BD-1137,14,25.59,13
2025-06-30,ENT-SAG,BD-1172,29,221.22,5
2025-10-31,ENT-QC,BD-1143,89,220.45,13
2025-01-31,ENT-QC,BD-1015,11,325.38,14
2024-06-30,ENT-QC,BD-1036,111,159.06,19
2024-04-30,ENT-QC,BD-1019,72,170.21,12
2024-09-30,ENT-MTL,BD-1076,49,281.11,11
2024-02-29,ENT-SAG,BD-1075,18,59.74,5
2025-05-31,ENT-QC,BD-1040,78,274.41,18
2024-01-31,ENT-MTL,BD-1049,8,30.58,17
2024-06-30,ENT-SAG,BD-1116,100,58.93,7
2025-04-30,ENT-QC,BD-1180,31,95.30,15
2025-02-28,ENT-SAG,BD-1157,31,25.21,5
2025-02-28,ENT-QC,BD-1128,13,78.87,10
2025-04-30,ENT-MTL,BD-1110,58,182.67,12
2024-02-29,ENT-MTL,BD-1179,17,226.59,12
2025-07-31,ENT-SAG,BD-1121,10,44.65,4
2025-03-31,ENT-SAG,BD-1078,5,201.79,4
2025-04-30,ENT-QC,BD-1029,52,243.45,10
2024-01-31,ENT-QC,BD-1030,0,98.88,11
2025-02-28,ENT-QC,BD-1045,13,78.37,16
2024-11-30,ENT-MTL,BD-1019,2,170.21,11
2025-03-31,ENT-MTL,BD-1031,10,300.62,13
2024-08-31,ENT-QC,BD-1133,12,61.66,16
2025-11-30,ENT-MTL,BD-1028,14,143.73,13
2025-03-31,ENT-MTL,BD-1108,9,169.96,13
2024-11-30,ENT-QC,BD-1167,27,205.42,13
2025-03-31,ENT-QC,BD-1023,14,244.32,14
2024-04-30,ENT-QC,BD-1114,57,149.59,12
2024-08-31,ENT-QC,BD-1103,7,151.66,13
2024-11-30,ENT-MTL,BD-1161,38,62.84,13
2025-04-30,ENT-QC,BD-1008,44,131.65,10
2024-12-31,ENT-MTL,BD-1039,19,119.66,18
2025-11-30,ENT-SAG,BD-1009,20,67.67,3
2024-09-30,ENT-MTL,BD-1158,30,180.81,15
2024-02-29,ENT-QC,BD-1133,10,61.66,16
2025-12-31,ENT-MTL,BD-1157,22,25.21,12
2025-01-31,ENT-SAG,BD-1153,21,116.00,4
2025-10-31,ENT-SAG,BD-1066,61,240.06,4
2025-06-30,ENT-QC,BD-1115,62,47.23,11
2025-08-31,ENT-SAG,BD-1103,0,154.84,5
2025-05-31,ENT-QC,BD-1144,1,98.33,15
2025-03-31,ENT-QC,BD-1053,128,180.55,20
2025-10-31,ENT-SAG,BD-1005,9,208.35,5
2024-07-31,ENT-QC,BD-1164,22,98.38,11
2025-11-30,ENT-SAG,BD-1117,8,100.34,4
2025-06-30,ENT-SAG,BD-1149,0,111.14,7
2024-01-31,ENT-SAG,BD-1117,16,98.28,4
2024-08-31,ENT-QC,BD-1087,90,211.22,15
2024-12-31,ENT-QC,BD-1076,11,281.11,12
2025-10-31,ENT-QC,BD-1076,61,338.68,12
2025-05-31,ENT-SAG,BD-1065,12,155.19,5
2025-09-30,ENT-QC,BD-1054,26,262.94,17
2024-02-29,ENT-QC,BD-1158,11,180.81,16
2024-12-31,ENT-QC,BD-1180,40,93.34,15
2024-10-31,ENT-MTL,BD-1069,59,198.50,11
2024-01-31,ENT-SAG,BD-1108,5,166.46,6
2025-05-31,ENT-QC,BD-1004,52,158.83,11
2024-06-30,ENT-MTL,BD-1019,44,170.21,11
2024-09-30,ENT-QC,BD-1143,76,215.92,13
2024-08-31,ENT-MTL,BD-1106,11,333.09,13
2025-11-30,ENT-QC,BD-1093,58,159.25,10
2025-08-31,ENT-MTL,BD-1165,21,107.92,12
2024-03-31,ENT-QC,BD-1015,19,318.69,14
2025-09-30,ENT-MTL,BD-1117,8,100.34,10
2025-11-30,ENT-QC,BD-1006,10,182.47,11
2024-11-30,ENT-MTL,BD-1038,13,313.36,20
2025-02-28,ENT-QC,BD-1111,15,148.90,12
2025-04-30,ENT-QC,BD-1103,60,154.84,13
2024-12-31,ENT-SAG,BD-1083,1,157.14,4
2024-09-30,ENT-QC,BD-1105,17,166.12,12
2025-01-31,ENT-QC,BD-1018,2,247.17,6
2024-07-31,ENT-MTL,BD-1154,20,323.13,12
2024-09-30,ENT-SAG,BD-1041,15,159.88,7
2024-02-29,ENT-QC,BD-1175,18,94.86,17
2025-05-31,ENT-QC,BD-1169,26,282.28,14
2025-01-31,ENT-MTL,BD-1101,6,64.26,12
2025-04-30,ENT-QC,BD-1155,19,329.15,17
2025-09-30,ENT-SAG,BD-1029,1,243.45,4
2025-10-31,ENT-MTL,BD-1019,19,205.07,11
2024-10-31,ENT-MTL,BD-1048,11,32.82,15
2025-08-31,ENT-MTL,BD-1092,74,168.72,14
2024-08-31,ENT-QC,BD-1105,27,166.12,12
2025-02-28,ENT-QC,BD-1104,10,76.70,11
2024-11-30,ENT-QC,BD-1007,0,55.96,10
2025-05-31,ENT-MTL,BD-1149,5,111.14,17
2025-06-30,ENT-MTL,BD-1046,61,372.17,17
2025-09-30,ENT-SAG,BD-1008,18,155.34,4
2024-02-29,ENT-QC,BD-1008,0,128.94,10
2024-10-31,ENT-MTL,BD-1070,42,39.88,10
2025-08-31,ENT-QC,BD-1120,16,186.72,12
2025-11-30,ENT-SAG,BD-1055,1,213.75,7
2025-01-31,ENT-QC,BD-1107,0,150.54,14
2024-08-31,ENT-QC,BD-1076,63,281.11,12
2025-03-31,ENT-QC,BD-1062,82,114.90,17
2025-09-30,ENT-SAG,BD-1019,13,205.07,5
2024-06-30,ENT-MTL,BD-1180,31,93.34,14
2025-01-31,ENT-QC,BD-1082,23,284.24,11
2025-05-31,ENT-SAG,BD-1161,42,64.16,6
2025-09-30,ENT-MTL,BD-1092,65,168.72,14
2025-05-31,ENT-SAG,BD-1057,117,23.20,7
2025-09-30,ENT-SAG,BD-1078,65,238.11,4
2024-06-30,ENT-SAG,BD-1072,14,196.62,5
2024-09-30,ENT-MTL,BD-1028,0,140.77,13
2024-04-30,ENT-MTL,BD-1002,33,292.58,7
2025-04-30,ENT-QC,BD-1112,66,67.02,13
2025-06-30,ENT-QC,BD-1117,50,100.34,10
2025-11-30,ENT-QC,BD-1091,59,336.22,11
2025-10-31,ENT-QC,BD-1040,19,274.41,18
2024-06-30,ENT-QC,BD-1112,60,65.64,13
2024-05-31,ENT-QC,BD-1067,4,23.77,14
2025-04-30,ENT-SAG,BD-1071,5,308.06,7
2024-06-30,ENT-SAG,BD-1052,97,179.27,7
2025-12-31,ENT-SAG,BD-1086,3,97.25,5
2025-07-31,ENT-QC,BD-1083,6,189.32,11
2024-03-31,ENT-SAG,BD-1074,24,108.27,5
2025-02-28,ENT-QC,BD-1160,27,41.56,15
2025-05-31,ENT-QC,BD-1124,78,153.77,12
2024-01-31,ENT-MTL,BD-1109,12,303.82,10
2024-11-30,ENT-MTL,BD-1153,59,113.61,10
2025-05-31,ENT-QC,BD-1090,0,69.37,12
2025-06-30,ENT-QC,BD-1033,82,113.22,14
2024-08-31,ENT-QC,BD-1078,60,197.64,9
2024-09-30,ENT-QC,BD-1022,3,247.74,8
2025-06-30,ENT-MTL,BD-1139,33,203.11,16
2025-12-31,ENT-SAG,BD-1176,55,328.78,7
2025-09-30,ENT-SAG,BD-1054,16,262.94,7
2025-06-30,ENT-SAG,BD-1122,73,212.67,4
2025-12-31,ENT-MTL,BD-1085,10,49.28,9
2025-10-31,ENT-MTL,BD-1160,27,41.56,14
2025-07-31,ENT-MTL,BD-1135,0,40.73,14
2025-11-30,ENT-QC,BD-1033,9,113.22,14
2024-03-31,ENT-MTL,BD-1082,13,278.39,10
2025-06-30,ENT-QC,BD-1045,94,78.37,16
2024-06-30,ENT-SAG,BD-1009,60,66.28,3
2025-03-31,ENT-MTL,BD-1129,12,46.45,19
2024-11-30,ENT-SAG,BD-1021,14,201.55,5
2025-12-31,ENT-MTL,BD-1116,21,60.17,16
2025-02-28,ENT-MTL,BD-1027,27,254.96,14
2025-08-31,ENT-SAG,BD-1086,83,97.25,5
2024-12-31,ENT-MTL,BD-1025,13,146.28,9
2025-09-30,ENT-MTL,BD-1069,54,239.15,11
2025-04-30,ENT-QC,BD-1022,39,252.94,8
2025-01-31,ENT-SAG,BD-1026,18,246.82,4
2024-11-30,ENT-SAG,BD-1127,105,170.72,6
2025-05-31,ENT-QC,BD-1138,9,88.19,14
2025-04-30,ENT-MTL,BD-1172,33,221.22,12
2024-04-30,ENT-MTL,BD-1139,4,198.93,16
2024-11-30,ENT-SAG,BD-1071,99,301.72,7
2025-07-31,ENT-SAG,BD-1112,12,67.02,5
2024-05-31,ENT-QC,BD-1031,65,294.44,14
2024-06-30,ENT-MTL,BD-1168,26,224.71,12
2024-02-29,ENT-QC,BD-1054,20,257.53,17
2025-07-31,ENT-SAG,BD-1076,18,338.68,5
2025-11-30,ENT-SAG,BD-1121,8,44.65,4
2024-09-30,ENT-QC,BD-1027,22,249.72,14
2025-08-31,ENT-MTL,BD-1002,0,298.72,7
2024-11-30,ENT-MTL,BD-1041,5,159.88,15
2025-10-31,ENT-SAG,BD-1136,66,112.45,5
2024-07-31,ENT-QC,BD-1140,0,40.41,12
2025-07-31,ENT-MTL,BD-1129,28,46.45,19
2025-08-31,ENT-SAG,BD-1118,1,343.17,5
2025-07-31,ENT-QC,BD-1178,20,119.43,17
2025-09-30,ENT-MTL,BD-1161,31,64.16,13
2025-10-31,ENT-QC,BD-1108,14,169.96,14
2025-12-31,ENT-MTL,BD-1047,20,71.53,14
2025-10-31,ENT-MTL,BD-1023,12,244.32,13
2024-06-30,ENT-SAG,BD-1008,66,128.94,4
2024-11-30,ENT-MTL,BD-1048,7,32.82,15
2024-07-31,ENT-SAG,BD-1065,13,128.81,5
2025-11-30,ENT-SAG,BD-1002,16,298.72,3
2025-07-31,ENT-MTL,BD-1103,5,154.84,12
2025-07-31,ENT-MTL,BD-1053,73,180.55,19
2024-12-31,ENT-QC,BD-1149,86,108.85,18
2025-08-31,ENT-QC,BD-1047,82,71.53,15
2025-08-31,ENT-QC,BD-1049,98,31.22,18
2025-01-31,ENT-SAG,BD-1009,11,67.67,3
2024-09-30,ENT-QC,BD-1033,0,110.89,14
2024-08-31,ENT-MTL,BD-1167,20,205.42,12
2025-11-30,ENT-MTL,BD-1139,85,203.11,16
2025-01-31,ENT-QC,BD-1131,7,37.08,14
2024-02-29,ENT-QC,BD-1137,0,25.06,13
2024-11-30,ENT-MTL,BD-1163,21,294.58,10
2024-09-30,ENT-QC,BD-1122,12,208.30,11
2025-05-31,ENT-MTL,BD-1121,37,44.65,9
2025-06-30,ENT-SAG,BD-1126,90,133.03,5
2025-08-31,ENT-QC,BD-1118,13,343.17,13
2025-06-30,ENT-MTL,BD-1157,14,25.21,12
2025-12-31,ENT-SAG,BD-1094,22,124.30,5
2024-04-30,ENT-QC,BD-1081,0,302.82,13
2025-07-31,ENT-SAG,BD-1066,0,240.06,4
2024-07-31,ENT-MTL,BD-1099,11,287.66,11
2024-09-30,ENT-QC,BD-1144,85,96.31,15
2025-04-30,ENT-MTL,BD-1067,2,24.27,13
2024-08-31,ENT-MTL,BD-1048,61,32.82,15
2024-11-30,ENT-SAG,BD-1026,17,241.74,4
2025-07-31,ENT-MTL,BD-1161,30,64.16,13
2024-12-31,ENT-MTL,BD-1123,15,129.56,13
2024-03-31,ENT-SAG,BD-1150,36,339.92,6
2025-08-31,ENT-MTL,BD-1090,44,69.37,11
2024-09-30,ENT-QC,BD-1023,15,239.29,14
