NO COMMANDE;DATE COMMANDE;DATE LIVRAISON;DATE PAIEMENT;CODE CLIENT;REPRESENTANT;ENTREPOT;CODE ARTICLE;QTE;PRIX UNITAIRE;REMISE %;COUT UNITAIRE;CANAL DE VENTE
CMD-100831;30/05/2024;2024-06-05;20/06/2024;CLI-0037;EMP-504;ENT-MTL;BD-1122;5;278,69;18,30;208,30;Téléphone
CMD-101521;10/09/2024;2024-09-19;27/09/2024;CLI-0108;EMP-503;ENT-MTL;BD-1094;3;170,61;16,30;121,74;Téléphone
CMD-101183;30/07/2024;01/08/2024;08-sept-24;CLI-0141;EMP-502;ENT-SAG;BD-1052;0;256,57;16,40;179,27;Représentant
CMD-101971;2024-10-28;01/11/2024;;CLI-0149;EMP-501;ENT-MTL;BD-1135;1;71,61;2,30;39,89;Représentant
CMD-101091;09-juil-24;16/07/2024;12/08/2024;CLI-0043;EMP-506;ENT-SAG;BD-1040;4;388,38;11,90;268,77;Représentant
CMD-100179;21-févr-24;28/02/2024;31/03/2024;CLI-0041;EMP-508;ENT-SAG;BD-1032;24;468,05;14,50;339,97;Téléphone
CMD-100116;03/02/2024;2024-02-08;26/02/2024;CLI-0050;EMP-502;ENT-MTL;BD-1174;4;263,71;10,60;165,53;Courriel
CMD-101608;17/09/2024;2024-09-21;05/11/2024;CLI-0117;EMP-504;ENT-MTL;BD-1180;6;180,46;4,70;93,34;Téléphone
CMD-101514;09/09/2024;2024-09-12;10/11/2024;CLI-0036;EMP-505;ENT-MTL;BD-1167;6;327,38;11,80;205,42;Portail web
CMD-100478;11-avr-24;13/04/2024;28/05/2024;CLI-0165;EMP-507;ENT-SAG;BD-1161;24;129,93;3,80;62,84;Représentant
CMD-100584;29/04/2024;2024-05-06;13/06/2024;CLI-0153;EMP-507;ENT-MTL;BD-1106;3;473,19;10,80;333,09;Représentant
CMD-100154;14/02/2024;17/02/2024;20-mars-24;CLI-0162;EMP-508;ENT-SAG;BD-1009;4;89,32;15,10;66,28;Représentant
CMD-100146;13-févr-24;20/02/2024;03/03/2024;CLI-0055;EMP-506;ENT-QC;BD-1175;1;162,77;4,10;94,86;Représentant
CMD-102223;02/12/2024;08/12/2024;2025-01-08;CLI-0212;EMP-507;ENT-SAG;BD-1127;5;236,00;21,70;170,72;Représentant
CMD-100382;29/03/2024;04/04/2024;2024-05-17;CLI-0212;EMP-507;ENT-SAG;BD-1166;2;308,22;25,80;212,88;Téléphone
CMD-100052;17/01/2024;22/01/2024;2024-03-09;CLI-0086;EMP-502;ENT-MTL;BD-1130;8;539,30;4,40;317,23;Représentant
CMD-100631;2024-05-04;09/05/2024;18/06/2024;CLI-0076;EMP-507;ENT-QC;BD-1043;6;419,63;20,50;294,10;Représentant
CMD-101563;12/09/2024;19-sept-24;02/11/2024;CLI-0025;EMP-509;ENT-SAG;BD-1090;1;84,49;11,80;57,58;Représentant
CMD-101731;01/10/2024;09/10/2024;2024-11-13;CLI-0215;EMP-503;ENT-QC;BD-1148;2;434,53;5,50;296,06;Portail web
CMD-101055;02-juil-24;04/07/2024;04/08/2024;CLI-0212;EMP-507;ENT-SAG;BD-1015;31;400,11;24,70;318,69;Téléphone
CMD-100219;01/03/2024;2024-03-05;30/03/2024;CLI-0181;EMP-504;ENT-QC;BD-1143;24;363,89;3,00;215,92;Représentant
CMD-101887;17/10/2024;25/10/2024;29/11/2024;CLI-0199;EMP-504;ENT-SAG;BD-1137;2;36,04;15,80;25,06;Courriel
CMD-101551;11/09/2024;19-sept-24;22/10/2024;CLI-0059;EMP-504;ENT-MTL;BD-1181;4;503,68;19,40;305,97;Portail web
CMD-101722;30/09/2024;03/10/2024;2024-11-10;CLI-0141;EMP-502;ENT-QC;BD-1062;6;158,56;11,80;112,54;Portail web
CMD-102142;20/11/2024;28-nov-24;08/12/2024;CLI-0123;EMP-501;ENT-MTL;BD-1153;12;172,89;13,80;113,61;Portail web
CMD-100376;28/03/2024;04/04/2024;2024-05-15;CLI-0217;EMP-506;ENT-MTL;BD-1013;10;407,56;21,10;308,85;Téléphone
CMD-101421;29-août-24;05/09/2024;16/09/2024;CLI-0046;EMP-508;ENT-MTL;BD-1079;6;241,85;8,30;144,83;Téléphone
CMD-100880;07/06/2024;2024-06-16;03/07/2024;CLI-0085;EMP-503;ENT-QC;BD-1116;3;84,35;4,90;58,93;Téléphone
CMD-102055;2024-11-07;12/11/2024;21/12/2024;CLI-0130;EMP-508;ENT-MTL;BD-1077;23;270,03;21,00;167,57;Portail web
CMD-100260;08/03/2024;2024-03-16;10/05/2024;CLI-0143;EMP-503;ENT-QC;BD-1105;24;217,60;16,00;166,12;Courriel
CMD-100836;2024-05-30;06/06/2024;11/07/2024;CLI-0200;EMP-509;ENT-QC;BD-1094;1;178,56;12,40;121,74;Portail web
CMD-101256;08/08/2024;2024-08-14;05/10/2024;cli-0192;EMP-505;ENT-QC;BD-1050;2;471,68;6,40;291,69;Représentant
CMD-101994;30/10/2024;03/11/2024;26-nov-24;CLI-0097;EMP-504;ENT-MTL;BD-1143;4;346,98;7,50;215,92;Téléphone
CMD-101243;2024-08-07;16/08/2024;21/09/2024;CLI-0059;EMP-504;ENT-QC;BD-1007;9;81,95;20,70;55,96;Téléphone
CMD-101653;31/02/2024;30/09/2024;24/11/2024;CLI-0076;EMP-507;ENT-QC;BD-1048;3;39,30;23,20;32,82;Portail web
CMD-101335;;28/08/2024;12-sept-24;CLI-0113;EMP-505;ENT-MTL;BD-1018;12;428,09;7,90;242,09;Représentant
CMD-102291;19-déc-24;21/12/2024;23/01/2025;CLI-0165;EMP-507;ENT-MTL;BD-1050;3;478,81;5,00;291,69;Courriel
CMD-102200;28/11/2024;30-nov-24;20/01/2025;CLI-0076;EMP-507;ENT-SAG;BD-1158;3;271,85;22,20;180,81;Portail web
CMD-101499;06-sept-24;13/09/2024;10/10/2024;CLI-0002;EMP-509;ENT-MTL;BD-1077;8;313,17;8,40;167,57;Courriel
CMD-100611;2024-05-01;03/05/2024;05/06/2024;CLI-0130;EMP-508;ENT-QC;BD-1032;6;420,83;23,10;339,97;Téléphone
CMD-100047;15/01/2024;18-janv-24;28/02/2024;CLI-0037;EMP-504;ENT-QC;BD-1023;25;299,50;20,70;239,29;Téléphone
CMD-101662;24/09/2024;27/09/2024;2024-11-01;CLI-0137;EMP-503;ENT-SAG;BD-1062;6;146,67;18,40;112,54;Courriel
CMD-100092;29/01/2024;31/01/2024;01/03/2024;CLI-0137;EMP-503;ENT-QC;BD-1139;13;289,64;19,30;198,93;Représentant
CMD-102254;10/12/2024;2024-12-15;26/12/2024;CLI-0006;EMP-505;ENT-QC;BD-1073;3;378,07;15,90;255,00;Représentant
CMD-100570;25/04/2024;30/04/2024;2024-06-07;CLI-0031;EMP-509;ENT-MTL;BD-1044;4;286,80;11,20;195,45;Représentant
CMD-101918;21/10/2024;26/10/2024;11/11/2024;CLI-0137;EMP-503;ENT-QC;BD-1176;75;500,35;20,60;322,02;Représentant
CMD-101317;15/08/2024;2024-08-24;27/09/2024;CLI-0026;EMP-506;ENT-MTL;BD-1026;1;364,21;16,90;241,74;Représentant
CMD-101739;01/10/2024;2024-10-03;11/11/2024;CLI-0166;EMP-503;ENT-SAG;BD-1083;8;266,79;13,20;157,14;Représentant
CMD-101123;18/07/2024;21/07/2024;2024-09-10;CLI-0059;EMP-504;ENT-QC;BD-1038;17;444,75;19,40;313,36;Représentant
CMD-100962;18/06/2024;25/06/2024;02-août-24;CLI-0146;EMP-503;ENT-MTL;BD-1116;12;73,66;16,90;58,93;Téléphone
CMD-100181;22/02/2024;2024-02-24;;CLI-0110;EMP-507;ENT-QC;BD-1175;2;157,56;7,20;94,86;Portail web
CMD-100177;2024-02-21;27/02/2024;24/03/2024;CLI-0130;EMP-508;ENT-QC;BD-1175;2;136,53;19,60;94,86;Représentant
CMD-101978;29/10/2024;03/11/2024;2024-12-13;CLI-0134;EMP-509;ENT-MTL;BD-1073;6;0,00;3,00;255,00;Courriel
CMD-100621;03-mai-24;06/05/2024;23/06/2024;CLI-0212;EMP-507;ENT-SAG;BD-1124;37;190,84;25,20;150,61;Courriel
CMD-100795;27/05/2024;29/05/2024;2024-07-15;CLI-0089;EMP-502;ENT-SAG;BD-1015;4;417,33;21,40;318,69;Portail web
CMD-100565;25/04/2024;01/05/2024;2024-06-08;CLI-0073;EMP-501;ENT-QC;BD-1056;4;416,17;15,40;287,11;Portail web
CMD-101165;26/07/2024;31/07/2024;18/09/2024;CLI-0040;EMP-509;ENT-MTL;BD-1077;8;295,19;13,70;167,57;Représentant
CMD-100785;24/05/2024;27/05/2024;2024-07-02;CLI-0209;EMP-508;ENT-MTL;BD-1103;4;170,11;25,30;151,66;Représentant
CMD-100391;01/04/2024;09/04/2024;;CLI-0012;EMP-501;ENT-SAG;BD-1156;6;231,89;23,20;161,25;Représentant
CMD-100292;2024-03-14;20/03/2024;17/04/2024;CLI-0033;EMP-504;ENT-MTL;BD-1110;2;249,18;12,20;178,91;Représentant
CMD-100231;05/03/2024;2024-03-08;13/03/2024;CLI-0199;EMP-504;ENT-MTL;BD-1063;4;328,17;10,90;242,15;Téléphone
CMD-101362;21/08/2024;28/08/2024;2024-09-21;CLI-0086;EMP-502;ENT-QC;BD-1168;8;383,89;4,00;224,71;Représentant
CMD-101442;31/08/2024;02/09/2024;2024-09-30;CLI-0212;EMP-507;ENT-MTL;BD-1044;6;252,06;22,00;195,45;Représentant
CMD-100437;08/04/2024;14-avr-24;14/05/2024;CLI-0056;EMP-502;ENT-QC;BD-1159;47;223,69;22,60;166,16;Représentant
CMD-100520;2024-04-18;20/04/2024;15/05/2024;CLI-0128;EMP-502;ENT-SAG;BD-1158;1;303,31;13,20;180,81;Représentant
CMD-100897;10/06/2024;17-juin-24;21/07/2024;CLI-0066;EMP-507;ENT-QC;BD-1112;4;96,49;16,00;65,64;Téléphone
CMD-100243;06-mars-24;14/03/2024;08/04/2024;CLI-0185;EMP-508;ENT-SAG;BD-1002;2;380,69;18,70;292,58;Représentant
CMD-101372;23/08/2024;29/08/2024;06/10/2024;CLI-0209;EMP-508;ENT-MTL;BD-1032;2;421,73;23,00;339,97;Portail web
CMD-101328;16/08/2024;20-août-24;12/09/2024;CLI-0124;EMP-509;ENT-QC;BD-1046;4;436,29;8,60;308,91;Téléphone
CMD-100537;20/04/2024;2024-04-24;28/05/2024;CLI-0120;EMP-509;ENT-MTL;BD-1038;3;523,26;5,20;313,36;Portail web
CMD-100215;01-mars-24;06/03/2024;04/04/2024;CLI-0018;EMP-503;ENT-QC;BD-1086;12;130,97;4,90;80,72;Représentant
CMD-100829;2024-05-30;08/06/2024;01/08/2024;CLI-0198;EMP-504;ENT-QC;BD-1146;4;352,07;6,30;220,88;Téléphone
CMD-101233;06/08/2024;09/08/2024;2024-09-30;CLI-0120;EMP-509;ENT-MTL;BD-1052;2;294,64;4,00;179,27;Téléphone
CMD-102258;11/12/2024;2024-12-16;18/01/2025;CLI-0017;EMP-507;ENT-QC;BD-1093;6;190,51;14,90;132,18;Représentant
CMD-101574;2024-09-13;18/09/2024;06/11/2024;CLI-0141;EMP-502;ENT-QC;BD-1102;12;404,83;16,50;255,33;Salon
CMD-100544;22/04/2024;2024-04-27;22/05/2024;CLI-0112;EMP-505;ENT-MTL;BD-1007;4;92,32;10,70;55,96;Courriel
CMD-100669;09/05/2024;18/05/2024;;CLI-0045;EMP-502;ENT-MTL;BD-1123;6;187,79;13,70;129,56;Téléphone
CMD-101787;05/10/2024;14-oct-24;17/11/2024;CLI-0121;EMP-508;ENT-QC;BD-1132;8;177,70;10,50;125,81;Téléphone
CMD-102258;11/12/2024;2024-12-16;18/01/2025;CLI-0017;EMP-507;ENT-QC;BD-1165;2;156,66;14,90;105,70;Téléphone
CMD-100155;14-févr-24;17/02/2024;03/04/2024;  CLI-0110;EMP-507;ENT-SAG;BD-1032;4;534,82;2,30;339,97;Représentant
CMD-102306;25/12/2024;2025-01-03;11/02/2025;CLI-0057;EMP-507;ENT-QC;BD-1130;24;477,63;15,40;317,23;Téléphone
CMD-100661;08/05/2024;2024-05-12;14/06/2024;CLI-0067;EMP-502;ENT-MTL;BD-1015;6;449,72;15,30;318,69;Représentant
CMD-100756;21/05/2024;25/05/2024;04-juil-24;CLI-0088;EMP-504;ENT-MTL;BD-1005;8;294,20;10,00;204,06;Représentant
CMD-101743;02/10/2024;11/10/2024;;CLI-0009;EMP-502;ENT-MTL;BD-1056;13;395,87;19,50;287,11;Courriel
CMD-101135;2024-07-20;24/07/2024;08/09/2024;CLI-0139;EMP-506;ENT-SAG;BD-1112;2;97,67;15,00;65,64;Portail web
CMD-100760;21/05/2024;26-mai-24;07/07/2024;  CLI-0211;EMP-504;ENT-QC;BD-1005;2;279,94;14,40;204,06;Téléphone
CMD-102314;27/12/2024;03-janv-25;26/02/2025;CLI-0056;EMP-502;ENT-QC;BD-1067;34;33,63;19,20;23,77;Téléphone
CMD-100717;16/05/2024;18/05/2024;24/06/2024;CLI-0217;EMP-506;ENT-MTL;BD-1053;16;260,08;20,50;176,84;Représentant
CMD-101076;05/07/2024;08/07/2024;05-août-24;CLI-0062;EMP-507;ENT-MTL;BD-1024;2;278,00;16,80;185,46;Portail web
CMD-100935;14/06/2024;17-juin-24;04/08/2024;CLI-0009;EMP-502;ENT-SAG;BD-1010;9;122,07;25,10;87,08;Représentant
CMD-100364;27/03/2024;05/04/2024;2024-05-11;CLI-0162;EMP-508;ENT-QC;BD-1149;24;160,46;12,40;108,85;Représentant
CMD-101233;06/08/2024;09/08/2024;30-sept-24;cli-0120;EMP-509;ENT-MTL;BD-1152;4;461,52;4,00;265,82;Représentant
CMD-101334;2024-08-17;26/08/2024;28/09/2024;CLI-0113;EMP-505;ENT-QC;BD-1018;12;450,47;3,10;242,09;Représentant
CMD-101020;2024-06-27;03/07/2024;20/08/2024;CLI-0082;EMP-504;ENT-QC;BD-1106;3;487,18;8,20;333,09;Portail web
CMD-100183;23-févr-24;26/02/2024;26/03/2024;CLI-0033;EMP-504;ENT-SAG;BD-1039;4;170,15;14,10;119,66;Représentant
CMD-100828;30/05/2024;08/06/2024;2024-07-07;CLI-0171;EMP-507;ENT-QC;BD-1047;3;99,88;6,30;70,06;Portail web
CMD-102285;18/12/2024;2024-12-26;01/02/2025;CLI-0217;EMP-506;ENT-MTL;BD-1067;36;30,88;25,80;23,77;Représentant
CMD-100077;24/01/2024;30/01/2024;11/03/2024;CLI-0076;EMP-507;ENT-MTL;BD-1112;5;91,93;20,00;65,64;Représentant
CMD-102034;05/11/2024;2024-11-13;10/12/2024;CLI-0087;EMP-502;ENT-QC;BD-1087;4;329,13;14,70;211,22;Courriel
CMD-100227;04/03/2024;09/03/2024;2024-04-13;CLI-0195;EMP-506;ENT-SAG;BD-1123;4;187,27;13,90;129,56;Portail web
CMD-100853;03/06/2024;2024-06-06;25/07/2024;CLI-0087;EMP-502;ENT-MTL;BD-1057;3;24,95;16,40;19,26;Téléphone
CMD-100376;28/03/2024;04-avr-24;15/05/2024;  CLI-0217;EMP-506;ENT-MTL;BD-1109;18;363,21;21,10;303,82;Portail web
CMD-100102;01/02/2024;05/02/2024;21/03/2024;CLI-0137;EMP-503;ENT-QC;BD-1113;6;334,54;21,70;276,01;Représentant
CMD-102239;06/12/2024;2024-12-15;26/12/2024;CLI-0114;EMP-502;ENT-MTL;BD-1077;4;314,99;7,90;167,57;Représentant
CMD-100865;2024-06-04;09/06/2024;21/07/2024;CLI-0193;EMP-509;ENT-QC;BD-1017;8;499,78;11,40;307,26;Portail web
CMD-100269;2024-03-11;18/03/2024;24/04/2024;CLI-0037;EMP-504;ENT-QC;BD-1015;24;403,64;24,00;318,69;Portail web
CMD-101700;27/09/2024;2024-10-01;21/10/2024;CLI-0056;EMP-502;ENT-SAG;BD-1056;61;381,69;22,40;287,11;Représentant
CMD-100643;2024-05-07;13/05/2024;07/06/2024;CLI-0108;EMP-503;ENT-MTL;BD-1041;12;227,75;10,20;159,88;Téléphone
CMD-100624;03/05/2024;2024-05-10;14/06/2024;CLI-0102;EMP-506;ENT-SAG;BD-1138;4;142,57;3,20;86,38;Représentant
CMD-102307;25/12/2024;31-déc-24;19/02/2025;CLI-0026;EMP-506;ENT-QC;BD-1105;6;215,60;16,80;166,12;Représentant
CMD-101966;28/10/2024;04/11/2024;2024-12-03;CLI-0037;EMP-504;ENT-QC;BD-1098;2;327,98;25,60;257,11;Représentant
CMD-101211;02/08/2024;2024-08-05;30/08/2024;CLI-0212;EMP-507;ENT-QC;BD-1020;15;43,16;24,90;32,44;Représentant
CMD-101647;21/09/2024;2024-09-28;13/11/2024;CLI-0056;EMP-502;ENT-MTL;BD-1172;8;315,07;24,70;216,67;Représentant
CMD-101046;01/07/2024;10/07/2024;29-juil-24;CLI-0148;EMP-501;ENT-QC;BD-1057;2;26,24;12,10;19,26;Portail web
CMD-101846;2024-10-12;19/10/2024;05/12/2024;CLI-0191;EMP-504;ENT-QC;BD-1031;2;457,25;12,00;294,44;Courriel
CMD-102110;15/11/2024;2024-11-24;11/12/2024;CLI-0089;EMP-502;ENT-MTL;BD-1147;9;477,50;20,20;339,78;Téléphone
CMD-101412;28/08/2024;30/08/2024;2024-10-16;CLI-0074;EMP-507;ENT-SAG;BD-1003;8;229,15;23,20;188,61;Courriel
CMD-100045;13/01/2024;21-janv-24;22/01/2024;CLI-0159;EMP-502;ENT-QC;BD-1144;12;174,56;2,20;96,31;Portail web
CMD-101452;02/09/2024;2024-09-05;05/10/2024;CLI-0160;EMP-508;ENT-MTL;BD-1165;6;176,47;4,10;105,70;Représentant
CMD-100766;2024-05-22;26/05/2024;20/06/2024;CLI-0185;EMP-508;ENT-SAG;BD-1018;8;374,31;19,50;242,09;Représentant
CMD-100082;25/01/2024;02/02/2024;2024-03-20;CLI-0093;EMP-508;ENT-QC;BD-1130;3;504,38;10,60;317,23;Téléphone
CMD-100618;02/05/2024;05/05/2024;18/06/2024;CLI-0080;EMP-506;ENT-MTL;BD-1123;24;189,05;13,10;129,56;Téléphone
CMD-100358;2024-03-27;03/04/2024;12/05/2024;CLI-0123;EMP-501;ENT-MTL;BD-1103;8;192,89;15,30;151,66;Représentant
CMD-100688;13/05/2024;2024-05-20;28/06/2024;CLI-0116;EMP-509;ENT-QC;BD-1085;8;58,05;13,60;40,90;Téléphone
CMD-100969;19/06/2024;26/06/2024;2024-07-18;CLI-0059;EMP-504;ENT-QC;BD-1121;1;57,89;25,60;43,73;Représentant
CMD-101640;20/09/2024;2024-09-28;12/11/2024;CLI-0045;EMP-502;ENT-MTL;BD-1168;24;350,68;12,30;224,71;Représentant
CMD-100871;05/06/2024;09/06/2024;01/08/2024;CLI-0105;EMP-502;ENT-QC;BD-1028;8;225,47;4,60;140,77;Téléphone
CMD-100662;08/05/2024;15-mai-24;08/06/2024;CLI-0025;EMP-509;ENT-MTL;BD-1014;1;37,26;16,60;26,62;Représentant
CMD-101608;17/09/2024;2024-09-21;05/11/2024;CLI-0117;EMP-504;ENT-MTL;BD-1126;8;192,93;4,70;130,29;Représentant
CMD-100059;18/01/2024;26/01/2024;09/03/2024;CLI-0136;EMP-507;ENT-MTL;BD-1138;12;128,37;12,80;86,38;Téléphone
CMD-101162;26/07/2024;2024-07-30;20/09/2024;CLI-0132;EMP-507;ENT-MTL;BD-1114;2;213,86;15,30;149,59;Téléphone
CMD-100682;11/05/2024;14-mai-24;13/06/2024;CLI-0151;EMP-504;ENT-QC;BD-1036;4;248,07;3,40;159,06;Portail web
CMD-101766;03/10/2024;10/10/2024;2024-11-17;CLI-0021;EMP-501;ENT-SAG;BD-1135;12;66,96;8,70;39,89;Représentant
CMD-100453;2024-04-09;12/04/2024;20/04/2024;CLI-0056;EMP-502;ENT-QC;BD-1051;16;101,94;21,40;78,12;Représentant
CMD-101776;04/10/2024;06/10/2024;24/10/2024;CLI-0185;EMP-508;ENT-QC;BD-1036;5;207,31;19,30;159,06;Portail web
CMD-101498;06/09/2024;15/09/2024;23/10/2024;CLI-0130;EMP-508;ENT-SAG;BD-1128;16;113,93;21,40;77,25;Représentant
CMD-100445;08/04/2024;2024-04-16;26/05/2024;CLI-0137;EMP-503;ENT-MTL;BD-1178;8;162,82;20,70;116,97;Représentant
CMD-100495;15/04/2024;2024-04-18;10/06/2024;CLI-0143;EMP-503;ENT-MTL;BD-1017;6;494,72;12,20;307,26;Représentant
CMD-101090;2024-07-09;17/07/2024;04/08/2024;CLI-0088;EMP-504;ENT-SAG;BD-1041;12;212,08;16,30;159,88;Téléphone
CMD-102266;13/12/2024;16/12/2024;21-janv-25;CLI-0042;EMP-505;ENT-QC;BD-1053;8;282,79;13,60;176,84;Représentant
CMD-101139;22/07/2024;27/07/2024;2024-09-03;CLI-0099;EMP-505;ENT-MTL;BD-1117;7;111,55;24,70;98,28;Représentant
CMD-100138;09/02/2024;11/02/2024;20/02/2024;CLI-0056;EMP-502;ENT-SAG;BD-1068;6;425,55;24,50;284,28;Représentant
CMD-102084;2024-11-12;15/11/2024;13/12/2024;CLI-0185;EMP-508;ENT-QC;BD-1149;2;147,28;19,60;108,85;Portail web
CMD-101211;02/08/2024;05/08/2024;30-août-24;CLI-0212;EMP-507;ENT-QC;BD-1001;2;251,73;24,90;182,30;Représentant
CMD-100291;14/03/2024;21/03/2024;06-mai-24;CLI-0029;EMP-506;ENT-SAG;BD-1120;8;231,20;22,10;182,88;Portail web
CMD-100015;04/01/2024;10-janv-24;21/01/2024;CLI-0187;EMP-507;ENT-QC;BD-1051;4;109,44;15,60;78,12;Portail web
CMD-102230;2024-12-04;11/12/2024;19/01/2025;CLI-0159;EMP-502;ENT-MTL;BD-1067;1;40,33;3,10;23,77;Courriel
CMD-100045;13-janv-24;21/01/2024;22/01/2024;CLI-0159;EMP-502;ENT-QC;BD-1012;6;119,02;2,20;68,19;Représentant
CMD-101942;2024-10-23;01/11/2024;14/12/2024;CLI-0154;EMP-507;ENT-QC;BD-1101;2;91,18;16,00;62,94;Représentant
CMD-101527;10/09/2024;14/09/2024;19-oct-24;CLI-0160;EMP-508;ENT-QC;BD-1164;2;181,75;6,80;98,38;Portail web
CMD-102004;31/10/2024;06/11/2024;18/12/2024;CLI-0190;EMP-504;ENT-MTL;BD-1134;3;101,66;7,50;60,50;Représentant
CMD-101374;23/08/2024;2024-08-27;23/09/2024;CLI-0190;EMP-504;ENT-QC;BD-1019;6;279,47;7,20;170,21;Salon
CMD-101702;27-sept-24;01/10/2024;17/11/2024;CLI-0009;EMP-502;ENT-MTL;BD-1083;8;235,60;23,30;157,14;Portail web
CMD-100039;11/01/2024;16/01/2024;02/02/2024;CLI-0053;EMP-509;ENT-QC;BD-1111;8;189,64;14,40;145,84;Représentant
CMD-101513;09/09/2024;12/09/2024;14-oct-24;CLI-0099;EMP-505;ENT-SAG;BD-1042;12;361,22;18,20;261,53;Représentant
CMD-100526;18/04/2024;27/04/2024;04/06/2024;CLI-0108;EMP-503;ENT-QC;BD-1167;6;319,05;14,10;205,42;Portail web
CMD-101057;03/07/2024;2024-07-09;10/08/2024;CLI-0042;EMP-505;ENT-QC;BD-1128;4;120,79;16,60;77,25;Portail web
CMD-102119;18/11/2024;26/11/2024;2024-12-28;CLI-0116;EMP-509;ENT-SAG;BD-1099;8;414,63;16,50;287,66;Portail web
CMD-101411;27/08/2024;2024-08-31;22/10/2024;CLI-0031;EMP-509;ENT-MTL;BD-1018;6;413,61;11,00;242,09;Courriel
CMD-101354;20/08/2024;22/08/2024;18/09/2024;CLI-0062;EMP-507;ENT-QC;BD-1044;4;285,55;11,60;195,45;Courriel
CMD-100311;18/03/2024;23-mars-24;02/05/2024;CLI-0076;EMP-507;ENT-MTL;BD-1151;7;130,26;18,10;90,35;Représentant
CMD-101730;30/09/2024;09-oct-24;21/10/2024;CLI-0116;EMP-509;ENT-QC;BD-1064;1;105,48;15,80;69,43;Représentant
CMD-101289;13/08/2024;22/08/2024;14/10/2024;CLI-0130;EMP-508;ENT-QC;BD-1082;18;380,27;20,00;278,39;Téléphone
CMD-100894;10/06/2024;16-juin-24;28/07/2024;CLI-0054;EMP-507;ENT-QC;BD-1013;8;433,72;16,00;308,85;Téléphone
CMD-101745;02/10/2024;10/10/2024;2024-10-26;CLI-0029;EMP-506;ENT-SAG;BD-1073;18;368,30;18,10;255,00;Représentant
CMD-102155;2024-11-21;28/11/2024;31/12/2024;CLI-0062;EMP-507;ENT-QC;BD-1151;4;133,73;15,90;90,35;Représentant
CMD-100159;16/02/2024;21-févr-24;31/03/2024;CLI-0009;EMP-502;ENT-MTL;BD-1171;5;124,14;21,60;83,70;Représentant
CMD-100851;03/06/2024;08/06/2024;2024-07-19;CLI-0204;EMP-506;ENT-QC;BD-1052;12;293,05;4,60;179,27;Représentant
CMD-101628;19/09/2024;21/09/2024;2024-10-27;CLI-0019;EMP-502;ENT-MTL;BD-1050;1;467,43;7,30;291,69;Représentant
CMD-100383;29/03/2024;03/04/2024;21-avr-24;CLI-0118;EMP-504;ENT-QC;BD-1005;6;284,96;12,80;204,06;Courriel
CMD-101780;04/10/2024;09-oct-24;30/10/2024;CLI-0006;EMP-505;ENT-SAG;BD-1138;4;131,74;10,60;86,38;Portail web
CMD-100360;27/03/2024;02/04/2024;07-mai-24;CLI-0012;EMP-501;ENT-QC;BD-1025;54;180,38;22,90;146,28;Représentant
CMD-100997;25/06/2024;28/06/2024;2024-08-19;CLI-0037;EMP-504;ENT-QC;BD-1116;13;66,17;25,40;58,93;Représentant
CMD-100797;27/05/2024;31-mai-24;11/07/2024;CLI-0080;EMP-506;ENT-MTL;BD-1029;24;339,90;13,30;238,44;Téléphone
CMD-100205;28-févr-24;05/03/2024;15/04/2024;CLI-0109;EMP-501;ENT-MTL;BD-1167;8;349,32;5,90;205,42;Représentant
CMD-101144;22/07/2024;2024-07-27;04/09/2024;CLI-0040;EMP-509;ENT-QC;BD-1115;6;66,38;11,10;46,26;Téléphone
CMD-102246;09/12/2024;18-déc-24;15/01/2025;CLI-0038;EMP-507;ENT-MTL;BD-1097;4;318,60;13,40;210,05;Portail web
CMD-101036;29/06/2024;08/07/2024;05/08/2024;CLI-0050;EMP-502;ENT-QC;BD-1156;4;257,47;14,80;161,25;Téléphone
CMD-100395;2024-04-01;05/04/2024;16/05/2024;CLI-0060;EMP-508;ENT-MTL;BD-1038;2;512,50;7,10;313,36;Courriel
CMD-100089;27/01/2024;04-févr-24;04/03/2024;CLI-0053;EMP-509;ENT-SAG;BD-1107;4;187,29;15,00;147,44;Téléphone
CMD-100314;19/03/2024;23/03/2024;02/05/2024;CLI-0042;EMP-505;ENT-MTL;BD-1155;8;473,43;12,60;322,38;Portail web
CMD-100458;09/04/2024;14/04/2024;10/06/2024;CLI-0049;EMP-508;ENT-QC;BD-1110;2;250,92;11,60;178,91;Représentant
CMD-101895;18/10/2024;27/10/2024;08/11/2024;CLI-0077;EMP-501;ENT-QC;BD-1146;3;359,07;4,40;220,88;Représentant
CMD-101916;21/10/2024;24/10/2024;2024-11-26;CLI-0118;EMP-504;ENT-QC;BD-1085;2;59,59;11,30;40,90;Représentant
CMD-101182;30/07/2024;07-août-24;25/08/2024;CLI-0099;EMP-505;ENT-QC;BD-1021;5;285,25;21,60;201,55;Téléphone
CMD-100199;2024-02-27;04/03/2024;21/04/2024;CLI-0212;EMP-507;ENT-SAG;BD-1180;3;145,10;23,40;93,34;Représentant
CMD-102264;13-déc-24;15/12/2024;08/02/2025;CLI-0115;EMP-509;ENT-MTL;BD-1066;8;302,41;12,20;199,26;Portail web
CMD-102195;28/11/2024;2024-12-02;04/01/2025;CLI-0168;EMP-509;ENT-SAG;BD-1088;4;613,31;2,60;335,85;Portail web
