no_achat	date_commande	date_prevue	date_reception	code_fournisseur	code_article	quantite	cout_unitaire	statut
ACH-70181	2025-02-12	2025-02-22	2025-02-22	FRN-006	BD-1117	12	100,34 $	Recue
ACH-70182	2025-02-26	2025-03-08	2025-03-08	FRN-006	BD-1117	24	100,34 $	Recue
ACH-70183	2025-03-15	2025-03-25	2025-03-25	FRN-006	BD-1117	240	100,34 $	Recue
ACH-70183	2025-03-15	2025-03-25	2025-03-25	FRN-006	BD-1125	24	291,24 $	Recue
ACH-70184	2025-04-03	2025-04-13	2025-04-13	FRN-006	BD-1125	12	291,24 $	Recue
ACH-70185	2025-04-15	2025-04-25	2025-04-25	FRN-006	BD-1106	96	340,08 $	Recue
ACH-70186	2025-04-25	2025-05-05	2025-05-30	FRN-006	BD-1117	240	100,34 $	Recue
ACH-70186	2025-04-25	2025-05-05	2025-05-30	FRN-006	BD-1125	24	291,24 $	Recue
ACH-70186	2025-04-25	2025-05-05	2025-05-30	FRN-006	BD-1125	36	291,24 $	Recue
ACH-70186	2025-04-25	2025-05-05	2025-05-30	FRN-006	BD-1117	24	100,34 $	Recue
ACH-70186	2025-04-25	2025-05-05	2025-05-30	FRN-006	BD-1125	96	291,24 $	Recue
ACH-70187	2025-05-15	2025-05-25	2025-05-25	FRN-006	BD-1125	48	291,24 $	Recue
ACH-70187	2025-05-15	2025-05-25	2025-05-25	FRN-006	BD-1106	240	340,08 $	Recue
ACH-70188	2025-05-26	2025-06-05	2025-06-05	FRN-006	BD-1125	36	291,24 $	Recue
ACH-70188	2025-05-26	2025-06-05	2025-06-05	FRN-006	BD-1117	120	100,34 $	Recue
ACH-70188	2025-05-26	2025-06-05	2025-06-05	FRN-006	BD-1117	96	100,34 $	Recue
ACH-70188	2025-05-26	2025-06-05	2025-06-05	FRN-006	BD-1117	60	100,34 $	Recue
ACH-70188	2025-05-26	2025-06-05	2025-06-05	FRN-006	BD-1106	60	340,08 $	Recue
ACH-70189	2025-06-08	2025-06-18	2025-06-18	FRN-006	BD-1125	48	291,24 $	Recue
ACH-70189	2025-06-08	2025-06-18	2025-06-18	FRN-006	BD-1125	36	291,24 $	Recue
ACH-70189	2025-06-08	2025-06-18	2025-06-18	FRN-006	BD-1117	240	100,34 $	Recue
ACH-70190	2025-06-19	2025-06-29	2025-06-29	FRN-006	BD-1117	240	100,34 $	Recue
ACH-70190	2025-06-19	2025-06-29	2025-06-29	FRN-006	BD-1106	-9	340,08 $	Recue
ACH-70190	2025-06-19	2025-06-29	2025-06-29	FRN-006	BD-1106	36	340,08 $	Recue
ACH-70190	2025-06-19	2025-06-29	2025-06-29	FRN-006	BD-1125	12	291,24 $	Recue
ACH-70190	2025-06-19	2025-06-29	2025-06-29	FRN-006	BD-1125	60	291,24 $	Recue
ACH-70191	2025-07-05	2025-07-15	2025-07-15	FRN-006	BD-1106	24	340,08 $	Recue
ACH-70191	2025-07-05	2025-07-15	2025-07-15	FRN-006	BD-1125	60	291,24 $	Recue
ACH-70191	2025-07-05	2025-07-15	2025-07-15	FRN-006	BD-1125	24	291,24 $	Recue
ACH-70192	2025-07-22	2025-08-01	2025-08-01	FRN-006	BD-1117	96	100,34 $	Recue
ACH-70192	2025-07-22	2025-08-01	2025-08-01	FRN-006	BD-1125	36	291,24 $	Recue
ACH-70192	2025-07-22	2025-08-01	2025-08-01	FRN-006	BD-1106	120	340,08 $	Recue
ACH-70192	2025-07-22	2025-08-01	2025-08-01	FRN-006	BD-1125	240	291,24 $	Recue
ACH-70192	2025-07-22	2025-08-01	2025-08-01	FRN-006	BD-1117	36	100,34 $	Recue
ACH-70193	2025-08-09	2025-08-19	2025-08-19	FRN-006	BD-1106	36	340,08 $	Recue
ACH-70193	2025-08-09	2025-08-19	2025-08-19	FRN-006	BD-1125	36	291,24 $	Recue
ACH-70194	2025-08-27	2025-09-06	2025-09-06	FRN-006	BD-1117	240	100,34 $	Recue
ACH-70194	2025-08-27	2025-09-06	2025-09-06	FRN-006	BD-1125	60	291,24 $	Recue
ACH-70194	2025-08-27	2025-09-06	2025-09-06	FRN-006	BD-1117	24	100,34 $	Recue
ACH-70194	2025-08-27	2025-09-06	2025-09-06	FRN-006	BD-1106	120	340,08 $	Recue
ACH-70194	2025-08-27	2025-09-06	2025-09-06	FRN-006	BD-1125	240	291,24 $	Recue
ACH-70195	2025-09-07	2025-09-17	2025-09-17	FRN-006	BD-1106	48	340,08 $	Recue
ACH-70195	2025-09-07	2025-09-17	2025-09-17	FRN-006	BD-1117	96	100,34 $	Recue
ACH-70196	2025-09-27	2025-10-07	2025-10-07	FRN-006	BD-1106	48	340,08 $	Recue
ACH-70196	2025-09-27	2025-10-07	2025-10-07	FRN-006	BD-1125	96	291,24 $	Recue
ACH-70196	2025-09-27	2025-10-07	2025-10-07	FRN-006	BD-1117	36	100,34 $	Recue
ACH-70196	2025-09-27	2025-10-07	2025-10-07	FRN-006	BD-1125	240	291,24 $	Recue
ACH-70196	2025-09-27	2025-10-07	2025-10-07	FRN-006	BD-1125	120	291,24 $	Recue
ACH-70197	2025-10-06	2025-10-16	2025-10-16	FRN-006	BD-1125	96	291,24 $	Recue
ACH-70197	2025-10-06	2025-10-16	2025-10-16	FRN-006	BD-1125	60	291,24 $	Recue
ACH-70197	2025-10-06	2025-10-16	2025-10-16	FRN-006	BD-1106	12	340,08 $	Recue
ACH-70198	2025-10-26	2025-11-05	2025-11-05	FRN-006	BD-1117	96	100,34 $	Recue
ACH-70198	2025-10-26	2025-11-05	2025-11-05	FRN-006	BD-1125	120	291,24 $	Recue
ACH-70199	2025-11-13	2025-11-23	2025-11-23	FRN-006	BD-1106	120	340,08 $	Recue
ACH-70199	2025-11-13	2025-11-23	2025-11-23	FRN-006	BD-1106	48	340,08 $	Recue
ACH-70200	2025-11-25	2025-12-05	2025-12-05	FRN-006	BD-1106	240	340,08 $	Recue
ACH-70200	2025-11-25	2025-12-05	2025-12-05	FRN-006	BD-1106	24	340,08 $	Recue
ACH-70201	2025-12-09	2025-12-19	2025-12-19	FRN-006	BD-1117	48	100,34 $	Recue
ACH-70201	2025-12-09	2025-12-19	2025-12-19	FRN-006	BD-1106	12	340,08 $	Recue
ACH-70201	2025-12-09	2025-12-19	2025-12-19	FRN-006	BD-1106	96	340,08 $	Recue
ACH-70201	2025-12-09	2025-12-19	2025-12-19	FRN-006	BD-1125	-30	291,24 $	Recue
ACH-70202	2025-12-24	2026-01-03		FRN-006	BD-1106	60	340,08 $	En transit
ACH-70202	2025-12-24	2026-01-03		FRN-006	BD-1106	120	340,08 $	En transit
ACH-70202	2025-12-24	2026-01-03		FRN-006	BD-1106	48	340,08 $	En transit
ACH-70203	2024-01-21	2024-01-28	2024-01-31	FRN-012	BD-1018	120	242,09 $	Recue
ACH-70203	2024-01-21	2024-01-28	2024-01-31	FRN-012	BD-1005	24	204,06 $	Recue
ACH-70203	2024-01-21	2024-01-28	2024-01-31	FRN-012	BD-1002	96	292,58 $	Recue
ACH-70203	2024-01-21	2024-01-28	2024-01-31	FRN-012	BD-9667	24	318,69 $	Recue
ACH-70204	2024-02-01	2024-02-08	2024-02-08	FRN-012	BD-1002	240	292,58 $	Recue
ACH-70204	2024-02-01	2024-02-08	2024-02-08	FRN-012	BD-1014	120	26,62 $	Recue
ACH-70205	2024-02-13	2024-02-20	2024-03-03	FRN-012	BD-1005	240	204,06 $	Recue
ACH-70205	2024-02-13	2024-02-20	2024-03-03	FRN-012	BD-1020	36	32,44 $	Recue
ACH-70205	2024-02-13	2024-02-20	2024-03-03	FRN-012	BD-1014	36	26,62 $	Recue
ACH-70205	2024-02-13	2024-02-20	2024-03-03	FRN-012	BD-1007	36	55,96 $	Recue
ACH-70205	2024-02-13	2024-02-20	2024-03-03	FRN-012	BD-1015	12	318,69 $	Recue
ACH-70206	2024-02-24	2024-03-02	2024-03-02	FRN-012	BD-1007	36	55,96 $	Recue
ACH-70206	2024-02-24	2024-03-02	2024-03-02	FRN-012	BD-1014	120	26,62 $	Recue
ACH-70206	2024-02-24	2024-03-02	2024-03-02	FRN-012	BD-1014	60	26,62 $	Recue
ACH-70207	2024-03-07	2024-03-14	2024-03-14	FRN-012	BD-1015	240	318,69 $	Recue
ACH-70207	2024-03-07	2024-03-14	2024-03-14	FRN-012	BD-1020	48	32,44 $	Recue
ACH-70208	2024-03-27	2024-04-03	2024-04-05	FRN-012	BD-1005	60	204,06 $	Recue
ACH-70208	2024-03-27	2024-04-03	2024-04-05	FRN-012	BD-1015	12	318,69 $	Recue
ACH-70208	2024-03-27	2024-04-03	2024-04-05	FRN-012	BD-1014	48	26,62 $	Recue
ACH-70208	2024-03-27	2024-04-03	2024-04-05	FRN-012	BD-1012	12	68,19 $	Recue
ACH-70209	2024-04-05	2024-04-12	2024-04-12	FRN-012	BD-1005	24	204,06 $	Recue
ACH-70210	2024-04-19	2024-04-26	2024-05-10	FRN-012	BD-1020	48	32,44 $	Recue
ACH-70210	2024-04-19	2024-04-26	2024-05-10	FRN-012	BD-1020	60	32,44 $	Recue
ACH-70210	2024-04-19	2024-04-26	2024-05-10	FRN-012	BD-1012	96	68,19 $	Recue
ACH-70211	2024-05-01	2024-05-08	2024-05-08	FRN-012	BD-1015	12	318,69 $	Recue
ACH-70211	2024-05-01	2024-05-08	2024-05-08	FRN-012	BD-1002	36	292,58 $	Recue
ACH-70212	2024-05-10	2024-05-17	2024-05-17	FRN-012	BD-1015	240	318,69 $	Recue
ACH-70212	2024-05-10	2024-05-17	2024-05-17	FRN-012	BD-1014	60	26,62 $	Recue
ACH-70212	2024-05-10	2024-05-17	2024-05-17	FRN-012	BD-1020	96	32,44 $	Recue
ACH-70212	2024-05-10	2024-05-17	2024-05-17	FRN-012	BD-1014	48	26,62 $	Recue
ACH-70213	2024-05-30	2024-06-06	2024-06-06	FRN-012	BD-1002	24	292,58 $	Recue
ACH-70213	2024-05-30	2024-06-06	2024-06-06	FRN-012	BD-1018	60	242,09 $	Recue
ACH-70213	2024-05-30	2024-06-06	2024-06-06	FRN-012	BD-9703	48	26,62 $	Recue
ACH-70213	2024-05-30	2024-06-06	2024-06-06	FRN-012	BD-1012	48	68,19 $	Recue
ACH-70214	2024-06-13	2024-06-20	2024-07-11	FRN-012	BD-1014	96	26,62 $	Recue
ACH-70214	2024-06-13	2024-06-20	2024-07-11	FRN-012	BD-1014	48	26,62 $	Recue
ACH-70214	2024-06-13	2024-06-20	2024-07-11	FRN-012	BD-1005	24	204,06 $	Recue
ACH-70214	2024-06-13	2024-06-20	2024-07-11	FRN-012	BD-1005	240	204,06 $	Recue
ACH-70215	2024-06-28	2024-07-05	2024-07-05	FRN-012	BD-1020	60	32,44 $	Recue
ACH-70216	2024-07-17	2024-07-24	2024-07-24	FRN-012	BD-1002	36	292,58 $	Recue
ACH-70216	2024-07-17	2024-07-24	2024-07-24	FRN-012	BD-1005	240	204,06 $	Recue
ACH-70216	2024-07-17	2024-07-24	2024-07-24	FRN-012	BD-1018	96	242,09 $	Recue
ACH-70217	2024-08-01	2024-08-08	2024-08-08	FRN-012	BD-1015	60	318,69 $	Recue
ACH-70217	2024-08-01	2024-08-08	2024-08-08	FRN-012	BD-1018	120	242,09 $	Recue
ACH-70217	2024-08-01	2024-08-08	2024-08-08	FRN-012	BD-1020	240	32,44 $	Recue
ACH-70218	2024-08-19	2024-08-26	2024-08-26	FRN-012	BD-1014	240	26,62 $	Recue
ACH-70218	2024-08-19	2024-08-26	2024-08-26	FRN-012	BD-1018	240	242,09 $	Recue
ACH-70219	2024-09-05	2024-09-12	2024-09-12	FRN-012	BD-1012	120	68,19 $	Recue
ACH-70219	2024-09-05	2024-09-12	2024-09-12	FRN-012	BD-1007	12	55,96 $	Recue
ACH-70219	2024-09-05	2024-09-12	2024-09-12	FRN-012	BD-1018	24	242,09 $	Recue
ACH-70219	2024-09-05	2024-09-12	2024-09-12	FRN-012	BD-1002	120	292,58 $	Recue
ACH-70220	2024-09-22	2024-09-29	2024-10-04	FRN-012	BD-1005	12	204,06 $	Recue
ACH-70220	2024-09-22	2024-09-29	2024-10-04	FRN-012	BD-1020	12	32,44 $	Recue
ACH-70220	2024-09-22	2024-09-29	2024-10-04	FRN-012	BD-1007	24	55,96 $	Recue
ACH-70221	2024-10-06	2024-10-13	2024-10-13	FRN-012	BD-1002	120	292,58 $	Recue
ACH-70221	2024-10-06	2024-10-13	2024-10-13	FRN-012	BD-1014	120	26,62 $	Recue
ACH-70221	2024-10-06	2024-10-13	2024-10-13	FRN-012	BD-1005	36	204,06 $	Recue
ACH-70221	2024-10-06	2024-10-13	2024-10-13	FRN-012	BD-1020	96	32,44 $	Recue
ACH-70221	2024-10-06	2024-10-13	2024-10-13	FRN-012	BD-1018	36	242,09 $	Recue
ACH-70222	2024-10-15	2024-10-22	2024-10-22	FRN-012	BD-1002	12	292,58 $	Recue
ACH-70222	2024-10-15	2024-10-22	2024-10-22	FRN-012	BD-1005	240	204,06 $	Recue
ACH-70222	2024-10-15	2024-10-22	2024-10-22	FRN-012	BD-1014	36	26,62 $	Recue
ACH-70223	2024-10-28	2024-11-04	2024-11-07	FRN-012	BD-1012	120	68,19 $	Recue
ACH-70223	2024-10-28	2024-11-04	2024-11-07	FRN-012	BD-1005	12	204,06 $	Recue
ACH-70223	2024-10-28	2024-11-04	2024-11-07	FRN-012	BD-1012	36	68,19 $	Recue
ACH-70224	2024-11-10	2024-11-17	2024-11-17	FRN-012	BD-1014	24	26,62 $	Recue
ACH-70224	2024-11-10	2024-11-17	2024-11-17	FRN-012	BD-1005	96	204,06 $	Recue
ACH-70225	2024-11-19	2024-11-26	2024-11-26	FRN-012	BD-1012	48	68,19 $	Recue
ACH-70225	2024-11-19	2024-11-26	2024-11-26	FRN-012	BD-1015	48	318,69 $	Recue
ACH-70225	2024-11-19	2024-11-26	2024-11-26	FRN-012	BD-1015	48	318,69 $	Recue
ACH-70225	2024-11-19	2024-11-26	2024-11-26	FRN-012	BD-1005	36	204,06 $	Recue
ACH-70225	2024-11-19	2024-11-26	2024-11-26	FRN-012	BD-1005	12	204,06 $	Recue
ACH-70226	2024-12-08	2024-12-15	2024-12-15	FRN-012	BD-1014	240	26,62 $	Recue
ACH-70226	2024-12-08	2024-12-15	2024-12-15	FRN-012	BD-1015	60	318,69 $	Recue
ACH-70226	2024-12-08	2024-12-15	2024-12-15	FRN-012	BD-1002	12	292,58 $	Recue
ACH-70226	2024-12-08	2024-12-15	2024-12-15	FRN-012	BD-1020	36	32,44 $	Recue
ACH-70226	2024-12-08	2024-12-15	2024-12-15	FRN-012	BD-1020	120	32,44 $	Recue
ACH-70227	2024-12-27	2025-01-03	2025-01-03	FRN-012	BD-1020	48	32,44 $	Recue
ACH-70227	2024-12-27	2025-01-03	2025-01-03	FRN-012	BD-1012	60	68,19 $	Recue
ACH-70228	2025-01-15	2025-01-22	2025-01-29	FRN-012	BD-1014	12	27,18 $	Recue
ACH-70228	2025-01-15	2025-01-22	2025-01-29	FRN-012	BD-1018	60	247,17 $	Recue
ACH-70228	2025-01-15	2025-01-22	2025-01-29	FRN-012	BD-1005	24	208,35 $	Recue
ACH-70228	2025-01-15	2025-01-22	2025-01-29	FRN-012	BD-1020	48	33,12 $	Recue
ACH-70229	2025-01-25	2025-02-01	2025-02-20	FRN-012	BD-1007	96	57,14 $	Recue
ACH-70229	2025-01-25	2025-02-01	2025-02-20	FRN-012	BD-1002	240	298,72 $	Recue
ACH-70229	2025-01-25	2025-02-01	2025-02-20	FRN-012	BD-1005	12	208,35 $	Recue
ACH-70230	2025-02-08	2025-02-15	2025-02-15	FRN-012	BD-1018	96	247,17 $	Recue
ACH-70230	2025-02-08	2025-02-15	2025-02-15	FRN-012	BD-1014	36	27,18 $	Recue
ACH-70230	2025-02-08	2025-02-15	2025-02-15	FRN-012	BD-1020	96	33,12 $	Recue
ACH-70231	2025-02-28	2025-03-07	2025-03-07	FRN-012	BD-1018	48	247,17 $	Recue
ACH-70231	2025-02-28	2025-03-07	2025-03-07	FRN-012	BD-1012	36	69,62 $	Recue
ACH-70232	2025-03-11	2025-03-18	2025-03-18	FRN-012	BD-1020	120	33,12 $	Recue
ACH-70232	2025-03-11	2025-03-18	2025-03-18	FRN-012	BD-1005	240	208,35 $	Recue
ACH-70232	2025-03-11	2025-03-18	2025-03-18	FRN-012	BD-1020	12	33,12 $	Recue
ACH-70232	2025-03-11	2025-03-18	2025-03-18	FRN-012	BD-1020	60	33,12 $	Recue
ACH-70232	2025-03-11	2025-03-18	2025-03-18	FRN-012	BD-1014	48	27,18 $	Recue
ACH-70233	2025-03-27	2025-04-03	2025-04-03	FRN-012	BD-1007	96	57,14 $	Recue
ACH-70233	2025-03-27	2025-04-03	2025-04-03	FRN-012	BD-1014	60	27,18 $	Recue
ACH-70234	2025-04-14	2025-04-21	2025-04-21	FRN-012	BD-1002	96	298,72 $	Recue
ACH-70234	2025-04-14	2025-04-21	2025-04-21	FRN-012	BD-1012	96	69,62 $	Recue
ACH-70234	2025-04-14	2025-04-21	2025-04-21	FRN-012	BD-1018	60	247,17 $	Recue
ACH-70235	2025-05-04	2025-05-11	2025-05-11	FRN-012	BD-1014	12	27,18 $	Recue
ACH-70235	2025-05-04	2025-05-11	2025-05-11	FRN-012	BD-1018	36	247,17 $	Recue
ACH-70235	2025-05-04	2025-05-11	2025-05-11	FRN-012	BD-1007	48	57,14 $	Recue
ACH-70235	2025-05-04	2025-05-11	2025-05-11	FRN-012	BD-1018	24	247,17 $	Recue
ACH-70235	2025-05-04	2025-05-11	2025-05-11	FRN-012	BD-1020	60	33,12 $	Recue
ACH-70236	2025-05-14	2025-05-21	2025-05-21	FRN-012	BD-1018	48	247,17 $	Recue
ACH-70236	2025-05-14	2025-05-21	2025-05-21	FRN-012	BD-1007	12	57,14 $	Recue
ACH-70236	2025-05-14	2025-05-21	2025-05-21	FRN-012	BD-1018	36	247,17 $	Recue
ACH-70237	2025-05-27	2025-06-03	2025-06-03	FRN-012	BD-1012	240	69,62 $	Recue
ACH-70237	2025-05-27	2025-06-03	2025-06-03	FRN-012	BD-9005	120	33,12 $	Recue
ACH-70237	2025-05-27	2025-06-03	2025-06-03	FRN-012	BD-1020	36	33,12 $	Recue
ACH-70237	2025-05-27	2025-06-03	2025-06-03	FRN-012	BD-1020	96	33,12 $	Recue
ACH-70238	2025-06-11	2025-06-18	2025-06-22	FRN-012	BD-1015	120	325,38 $	Recue
ACH-70238	2025-06-11	2025-06-18	2025-06-22	FRN-012	BD-1007	96	57,14 $	Recue
ACH-70238	2025-06-11	2025-06-18	2025-06-22	FRN-012	BD-1007	36	57,14 $	Recue
ACH-70238	2025-06-11	2025-06-18	2025-06-22	FRN-012	BD-1002	120	298,72 $	Recue
ACH-70239	2025-06-30	2025-07-07	2025-07-07	FRN-012	BD-1020	240	33,12 $	Recue
ACH-70240	2025-07-20	2025-07-27	2025-08-01	FRN-012	BD-1014	12	27,18 $	Recue
ACH-70240	2025-07-20	2025-07-27	2025-08-01	FRN-012	BD-1012	36	69,62 $	Recue
ACH-70240	2025-07-20	2025-07-27	2025-08-01	FRN-012	BD-1015	240	325,38 $	Recue
ACH-70240	2025-07-20	2025-07-27	2025-08-01	FRN-012	BD-1007	24	57,14 $	Recue
ACH-70240	2025-07-20	2025-07-27	2025-08-01	FRN-012	BD-1020	96	33,12 $	Recue
ACH-70241	2025-08-09	2025-08-16	2025-08-16	FRN-012	BD-1002	36	298,72 $	Recue
ACH-70241	2025-08-09	2025-08-16	2025-08-16	FRN-012	BD-1015	36	325,38 $	Recue
ACH-70241	2025-08-09	2025-08-16	2025-08-16	FRN-012	BD-1020	12	33,12 $	Recue
ACH-70242	2025-08-22	2025-08-29	2025-08-31	FRN-012	BD-1018	12	247,17 $	Recue
ACH-70242	2025-08-22	2025-08-29	2025-08-31	FRN-012	BD-1012	60	69,62 $	Recue
ACH-70242	2025-08-22	2025-08-29	2025-08-31	FRN-012	BD-1007	12	57,14 $	Recue
ACH-70242	2025-08-22	2025-08-29	2025-08-31	FRN-012	BD-1018	96	247,17 $	Recue
ACH-70243	2025-09-03	2025-09-10	2025-09-10	FRN-012	BD-1020	24	33,12 $	Recue
ACH-70243	2025-09-03	2025-09-10	2025-09-10	FRN-012	BD-1005	120	208,35 $	Recue
ACH-70243	2025-09-03	2025-09-10	2025-09-10	FRN-012	BD-1007	36	57,14 $	Recue
ACH-70243	2025-09-03	2025-09-10	2025-09-10	FRN-012	BD-1020	48	33,12 $	Recue
ACH-70244	2025-09-23	2025-09-30	2025-09-30	FRN-012	BD-1018	48	247,17 $	Recue
ACH-70244	2025-09-23	2025-09-30	2025-09-30	FRN-012	BD-1002	120	298,72 $	Recue
ACH-70244	2025-09-23	2025-09-30	2025-09-30	FRN-012	BD-1015	120	325,38 $	Recue
ACH-70244	2025-09-23	2025-09-30	2025-09-30	FRN-012	BD-9715	48	298,72 $	Recue
ACH-70244	2025-09-23	2025-09-30	2025-09-30	FRN-012	BD-1007	24	57,14 $	Recue
ACH-70245	2025-10-10	2025-10-17	2025-10-17	FRN-012	BD-1012	12	69,62 $	Recue
ACH-70245	2025-10-10	2025-10-17	2025-10-17	FRN-012	BD-1015	240	325,38 $	Recue
ACH-70246	2025-10-30	2025-11-06	2025-11-06	FRN-012	BD-1005	48	208,35 $	Recue
ACH-70247	2025-11-10	2025-11-17	2025-11-17	FRN-012	BD-1020	48	33,12 $	Recue
ACH-70248	2025-11-19	2025-11-26	2025-11-26	FRN-012	BD-1002	24	298,72 $	Recue
ACH-70249	2025-12-05	2025-12-12	2025-12-12	FRN-012	BD-1015	36	325,38 $	Recue
ACH-70249	2025-12-05	2025-12-12	2025-12-12	FRN-012	BD-1018	12	247,17 $	Recue
ACH-70249	2025-12-05	2025-12-12	2025-12-12	FRN-012	BD-1020	120	33,12 $	Recue
ACH-70249	2025-12-05	2025-12-12	2025-12-12	FRN-012	BD-1005	60	208,35 $	Recue
ACH-70249	2025-12-05	2025-12-12	2025-12-12	FRN-012	BD-1002	24	298,72 $	Recue
ACH-70250	2025-12-20	2025-12-27		FRN-012	BD-1014	60	27,18 $	En transit
ACH-70250	2025-12-20	2025-12-27		FRN-012	BD-1007	24	57,14 $	En transit
ACH-70251	2024-01-07	2024-01-14	2024-02-08	FRN-013	BD-1126	60	130,29 $	Recue
ACH-70251	2024-01-07	2024-01-14	2024-02-08	FRN-013	BD-1126	240	130,29 $	Recue
ACH-70251	2024-01-07	2024-01-14	2024-02-08	FRN-013	BD-1121	96	43,73 $	Recue
ACH-70251	2024-01-07	2024-01-14	2024-02-08	FRN-013	BD-1112	96	65,64 $	Recue
ACH-70251	2024-01-07	2024-01-14	2024-02-08	FRN-013	BD-1126	12	130,29 $	Recue
ACH-70252	2024-01-24	2024-01-31	2024-01-31	FRN-013	BD-1114	60	149,59 $	Recue
ACH-70252	2024-01-24	2024-01-31	2024-01-31	FRN-013	BD-1114	36	149,59 $	Recue
ACH-70253	2024-02-04	2024-02-11	2024-02-11	FRN-013	BD-1126	36	130,29 $	Recue
ACH-70253	2024-02-04	2024-02-11	2024-02-11	FRN-013	BD-1121	48	43,73 $	Recue
ACH-70253	2024-02-04	2024-02-11	2024-02-11	FRN-013	BD-1112	24	65,64 $	Recue
ACH-70253	2024-02-04	2024-02-11	2024-02-11	FRN-013	BD-1111	36	145,84 $	Recue
ACH-70253	2024-02-04	2024-02-11	2024-02-11	FRN-013	BD-1121	60	43,73 $	Recue
ACH-70254	2024-02-24	2024-03-02	2024-03-05	FRN-013	BD-1126	12	130,29 $	Recue
ACH-70254	2024-02-24	2024-03-02	2024-03-05	FRN-013	BD-1121	96	43,73 $	Recue
ACH-70255	2024-03-14	2024-03-21	2024-03-22	FRN-013	BD-1108	24	166,46 $	Recue
ACH-70255	2024-03-14	2024-03-21	2024-03-22	FRN-013	BD-1112	96	65,64 $	Recue
ACH-70256	2024-03-30	2024-04-06	2024-04-09	FRN-013	BD-1112	240	65,64 $	Recue
ACH-70257	2024-04-14	2024-04-21	2024-04-21	FRN-013	BD-1126	36	130,29 $	Recue
ACH-70257	2024-04-14	2024-04-21	2024-04-21	FRN-013	BD-1121	240	43,73 $	Recue
ACH-70257	2024-04-14	2024-04-21	2024-04-21	FRN-013	BD-1111	96	145,84 $	Recue
ACH-70258	2024-05-01	2024-05-08	2024-05-08	FRN-013	BD-1112	36	65,64 $	Recue
ACH-70258	2024-05-01	2024-05-08	2024-05-08	FRN-013	BD-1108	12	166,46 $	Recue
ACH-70258	2024-05-01	2024-05-08	2024-05-08	FRN-013	BD-1126	12	130,29 $	Recue
ACH-70259	2024-05-18	2024-05-25	2024-05-25	FRN-013	BD-1126	12	130,29 $	Recue
ACH-70259	2024-05-18	2024-05-25	2024-05-25	FRN-013	BD-1108	60	166,46 $	Recue
ACH-70259	2024-05-18	2024-05-25	2024-05-25	FRN-013	BD-1114	36	149,59 $	Recue
ACH-70260	2024-06-01	2024-06-08	2024-06-08	FRN-013	BD-1114	12	149,59 $	Recue
ACH-70260	2024-06-01	2024-06-08	2024-06-08	FRN-013	BD-1114	60	149,59 $	Recue
ACH-70260	2024-06-01	2024-06-08	2024-06-08	FRN-013	BD-1111	60	145,84 $	Recue
ACH-70260	2024-06-01	2024-06-08	2024-06-08	FRN-013	BD-1114	60	149,59 $	Recue
ACH-70260	2024-06-01	2024-06-08	2024-06-08	FRN-013	BD-1121	240	43,73 $	Recue
ACH-70261	2024-06-20	2024-06-27	2024-06-27	FRN-013	BD-1108	36	166,46 $	Recue
ACH-70261	2024-06-20	2024-06-27	2024-06-27	FRN-013	BD-1111	240	145,84 $	Recue
ACH-70261	2024-06-20	2024-06-27	2024-06-27	FRN-013	BD-1121	120	43,73 $	Recue
ACH-70261	2024-06-20	2024-06-27	2024-06-27	FRN-013	BD-1112	24	65,64 $	Recue
ACH-70261	2024-06-20	2024-06-27	2024-06-27	FRN-013	BD-1126	12	130,29 $	Recue
ACH-70262	2024-07-02	2024-07-09	2024-07-09	FRN-013	BD-1108	24	166,46 $	Recue
ACH-70262	2024-07-02	2024-07-09	2024-07-09	FRN-013	BD-1108	120	166,46 $	Recue
ACH-70262	2024-07-02	2024-07-09	2024-07-09	FRN-013	BD-1121	120	43,73 $	Recue
ACH-70262	2024-07-02	2024-07-09	2024-07-09	FRN-013	BD-1121	120	43,73 $	Recue
ACH-70262	2024-07-02	2024-07-09	2024-07-09	FRN-013	BD-1112	36	65,64 $	Recue
ACH-70263	2024-07-22	2024-07-29	2024-07-29	FRN-013	BD-1121	24	43,73 $	Recue
ACH-70263	2024-07-22	2024-07-29	2024-07-29	FRN-013	BD-1108	24	166,46 $	Recue
ACH-70263	2024-07-22	2024-07-29	2024-07-29	FRN-013	BD-1111	36	145,84 $	Recue
ACH-70264	2024-08-04	2024-08-11	2024-08-11	FRN-013	BD-1111	240	145,84 $	Recue
ACH-70264	2024-08-04	2024-08-11	2024-08-11	FRN-013	BD-1126	240	130,29 $	Recue
ACH-70264	2024-08-04	2024-08-11	2024-08-11	FRN-013	BD-1114	36	149,59 $	Recue
ACH-70265	2024-08-14	2024-08-21	2024-08-21	FRN-013	BD-1112	60	65,64 $	Recue
ACH-70266	2024-09-01	2024-09-08	2024-09-08	FRN-013	BD-1126	24	130,29 $	Recue
ACH-70266	2024-09-01	2024-09-08	2024-09-08	FRN-013	BD-1108	240	166,46 $	Recue
ACH-70266	2024-09-01	2024-09-08	2024-09-08	FRN-013	BD-1112	36	65,64 $	Recue
ACH-70266	2024-09-01	2024-09-08	2024-09-08	FRN-013	BD-1112	48	65,64 $	Recue
ACH-70267	2024-09-15	2024-09-22	2024-09-29	FRN-013	BD-1111	12	145,84 $	Recue
