NO COMMANDE;DATE COMMANDE;DATE LIVRAISON;DATE PAIEMENT;CODE CLIENT;REPRESENTANT;ENTREPOT;CODE ARTICLE;QTE;PRIX UNITAIRE;REMISE %;COUT UNITAIRE;CANAL DE VENTE
CMD-103193;19/05/2025;21-mai-25;30/07/2025;CLI-0102;EMP-506;ENT-SAG;BD-1039;6;186,93;5,60;122,17;Portail web
CMD-103365;2025-06-09;18/06/2025;03/07/2025;CLI-0127;EMP-503;ENT-QC;BD-1061;6;106,12;10,20;76,81;Représentant
CMD-104249;22/09/2025;2025-09-25;07/11/2025;CLI-0053;EMP-509;ENT-QC;BD-1083;3;276,29;10,10;189,32;Représentant
CMD-103773;06-août-25;09/08/2025;27/09/2025;cli-0019;EMP-502;ENT-SAG;BD-1063;1;359,37;2,40;247,24;Téléphone
CMD-103039;30/04/2025;08/05/2025;09/06/2025;CLI-0077;EMP-501;ENT-MTL;BD-1041;3;232,09;8,50;163,24;Portail web
CMD-104638;27/10/2025;05/11/2025;2025-12-17;CLI-0071;EMP-503;ENT-MTL;BD-1086;3;132,61;3,70;97,25;Courriel
CMD-104683;29/10/2025;01/11/2025;26-déc-25;CLI-0212;EMP-507;ENT-SAG;BD-1139;49;269,03;25,00;203,11;Téléphone
CMD-104941;28/11/2025;04/12/2025;;CLI-0037;EMP-504;ENT-QC;BD-1068;6;461,71;18,10;342,49;Représentant
CMD-104352;30/09/2025;2025-10-07;22/11/2025;CLI-0089;EMP-502;ENT-QC;BD-1081;24;477,98;19,40;364,83;Téléphone
CMD-104129;11-sept-25;18/09/2025;24/10/2025;CLI-0103;EMP-502;ENT-MTL;BD-1049;6;49,86;8,80;31,22;Représentant
CMD-104137;12-sept-25;21/09/2025;05/10/2025;CLI-0121;EMP-508;ENT-MTL;BD-1079;4;230,57;12,60;147,87;Représentant
CMD-104058;05/09/2025;12-sept-25;25/10/2025;CLI-0047;EMP-508;ENT-MTL;BD-1181;4;521,66;16,50;312,40;Téléphone
CMD-103031;30/04/2025;09/05/2025;2025-06-19;CLI-0037;EMP-504;ENT-MTL;BD-1037;19;23,39;21,80;16,65;Portail web
CMD-102948;18/04/2025;27-avr-25;07/06/2025;CLI-0034;EMP-507;ENT-MTL;BD-1051;4;114,38;11,80;79,76;Courriel
CMD-104994;00/00/0000;2025-12-14;;CLI-0136;EMP-507;ENT-QC;BD-1167;6;308,60;16,90;209,73;Téléphone
CMD-104608;23/10/2025;27/10/2025;21-déc-25;CLI-0034;EMP-507;ENT-MTL;BD-1145;1;159,11;13,60;111,12;Portail web
CMD-103522;27/06/2025;06/07/2025;10/08/2025;CLI-0143;EMP-503;ENT-MTL;BD-1159;4;241,05;16,60;169,65;Représentant
CMD-102726;19/03/2025;24/03/2025;14-mai-25;CLI-0193;EMP-509;ENT-SAG;BD-1036;3;231,00;10,00;162,40;Représentant
CMD-102363;08/01/2025;15/01/2025;14-févr-25;CLI-0132;EMP-507;ENT-QC;BD-1158;1;291,65;16,60;184,61;Portail web
CMD-104291;25/09/2025;03/10/2025;2025-11-10;CLI-0186;EMP-507;ENT-SAG;BD-1055;6;300,43;8,50;213,75;Téléphone
CMD-103046;30/04/2025;2025-05-08;16/06/2025;CLI-0011;EMP-507;ENT-QC;BD-1087;6;373,43;3,20;215,66;Représentant
CMD-105013;12-déc-25;20/12/2025;;CLI-0036;EMP-505;ENT-QC;BD-1008;8;209,84;10,30;155,34;Représentant
CMD-103974;27/08/2025;01/09/2025;06-oct-25;CLI-0089;EMP-502;ENT-MTL;BD-1060;48;319,93;19,20;291,44;Téléphone
CMD-105123;31/12/2025;06/01/2026;;CLI-0076;EMP-507;ENT-QC;BD-1023;9;280,15;25,80;244,32;Courriel
CMD-104979;04/12/2025;10/12/2025;;CLI-0076;EMP-507;ENT-MTL;BD-1069;36;302,13;24,20;239,15;Représentant
CMD-102963;21/04/2025;25-avr-25;24/05/2025;CLI-0023;EMP-505;ENT-MTL;BD-1039;3;185,37;6,40;122,17;Portail web
CMD-103268;27/05/2025;04/06/2025;02/07/2025;CLI-0045;EMP-502;ENT-MTL;BD-1126;2;181,51;10,30;133,03;Portail web
CMD-103191;19-mai-25;22/05/2025;22/07/2025;CLI-0001;EMP-508;ENT-MTL;BD-1110;-1;270,15;4,80;182,67;Portail web
CMD-103928;22-août-25;24/08/2025;23/09/2025;CLI-0200;EMP-509;ENT-SAG;BD-1149;24;158,98;13,20;111,14;Portail web
CMD-103155;14-mai-25;21/05/2025;14/06/2025;CLI-0040;EMP-509;ENT-QC;BD-1056;3;422,79;14,00;293,14;Portail web
CMD-103973;27/08/2025;04/09/2025;05-oct-25;CLI-0132;EMP-507;ENT-QC;BD-1014;2;39,11;12,50;27,18;Portail web
CMD-103850;2025-08-14;19/08/2025;17/10/2025;CLI-0151;EMP-504;ENT-SAG;BD-1001;1;316,70;5,50;219,63;Portail web
CMD-103982;28/08/2025;30/08/2025;14-oct-25;CLI-0195;EMP-506;ENT-QC;BD-1013;8;440,11;14,70;315,34;Portail web
CMD-104788;11/11/2025;18/11/2025;2025-12-15;CLI-0187;EMP-507;ENT-MTL;BD-1141;4;437,18;12,40;314,24;Représentant
CMD-103697;24/07/2025;2025-07-31;28/09/2025;CLI-0123;EMP-501;ENT-SAG;BD-1001;2;285,84;14,70;219,63;Portail web
CMD-103422;14/06/2025;18/06/2025;2025-07-23;CLI-0094;EMP-502;ENT-MTL;BD-1027;8;435,32;5,00;254,96;Représentant
CMD-102773;27/03/2025;04-avr-25;12/05/2025;CLI-0162;EMP-508;ENT-SAG;BD-1165;24;156,96;14,70;107,92;Portail web
CMD-104031;2025-09-03;11/09/2025;25/10/2025;CLI-0076;EMP-507;ENT-MTL;BD-1126;17;157,07;22,40;133,03;Représentant
CMD-104186;17/09/2025;24/09/2025;28/11/2025;CLI-0111;EMP-507;ENT-MTL;BD-1042;12;425,32;3,60;267,02;Représentant
CMD-104274;24/09/2025;2025-09-29;09/11/2025;CLI-0036;EMP-505;ENT-SAG;BD-1038;24;479,58;13,10;319,94;Représentant
CMD-103133;12/05/2025;15/05/2025;24-juin-25;CLI-0076;EMP-507;ENT-QC;BD-1059;9;423,41;19,70;391,48;Portail web
CMD-103166;2025-05-15;22/05/2025;27/06/2025;CLI-0182;EMP-503;ENT-MTL;BD-1115;2;66,13;11,40;47,23;Portail web
CMD-103523;27/06/2025;2025-07-06;10/08/2025;CLI-0009;EMP-502;ENT-QC;BD-1127;14;232,51;22,80;174,31;Portail web
CMD-104393;04/10/2025;2025-10-10;16/11/2025;CLI-0153;EMP-507;ENT-MTL;BD-1093;2;190,46;14,90;159,25;Portail web
CMD-104420;07/10/2025;11/10/2025;25-oct-25;CLI-0076;EMP-507;ENT-QC;BD-1096;32;242,46;18,10;205,70;Représentant
CMD-105100;26/12/2025;2026-01-03;;CLI-0153;EMP-507;ENT-MTL;BD-1026;2;366,51;16,40;246,82;Téléphone
CMD-103819;11-août-25;16/08/2025;02/10/2025;CLI-0193;EMP-509;ENT-QC;BD-1030;24;159,12;13,10;119,13;Téléphone
CMD-102972;22/04/2025;2025-05-01;29/06/2025;CLI-0209;EMP-508;ENT-MTL;BD-1056;18;374,55;23,80;293,14;Portail web
CMD-102387;14-janv-25;23/01/2025;19/02/2025;CLI-0086;EMP-502;ENT-QC;BD-1155;1;523,87;3,30;329,15;Portail web
CMD-104851;19/11/2025;22/11/2025;;CLI-0217;EMP-506;ENT-QC;BD-1148;4;355,71;22,70;302,28;Représentant
CMD-104190;2025-09-17;26/09/2025;22/10/2025;CLI-0091;EMP-504;ENT-QC;BD-1079;8;257,60;2,30;147,87;Représentant
CMD-102474;03/02/2025;2025-02-05;13/03/2025;CLI-0155;EMP-506;ENT-QC;BD-1119;1;81,32;11,40;59,67;Portail web
CMD-103461;19/06/2025;24/06/2025;2025-07-26;CLI-0211;EMP-504;ENT-SAG;BD-1106;4;457,14;13,80;340,08;Représentant
CMD-102798;31/03/2025;08/04/2025;17/05/2025;CLI-0006;EMP-505;ENT-SAG;BD-1104;6;96,18;13,10;76,70;Téléphone
CMD-102576;2025-02-25;27/02/2025;14/03/2025;CLI-0182;EMP-503;ENT-QC;BD-1044;2;277,70;14,00;199,55;Courriel
CMD-104904;2025-11-25;03/12/2025;;CLI-0133;EMP-508;ENT-MTL;BD-1142;8;136,24;16,50;100,93;Représentant
CMD-103894;2025-08-19;21/08/2025;26/10/2025;CLI-0209;EMP-508;ENT-MTL;BD-1055;2;252,39;23,20;213,75;Représentant
CMD-103961;26/08/2025;2025-09-02;29/09/2025;CLI-0089;EMP-502;ENT-QC;BD-1178;5;168,07;18,10;119,43;Portail web
CMD-102978;23/04/2025;26/04/2025;11-juin-25;CLI-0031;EMP-509;ENT-QC;BD-1175;3;141,50;16,60;96,85;Représentant
CMD-104916;2025-11-26;02/12/2025;;CLI-0139;EMP-506;ENT-MTL;BD-1092;8;242,36;14,10;168,72;Représentant
CMD-104833;17-nov-25;23/11/2025;;CLI-0089;EMP-502;ENT-MTL;BD-1149;19;145,46;20,60;111,14;Portail web
CMD-103662;17/07/2025;24-juil-25;;CLI-0157;EMP-502;ENT-MTL;BD-1018;3;417,34;10,20;247,17;Portail web
CMD-103541;2025-06-30;06/07/2025;02/09/2025;CLI-0029;EMP-506;ENT-QC;BD-1040;8;342,51;22,30;274,41; 
CMD-104252;22/09/2025;2025-09-28;18/11/2025;CLI-0123;EMP-501;ENT-QC;BD-1168;12;356,23;10,90;229,43;Portail web
CMD-103499;25/06/2025;03/07/2025;2025-08-21;CLI-0155;EMP-506;ENT-QC;BD-1103;4;197,32;13,40;154,84;Représentant
CMD-103368;2025-06-09;12/06/2025;09/07/2025;CLI-0056;EMP-502;ENT-MTL;BD-1037;17;23,12;22,70;16,65;Téléphone
CMD-103475;21/06/2025;26/06/2025;2025-09-07;CLI-0200;EMP-509;ENT-MTL;BD-1040;2;384,20;12,80;274,41;Représentant
CMD-104073;2025-09-08;17/09/2025;;CLI-0147;EMP-506;ENT-MTL;BD-1062;3;167,16;7,00;135,59;Représentant
CMD-104203;18/09/2025;22/09/2025;26-nov-25;CLI-0097;EMP-504;ENT-QC;BD-1121;8;73,29;5,90;44,65;Portail web
CMD-103023;29/04/2025;08/05/2025;01-juin-25;cli-0154;EMP-507;ENT-QC;BD-1037;2;25,78;13,90;16,65;Téléphone
CMD-103836;13/08/2025;17/08/2025;;CLI-0144;EMP-502;ENT-MTL;BD-1085;4;59,90;10,90;49,28;Représentant
CMD-103594;07/07/2025;16/07/2025;2025-09-10;CLI-0115;EMP-509;ENT-MTL;BD-1008;2;196,89;15,80;155,34;Représentant
CMD-103978;28/08/2025;2025-09-04;18/10/2025;CLI-0023;EMP-505;ENT-QC;BD-1064;12;114,52;8,60;70,89;Portail web
CMD-102576;25/02/2025;27-févr-25;14/03/2025;CLI-0182;EMP-503;ENT-QC;BD-1176;8;542,01;14,00;328,78;Téléphone
CMD-103365;2025-06-09;18/06/2025;03/07/2025;CLI-0127;EMP-503;ENT-QC;BD-1037;8;26,88;10,20;16,65;Téléphone
CMD-103052;01/05/2025;2025-05-08;07/07/2025;CLI-0129;EMP-508;ENT-SAG;BD-1074;2;179,99;7,30;130,44;Courriel
CMD-103835;13/08/2025;21-août-25;11/10/2025;CLI-0009;EMP-502;ENT-SAG;BD-1022;11;352,65;22,40;298,47;Représentant
CMD-104205;18/09/2025;26/09/2025;;CLI-0080;EMP-506;ENT-SAG;BD-1063;2;318,63;13,50;247,24;Représentant
CMD-104845;18/11/2025;2025-11-25;;CLI-0056;EMP-502;ENT-MTL;BD-1150;9;503,24;19,60;347,06;Portail web
CMD-102667;2025-03-12;14/03/2025;17/04/2025;CLI-0169;EMP-507;ENT-MTL;BD-1181;24;543,75;13,00;312,40;Portail web
CMD-103977;28-août-25;05/09/2025;20/10/2025;CLI-0132;EMP-507;ENT-QC;BD-1005;8;284,42;13,00;208,35;Représentant
CMD-103898;19/08/2025;24/08/2025;2025-10-10;CLI-0024;EMP-504;ENT-QC;BD-1037;6;28,09;6,10;16,65;Téléphone
CMD-104743;04/11/2025;06/11/2025;2025-12-21;CLI-0029;EMP-506;ENT-QC;BD-1168;18;322,66;19,30;229,43;Représentant
CMD-102394;15/01/2025;23/01/2025;24/02/2025;CLI-0179;EMP-509;ENT-QC;BD-1156;6;288,18;4,60;164,64;Portail web
CMD-103063;02/05/2025;11/05/2025;09/06/2025;CLI-0015;EMP-509;ENT-QC;BD-1040;3;418,66;5,00;274,41;Portail web
CMD-104851;19/11/2025;2025-11-22;;CLI-0217;EMP-506;ENT-QC;BD-1098;2;341,01;22,70;309,76;Portail web
CMD-103563;02/07/2025;04/07/2025;23-août-25;CLI-0137;EMP-503;ENT-QC;BD-1037;24;22,35;25,30;16,65;Représentant
CMD-103772;06/08/2025;2025-08-12;22/09/2025;CLI-0031;EMP-509;ENT-MTL;BD-1050;2;432,84;14,10;297,82;Courriel
CMD-102868;08/04/2025;2025-04-12;07/06/2025;CLI-0191;EMP-504;ENT-SAG;BD-1061;4;104,06;11,90;76,81;Courriel
CMD-104165;15-sept-25;17/09/2025;09/11/2025;CLI-0026;EMP-506;ENT-QC;BD-1083;3;271,49;11,60;189,32;Représentant
CMD-103500;25/06/2025;03/07/2025;2025-08-09;CLI-0059;EMP-504;ENT-QC;BD-1045;8;101,99;22,20;78,37;Représentant
CMD-104496;2025-10-13;16/10/2025;23/11/2025;CLI-0037;EMP-504;ENT-SAG;BD-1165;18;150,03;18,50;107,92;Représentant
CMD-103865;15/08/2025;2025-08-23;23/09/2025;CLI-0137;EMP-503;ENT-MTL;BD-1062;15;133,58;25,70;135,59;Représentant
CMD-104683;29/10/2025;01/11/2025;2025-12-26;CLI-0212;EMP-507;ENT-SAG;BD-1101;24;81,37;25,00;75,83;Téléphone
CMD-103397;12/06/2025;2025-06-16;25/07/2025;CLI-0204;EMP-506;ENT-QC;BD-1124;3;235,04;7,80;153,77;Courriel
CMD-102750;24/03/2025;26/03/2025;2025-05-02;CLI-0074;EMP-507;ENT-QC;BD-1032;10;430,46;21,40;347,11;Représentant
CMD-103388;2025-06-11;16/06/2025;08/08/2025;CLI-0209;EMP-508;ENT-QC;BD-1112;20;90,91;20,90;67,02;Courriel
CMD-102495;07/02/2025;2025-02-14;10/04/2025;CLI-0075;EMP-506;ENT-SAG;BD-1063;12;355,46;3,50;247,24;Représentant
CMD-104377;02/10/2025;2025-10-05;03/11/2025;CLI-0066;EMP-507;ENT-MTL;BD-1132;3;171,88;13,50;128,45;Représentant
CMD-103529;27/06/2025;02/07/2025;2025-08-28;CLI-0212;EMP-507;ENT-SAG;BD-1094;2;162,35;20,40;124,30;Salon
CMD-102767;27/03/2025;01-avr-25;16/05/2025;CLI-0185;EMP-508;ENT-QC;BD-1170;6;27,67;21,30;16,95;Représentant
CMD-102927;17/04/2025;26/04/2025;2025-05-25;CLI-0050;EMP-502;ENT-QC;BD-1154;2;471,21;11,80;329,92;Courriel
CMD-104341;30/09/2025;2025-10-09;22/11/2025;CLI-0144;EMP-502;ENT-MTL;BD-1171;12;138,43;12,60;85,46;Portail web
CMD-104013;02/09/2025;10/09/2025;09/11/2025;CLI-0089;EMP-502;ENT-MTL;BD-1083;22;230,03;25,10;189,32;Portail web
CMD-103810;11/08/2025;18/08/2025;07-oct-25;CLI-0207;EMP-501;ENT-QC;BD-1005;4;304,84;6,80;208,35;Téléphone
CMD-103406;2025-06-12;16/06/2025;31/07/2025;CLI-0099;EMP-505;ENT-MTL;BD-1060;12;305,73;22,80;291,44;Représentant
CMD-105112;29/12/2025;07/01/2026;;CLI-0074;EMP-507;ENT-QC;BD-1082;8;385,09;19,00;335,40;Salon
CMD-103885;18/08/2025;22/08/2025;2025-09-28;CLI-0041;EMP-508;ENT-MTL;BD-1054;12;398,55;14,50;262,94;Courriel
CMD-103922;2025-08-21;29/08/2025;22/10/2025;CLI-0096;EMP-504;ENT-SAG;BD-1033;3;173,25;7,50;113,22;Représentant
CMD-103571;03-juil-25;11/07/2025;02/09/2025;CLI-0009;EMP-502;ENT-QC;BD-1035;12;39,52;18,30;30,63;Représentant
CMD-102347;06/01/2025;12/01/2025;05-févr-25;CLI-0106;EMP-501;ENT-QC;BD-1177;4;340,02;16,60;215,66;Portail web
CMD-102948;18/04/2025;2025-04-27;07/06/2025;CLI-0034;EMP-507;ENT-MTL;BD-1074;2;171,26;11,80;110,54;Téléphone
CMD-103981;28/08/2025;03/09/2025;20/10/2025;CLI-0012;EMP-501;ENT-SAG;BD-1165;24;149,63;18,70;107,92;Téléphone
CMD-104602;22-oct-25;26/10/2025;09/12/2025;CLI-0031;EMP-509;ENT-QC;BD-1142;12;140,84;13,60;100,93;Représentant
CMD-102917;2025-04-15;17/04/2025;18/05/2025;CLI-0167;EMP-506;ENT-MTL;BD-1016;4;392,45;5,00;224,02;Portail web
CMD-103475;21/06/2025;26/06/2025;2025-09-07;CLI-0200;EMP-509;ENT-MTL;BD-1063;2;321,08;12,80;247,24;Téléphone
CMD-103992;30/08/2025;2025-09-03;12/10/2025;CLI-0130;EMP-508;ENT-QC;BD-1024;15;249,59;25,30;189,35;Représentant
CMD-103323;2025-06-02;06/06/2025;16/07/2025;CLI-0024;EMP-504;ENT-QC;BD-1144;8;170,43;4,50;98,33;Téléphone
CMD-103623;00/00/0000;18/07/2025;2025-08-12;CLI-0141;EMP-502;ENT-SAG;BD-1177;1;352,64;13,50;215,66;Téléphone
CMD-102869;08-avr-25;13/04/2025;01/06/2025;CLI-0209;EMP-508;ENT-MTL;BD-1138;6;120,09;18,50;88,19;Portail web
CMD-104899;25/11/2025;28/11/2025;;CLI-0074;EMP-507;ENT-QC;BD-1145;6;143,53;22,10;111,12;Représentant
CMD-104493;2025-10-13;21/10/2025;11/12/2025;CLI-0124;EMP-509;ENT-MTL;BD-1044;6;313,73;2,90;199,55;Téléphone
CMD-104367;02/10/2025;2025-10-11;13/11/2025;CLI-0054;EMP-507;ENT-QC;BD-1182;8;94,67;13,00;58,06;Représentant
CMD-104613;23/10/2025;31-oct-25;27/12/2025;CLI-0130;EMP-508;ENT-QC;BD-1088;6;508,64;19,20;404,63;Représentant
CMD-103104;08-mai-25;14/05/2025;;CLI-0037;EMP-504;ENT-MTL;BD-1045;4;104,13;20,60;78,37;Représentant
CMD-104135;12/09/2025;2025-09-15;24/10/2025;CLI-0191;EMP-504;ENT-MTL;BD-1084;3;496,18;14,50;375,89;N/A
CMD-102560;20/02/2025;2025-02-27;11/04/2025;CLI-0217;EMP-506;ENT-QC;BD-1036;11;203,76;20,60;162,40;Représentant
CMD-104688;2025-10-30;03/11/2025;20/12/2025;CLI-0012;EMP-501;ENT-MTL;BD-1031;21;398,22;23,30;300,62;Téléphone
CMD-103039;2025-04-30;08/05/2025;09/06/2025;CLI-0077;EMP-501;ENT-MTL;BD-1177;6;373,18;8,50;215,66;Représentant
CMD-102565;21/02/2025;28/02/2025;2025-04-10;CLI-0207;EMP-501;ENT-QC;BD-1161;6;129,17;4,40;64,16;Représentant
CMD-103809;11/08/2025;16/08/2025;2025-09-26;CLI-0143;EMP-503;ENT-QC;BD-1027;3;386,81;15,60;254,96;Représentant
CMD-104561;17/10/2025;2025-10-25;29/11/2025;CLI-0192;EMP-505;ENT-MTL;BD-1162;12;130,39;4,90;68,38;Portail web
CMD-104957;01/12/2025;2025-12-03;;CLI-0173;EMP-508;ENT-QC;BD-1068;12;478,66;15,10;342,49;Représentant
CMD-103925;2025-08-21;26/08/2025;23/09/2025;CLI-0125;EMP-509;ENT-QC;BD-1056;6;478,03;2,80;293,14;Téléphone
CMD-104077;08/09/2025;2025-09-13;22/10/2025;CLI-0044;EMP-505;ENT-SAG;BD-1115;2;65,25;12,60;47,23;Représentant
CMD-103155;2025-05-14;21/05/2025;14/06/2025;CLI-0040;EMP-509;ENT-QC;BD-1049;3;46,97;14,00;31,22;Représentant
CMD-103344;04/06/2025;07/06/2025;14-août-25;CLI-0056;EMP-502;ENT-MTL;BD-1122;19;258,68;24,20;212,67;Portail web
CMD-104479;2025-10-11;15/10/2025;17/11/2025;CLI-0182;EMP-503;ENT-QC;BD-1138;24;127,98;13,10;88,19;Téléphone
CMD-104610;23/10/2025;27/10/2025;25/11/2025;CLI-0066;EMP-507;ENT-MTL;BD-1150;6;557,74;10,90;347,06;Représentant
CMD-103942;25/08/2025;28/08/2025;30-sept-25;CLI-0012;EMP-501;ENT-QC;BD-1175;5;130,13;23,30;96,85;Portail web
CMD-102735;21/03/2025;30/03/2025;2025-05-07;CLI-0140;EMP-502;ENT-MTL;BD-1114;3;241,18;4,50;152,73;Téléphone
CMD-104946;29-nov-25;04/12/2025;19/12/2025;CLI-0206;EMP-503;ENT-QC;BD-1130;8;488,16;13,50;323,89;Représentant
CMD-103094;2025-05-07;15/05/2025;02/07/2025;CLI-0082;EMP-504;ENT-QC;BD-1045;2;126,28;3,70;78,37;Portail web
CMD-103734;01/08/2025;09/08/2025;2025-09-21;CLI-0099 ;EMP-505;ENT-MTL;BD-1170;15;28,09;20,10;16,95;Téléphone
CMD-103876;18/08/2025;22/08/2025;2025-09-19;CLI-0154;EMP-507;ENT-QC;BD-1094;6;177,90;12,70;124,30;Courriel
CMD-104986;2025-12-05;14/12/2025;;CLI-0034;EMP-507;ENT-QC;BD-1083;1;258,41;15,90;189,32;Représentant
CMD-104398;06/10/2025;2025-10-10;14/12/2025;CLI-0029;EMP-506;ENT-MTL;BD-1102;10;394,02;18,70;260,69;Portail web
CMD-104232;2025-09-20;26/09/2025;02/11/2025;CLI-0212;EMP-507;ENT-QC;BD-1162;14;110,97;19,00;68,38;Représentant
CMD-104852;2025-11-19;26/11/2025;;CLI-0195;EMP-506;ENT-MTL;BD-1134;6;94,09;14,40;61,77;Courriel
CMD-103343;04/06/2025;06/06/2025;2025-07-27;CLI-0027;EMP-502;ENT-MTL;BD-1062;12;164,20;8,60;135,59;Téléphone
CMD-103559;01-juil-25;07/07/2025;19/08/2025;CLI-0204;EMP-506;ENT-QC;BD-1002;2;446,38;4,70;298,72;Portail web
CMD-104032;03/09/2025;06/09/2025;15-oct-25;CLI-0145;EMP-504;ENT-MTL;BD-1016;6;399,99;3,20;224,02;Représentant
CMD-104731;04/11/2025;2025-11-10;20/12/2025;CLI-0137;EMP-503;ENT-MTL;BD-1081;11;446,94;24,60;364,83;Portail web
CMD-102548;18/02/2025;24/02/2025;2025-04-08;CLI-0185;EMP-508;ENT-QC;BD-1178;18;166,68;18,80;119,43;Représentant
CMD-103220;2025-05-22;29/05/2025;30/07/2025;CLI-0012;EMP-501;ENT-MTL;BD-1003;5;241,01;19,20;227,23;Représentant
CMD-102436;24/01/2025;02-févr-25;21/03/2025;CLI-0001;EMP-508;ENT-QC;BD-1180;6;174,46;7,90;95,30;Portail web
CMD-102473;2025-02-01;09/02/2025;;CLI-0071;EMP-503;ENT-QC;BD-1040;3;402,89;8,60;274,41;Représentant
CMD-104255;23/09/2025;2025-09-30;25/11/2025;CLI-0175;EMP-505;ENT-QC;BD-1090;8;90,78;5,30;69,37;Représentant
CMD-103475;21/06/2025;26/06/2025;07/09/2025;CLI-0200;EMP-509;ENT-MTL;BD-1036;2;223,83;12,80;191,63;Représentant
CMD-103654;2025-07-16;19/07/2025;29/08/2025;CLI-0193;EMP-509;ENT-MTL;BD-1159;8;240,53;16,80;169,65;Portail web
CMD-103306;30/05/2025;08/06/2025;2025-08-02;CLI-0110;EMP-507;ENT-QC;BD-1105;12;236,88;8,60;169,61;Courriel
CMD-103077;2025-05-05;11/05/2025;14/06/2025;CLI-0212;EMP-507;ENT-MTL;BD-1103;13;176,88;22,30;154,84;Courriel
CMD-103149;14/05/2025;16/05/2025;05/07/2025;CLI-0123;EMP-501;ENT-MTL;BD-1121;8;65,79;15,50;44,65;Représentant
CMD-102767;27/03/2025;01/04/2025;2025-05-16;CLI-0185;EMP-508;ENT-QC;BD-1130;10;444,19;21,30;323,89;Téléphone
CMD-102429;23/01/2025;29/01/2025;30/03/2025;CLI-0009;EMP-502;ENT-SAG;BD-1102;9;381,55;21,30;260,69;Représentant
CMD-104282;2025-09-25;04/10/2025;07/12/2025;CLI-0099;EMP-505;ENT-QC;BD-1169;9;472,79;18,00;282,28;Courriel
CMD-103021;2025-04-29;01/05/2025;31/05/2025;CLI-0087;EMP-502;ENT-QC;BD-1037;1;26,45;11,60;16,65;Représentant
CMD-103452;18/06/2025;27-juin-25;29/07/2025;CLI-0139;EMP-506;ENT-MTL;BD-1024;8;291,94;12,60;189,35;Portail web
CMD-103471;20-juin-25;29/06/2025;31/08/2025;CLI-0090;EMP-505;ENT-QC;BD-1163;6;531,47;13,30;300,77;Représentant
CMD-105049;18/12/2025;26/12/2025;;CLI-0099;EMP-505;ENT-MTL;BD-1077;28;277,72;18,80;171,09;Représentant
CMD-103096;07/05/2025;16/05/2025;05-juil-25;CLI-0131;EMP-502;ENT-MTL;BD-1119;4;77,67;15,40;59,67;Représentant
CMD-104506;14/10/2025;2025-10-22;06/12/2025;CLI-0014;EMP-502;ENT-MTL;BD-1159;4;266,34;7,80;169,65;Représentant
CMD-103834;13/08/2025;2025-08-21;28/09/2025;CLI-0009;EMP-502;ENT-MTL;BD-1043;5;430,60;18,40;300,28;Représentant
CMD-102984;24/04/2025;26-avr-25;19/06/2025;CLI-0173;EMP-508;ENT-QC;BD-1053;2;279,08;14,70;180,55;Courriel
CMD-104308;2025-09-26;28/09/2025;28/11/2025;CLI-0187;EMP-507;ENT-QC;BD-1044;1;275,00;14,90;199,55;Représentant
CMD-103711;28/07/2025;04/08/2025;28-sept-25;CLI-0090;EMP-505;ENT-MTL;BD-1118;3;434,04;12,70;343,17;Téléphone
CMD-102974;23/04/2025;2025-05-02;02/06/2025;CLI-0204;EMP-506;ENT-MTL;BD-1140;3;61,43;3,30;41,26;Portail web
CMD-104634;2025-10-25;27/10/2025;25/11/2025;CLI-0029;EMP-506;ENT-QC;BD-1148;18;361,45;21,40;302,28;Salon
CMD-103879;18/08/2025;23/08/2025;2025-11-01;CLI-0058;EMP-508;ENT-QC;BD-1062;4;175,94;2,10;135,59;Représentant
CMD-104678;29-oct-25;04/11/2025;14/12/2025;CLI-0074;EMP-507;ENT-MTL;BD-1094;6;162,42;20,30;124,30;Représentant
CMD-104617;23/10/2025;28-oct-25;26/12/2025;CLI-0193;EMP-509;ENT-QC;BD-1100;1;476,16;11,30;369,19;Représentant
CMD-103383;11/06/2025;16/06/2025;2025-08-22;CLI-0144;EMP-502;ENT-MTL;BD-1027;24;391,89;14,50;254,96;Portail web
CMD-102971;22/04/2025;01/05/2025;2025-06-07;CLI-0155;EMP-506;ENT-MTL;BD-1036;4;221,76;13,60;162,40;Représentant
CMD-102822;02/04/2025;05/04/2025;2025-05-28;CLI-0037;EMP-504;ENT-MTL;BD-1024;8;268,40;19,70;189,35;Représentant
CMD-104453;09-oct-25;16/10/2025;25/11/2025;CLI-0114;EMP-502;ENT-MTL;BD-1128;3;134,29;7,30;78,87;Représentant
CMD-104460;10/10/2025;15/10/2025;2025-11-06;CLI-0056;EMP-502;ENT-QC;BD-1154;33;428,56;19,80;329,92;Représentant
CMD-104899;25/11/2025;28/11/2025;;CLI-0074;EMP-507;ENT-QC;BD-1164;2;151,98;22,10;100,45;Téléphone
CMD-104685;30-oct-25;02/11/2025;;CLI-0098;EMP-509;ENT-QC;BD-1152;12;446,50;7,20;271,40;Représentant
CMD-102637;2025-03-07;13/03/2025;02/05/2025;CLI-0182;EMP-503;ENT-QC;BD-1181;8;525,92;15,80;312,40;Représentant
CMD-103689;22-juil-25;28/07/2025;25/08/2025;CLI-0053;EMP-509;ENT-MTL;BD-1106;4;451,18;15,00;340,08;Téléphone
